id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0015,xiling_wujia,meituan,2025-01-12T17:29:30+08:00,2025-01-12T17:29:30+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_renewal,service,喜爱,5,positive,0.9,low,0.94,True,宜昌,relevant,交通设施服务,10,2,停车场相关,,T1,陶珠路停车场,ermalu,111.27718840699974,30.69644555793752,526556.21,3397352.99,陶珠路停车场,交通设施服务
e0016,xiling_wujia,dianping,2025-01-16T23:12:49+08:00,2025-01-16T23:12:49+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,5,positive,0.62,medium,0.97,True,宜昌,relevant,风景名胜,7,1,热点地名,,T1,南湖公园,ermalu,111.28585278725907,30.695288645949734,527386.64,3397226.81,南湖公园,风景名胜
e0017,xiling_wujia,weibo,2025-01-13T15:53:14+08:00,2025-01-13T15:53:14+08:00,一般水平,"水平,一般",4,urban_renewal,culture,中性,2,neutral,0.3,low,0.87,True,宜昌,relevant,住宿服务,9,0,宾馆酒店,,T1,宜昌丽锦快捷假日酒店,ermalu,111.28198504016348,30.698926684733216,527015.06,3397629.2,宜昌丽锦快捷假日酒店,住宿服务
e0018,xiling_wujia,xiaohongshu,2025-01-07T10:05:09+08:00,2025-01-07T10:05:09+08:00,设双向四车道,"车道,双向",6,urban_renewal,service,好奇,1,neutral,0.46,low,0.85,True,宜昌,relevant,住宿服务,5,3,宾馆酒店,,T1,宜昌丽锦快捷假日酒店,ermalu,111.28205370248712,30.698150191538218,527021.86,3397543.13,宜昌丽锦快捷假日酒店,住宿服务
e0019,xiling_wujia,meituan,2025-01-10T15:50:39+08:00,2025-01-10T15:50:39+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",10,urban_operation,culture,愤怒,5,negative,0.65,high,0.9,True,宜昌,relevant,餐饮服务,0,5,中餐厅,,T1,阿杜菜馆@埋点,ermalu,111.28228322409318,30.696844924557368,527044.21,3397398.48,阿杜菜馆,餐饮服务
e0020,xiling_wujia,dianping,2025-01-14T20:43:28+08:00,2025-01-14T20:43:28+08:00,路边的树被乱砍，心疼,"乱砍,心疼,路边",10,urban_governance,environment,愤怒,5,negative,0.83,high,0.9,True,宜昌,relevant,交通设施服务,0,0,公交车站相关,,T1,一马路(公交站),ermalu,111.2846136680695,30.690816980214144,527269.18,3396730.76,一马路(公交站),交通设施服务
e0021,xiling_wujia,dianping,2025-01-24T21:18:53+08:00,2025-01-24T21:18:53+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位,年夜饭",14,urban_renewal,facility,失望,5,negative,0.69,medium,0.87,True,宜昌,relevant,商务住宅,0,5,住宅小区,,T1,紫晶城天御,ermalu,111.27651312447885,30.69746806026244,526491.23,3397466.19,紫晶城天御,商务住宅
e0022,xiling_wujia,dianping,2025-01-15T13:54:30+08:00,2025-01-15T13:54:30+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_renewal,service,失望,5,negative,0.84,high,0.91,True,宜昌,relevant,商务住宅,0,3,住宅小区,,T1,紫晶城天御,ermalu,111.2781257610372,30.697549115017708,526645.71,3397475.56,紫晶城天御,商务住宅
e0023,xiling_wujia,dianping,2025-01-17T22:18:55+08:00,2025-01-17T22:18:55+08:00,夜间道路标识反光清晰，开车省心,"省心,反光,标识,开车,夜间",15,urban_governance,facility,满足,5,positive,0.74,high,0.82,True,宜昌,relevant,体育休闲服务,9,3,三级甲等医院,,T1,宜昌市中心人民医院西陵院区体检中心,ermalu,111.28289597360522,30.695788326031202,527103.21,3397281.49,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
e0024,xiling_wujia,12345,2025-01-10T02:28:01+08:00,2025-01-10T02:28:01+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人,年夜饭",13,urban_renewal,culture,失望,5,negative,0.84,high,0.81,True,宜昌,relevant,餐饮服务,2,0,中餐厅,,T1,阿杜菜馆@埋点,ermalu,111.28222155996092,30.6967265944581,527038.34,3397385.35,阿杜菜馆,餐饮服务
e0025,xiling_wujia,meituan,2025-01-17T23:17:33+08:00,2025-01-17T23:17:33+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_renewal,facility,喜爱,5,positive,0.62,low,0.83,True,宜昌,relevant,交通设施服务,3,1,公交车站相关,,T1,一马路(公交站),ermalu,111.28469746304916,30.691137182740515,527277.11,3396766.28,一马路(公交站),交通设施服务
e0026,xiling_wujia,xiaohongshu,2025-01-09T07:56:37+08:00,2025-01-09T07:56:37+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_governance,service,愤怒,4,negative,0.84,low,0.84,True,宜昌,relevant,体育休闲服务,1,1,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,111.28403749173613,30.697939941631404,527211.97,3397520.3,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0027,xiling_wujia,xiaohongshu,2025-01-19T19:47:54+08:00,2025-01-19T19:47:54+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,愤怒,5,negative,0.88,low,0.9,True,宜昌,relevant,体育休闲服务,13,0,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,111.2851480556424,30.697920771621387,527318.38,3397518.45,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0028,xiling_wujia,dianping,2025-01-09T07:51:33+08:00,2025-01-09T07:51:33+08:00,空气清新，适合晨练,"晨练,空气清新,适合",9,urban_renewal,environment,喜爱,4,positive,0.9,low,0.8,True,宜昌,relevant,科教文化服务,4,0,培训机构,,T1,宜昌市青少年宫,ermalu,111.28592972395347,30.693612181320574,527394.48,3397040.97,宜昌市青少年宫,科教文化服务
e0029,xiling_wujia,dianping,2025-01-19T03:52:16+08:00,2025-01-19T03:52:16+08:00,没什么特别,"没什么,特别",5,urban_renewal,environment,好奇,1,neutral,0.25,low,0.93,True,宜昌,relevant,金融保险服务,30,6,中国工商银行,,T1,中国工商银行(三峡云集支行),ermalu,111.28119100250228,30.69682200141378,526939.58,3397395.68,中国工商银行(三峡云集支行),金融保险服务
e0030,xiling_wujia,meituan,2025-01-06T16:45:33+08:00,2025-01-06T16:45:33+08:00,也就那样吧,那样,5,urban_renewal,facility,好奇,2,neutral,0.32,high,0.88,True,宜昌,relevant,金融保险服务,14,0,中国工商银行,,T1,中国工商银行(三峡云集支行),ermalu,111.28138866076378,30.69689666948181,526958.49,3397404.0,中国工商银行(三峡云集支行),金融保险服务
e0031,xiling_wujia,meituan,2025-01-18T20:50:35+08:00,2025-01-18T20:50:35+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人,春节",13,urban_renewal,culture,愤怒,4,negative,0.99,low,0.86,True,宜昌,relevant,购物服务,3,0,步行街,,T1,宜昌解放路步行街@埋点,ermalu,111.27903759771574,30.69956022268165,526732.51,3397698.73,宜昌解放路步行街,购物服务
e0032,xiling_wujia,weibo,2025-01-07T15:27:43+08:00,2025-01-07T15:27:43+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_renewal,event,愤怒,4,negative,0.7,low,0.89,True,宜昌,relevant,交通设施服务,1,0,公交车站相关,,T1,一马路(公交站),ermalu,111.28353725429035,30.69259566401085,527165.55,3396927.69,一马路(公交站),交通设施服务
e0033,xiling_wujia,xiaohongshu,2025-01-21T13:34:46+08:00,2025-01-21T13:34:46+08:00,解放路天桥修好了，过街安全,"解放路,天桥,修好,安全",13,urban_renewal,facility,喜爱,5,positive,0.91,low,0.95,True,宜昌,relevant,住宿服务,1,3,宾馆酒店,,T1,宜昌丽锦快捷假日酒店,ermalu,111.28159006020029,30.698147943741436,526977.44,3397542.77,宜昌丽锦快捷假日酒店,住宿服务
e0034,xiling_wujia,xiaohongshu,2025-01-18T20:13:39+08:00,2025-01-18T20:13:39+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",4,urban_governance,service,愤怒,2,negative,0.4,high,0.96,True,宜昌,relevant,交通设施服务,3,4,公共停车场,,T1,宜昌解放路步行街@埋点,ermalu,111.28039100322903,30.699149396635,526862.29,3397653.51,宜昌解放路步行街地下停车场,交通设施服务
e0035,xiling_wujia,weibo,2025-01-05T11:03:03+08:00,2025-01-05T11:03:03+08:00,充电桩坏了好几个一直没人修,"没人修,充电,好几个,一直,春节",13,urban_renewal,facility,愤怒,5,negative,0.93,low,0.91,True,宜昌,relevant,休闲娱乐,8,6,迪厅,,T1,夜上海舞厅,ermalu,111.27960313893014,30.697427916977556,526787.28,3397462.47,夜上海舞厅,休闲娱乐
e0036,xiling_wujia,xiaohongshu,2025-01-21T05:24:17+08:00,2025-01-21T05:24:17+08:00,井盖松动没人处理，差点绊倒,"井盖,绊倒,松动,差点,处理,春节",13,urban_governance,facility,失望,5,negative,0.77,low,0.78,True,宜昌,relevant,交通设施服务,1,1,公交车站相关,,T1,解放路(公交站),ermalu,111.28088800494285,30.69738232807752,526910.39,3397457.72,解放路(公交站),交通设施服务
e0037,xiling_wujia,meituan,2025-01-17T13:30:32+08:00,2025-01-17T13:30:32+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_governance,service,愤怒,4,negative,0.63,low,0.86,True,宜昌,relevant,交通设施服务,2,3,公交车站相关,,T1,市政府(公交站),ermalu,111.27993449668634,30.694776754801673,526819.76,3397168.63,市政府(公交站),交通设施服务
e0038,xiling_wujia,12345,2025-01-21T09:49:11+08:00,2025-01-21T09:49:11+08:00,路灯坏了几天没人修，晚上黑得可怕,"没人修,黑得,路灯,可怕,晚上",13,urban_operation,facility,失望,4,negative,0.66,high,0.92,True,宜昌,relevant,休闲娱乐,9,6,网吧,,T1,二马路历史文化街区@埋点,ermalu,111.2811433062273,30.695669419349887,526935.33,3397267.88,奥汀电竞,休闲娱乐
e0039,xiling_wujia,xiaohongshu,2025-01-13T04:53:57+08:00,2025-01-13T04:53:57+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,失望,5,negative,0.81,medium,0.89,True,宜昌,relevant,住宿服务,0,1,宾馆酒店,,T1,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.27735002227578,30.698787263048672,526571.05,3397612.64,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0040,xiling_wujia,meituan,2025-01-23T11:07:30+08:00,2025-01-23T11:07:30+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时,春节",14,urban_governance,service,失望,5,negative,0.71,medium,0.84,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T1,Sober.醒Club酒吧,ermalu,111.28281651142696,30.69472358779303,527095.9,3397163.43,Sober.醒Club酒吧,休闲娱乐
e0041,xiling_wujia,dianping,2025-01-24T07:15:35+08:00,2025-01-24T07:15:35+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,4,positive,0.77,low,0.81,True,宜昌,relevant,科教文化服务,4,2,文化宫,,T1,宜昌市工人文化宫,ermalu,111.28499168012495,30.69619313474579,527303.88,3397326.88,宜昌市工人文化宫,科教文化服务
e0042,xiling_wujia,dianping,2025-01-18T12:13:14+08:00,2025-01-18T12:13:14+08:00,下水道堵了，路上全是积水没人管,"没人管,下水道,积水,全是,路上",12,urban_renewal,facility,愤怒,5,negative,0.94,low,0.94,True,宜昌,relevant,餐饮服务,23,4,中餐厅,,T1,瑜儿腊货馆@埋点,ermalu,111.2837351117315,30.695217948716955,527183.77,3397218.46,瑜儿腊货馆,餐饮服务
e0043,xiling_wujia,dianping,2025-01-18T08:16:55+08:00,2025-01-18T08:16:55+08:00,路灯坏了几天没人修，晚上黑得可怕,"没人修,黑得,路灯,可怕,晚上",16,urban_operation,facility,失望,5,negative,0.82,high,0.94,True,宜昌,relevant,体育休闲服务,0,5,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,111.28407333011134,30.697021707689576,527215.66,3397418.51,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0044,xiling_wujia,meituan,2025-01-15T10:48:06+08:00,2025-01-15T10:48:06+08:00,普通水平,"普通,水平",4,urban_operation,service,好奇,3,neutral,0.29,medium,0.84,True,宜昌,relevant,休闲娱乐,41,2,酒吧,,T1,神话酒吧(大南门店),ermalu,111.27617731659545,30.70137819588216,526458.0,3397899.61,神话酒吧(大南门店),休闲娱乐
e0045,xiling_wujia,xiaohongshu,2025-01-20T02:39:58+08:00,2025-01-20T02:39:58+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_renewal,environment,愤怒,4,negative,0.61,medium,0.91,True,宜昌,relevant,政府机构及社会团体,7,4,地市级政府及事业单位,,T1,宜昌市人民政府,ermalu,111.28102271897573,30.69432093028458,526924.15,3397118.36,宜昌市人民政府,政府机构及社会团体
e0046,xiling_wujia,meituan,2025-01-12T10:33:53+08:00,2025-01-12T10:33:53+08:00,施工噪音半夜还在响，扰民,"扰民,噪音,半夜,施工,年夜饭",12,urban_governance,facility,失望,5,negative,0.77,medium,0.99,True,宜昌,relevant,体育休闲服务,5,0,三级甲等医院,,T1,宜昌市中心人民医院西陵院区体检中心,ermalu,111.28263687121297,30.695270556710053,527078.53,3397224.02,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
e0047,xiling_wujia,weibo,2025-01-23T12:44:40+08:00,2025-01-23T12:44:40+08:00,施工噪音半夜还在响，扰民,"扰民,噪音,半夜,施工,春运",12,urban_planning,facility,愤怒,4,negative,0.95,low,0.86,True,宜昌,relevant,科教文化服务,4,1,小学,,T1,红星路小学,ermalu,111.28410006165129,30.69378136833845,527219.14,3397059.28,红星路小学,科教文化服务
e0048,xiling_wujia,weibo,2025-01-19T01:11:52+08:00,2025-01-19T01:11:52+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,愤怒,5,negative,0.89,high,0.79,True,宜昌,relevant,交通设施服务,5,1,公交车站相关,,T1,一马路(公交站),ermalu,111.28376744647484,30.692176615067208,527187.72,3396881.29,一马路(公交站),交通设施服务
e0049,xiling_wujia,dianping,2025-01-20T09:27:36+08:00,2025-01-20T09:27:36+08:00,施工噪音半夜还在响，扰民,"扰民,噪音,半夜,施工",12,urban_governance,facility,愤怒,5,negative,0.93,medium,0.82,True,宜昌,relevant,政府机构及社会团体,2,2,地市级政府及事业单位,,T1,宜昌市人民政府,ermalu,111.28224206021754,30.694556657335923,527040.91,3397144.78,宜昌市人民政府,政府机构及社会团体
e0050,xiling_wujia,meituan,2025-01-09T21:07:11+08:00,2025-01-09T21:07:11+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_renewal,environment,愤怒,5,negative,0.97,medium,0.86,True,宜昌,relevant,体育休闲服务,6,4,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,111.28514043431271,30.696803583528254,527317.96,3397394.59,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0051,xiling_wujia,dianping,2025-01-08T07:28:17+08:00,2025-01-08T07:28:17+08:00,下水道堵了，路上全是积水没人管,"没人管,下水道,积水,全是,路上",12,urban_renewal,facility,失望,5,negative,0.91,medium,0.83,True,宜昌,relevant,购物服务,7,4,特色商业街,,T1,二马路历史文化街区@埋点,ermalu,111.28004385201076,30.69597402217732,526829.91,3397301.39,二马路历史文化街区,购物服务
e0052,xiling_wujia,dianping,2025-01-11T21:14:11+08:00,2025-01-11T21:14:11+08:00,路灯坏了几天没人修，晚上黑得可怕,"没人修,黑得,路灯,可怕,晚上",16,urban_renewal,facility,失望,5,negative,0.86,low,0.86,True,宜昌,relevant,生活服务,62,7,美容美发店,,T1,季域足道·采耳·SPA(陶珠路店),ermalu,111.27872772572648,30.697967745766718,526703.27,3397522.11,季域足道·采耳·SPA(陶珠路店),生活服务
e0053,xiling_wujia,meituan,2025-01-16T02:51:19+08:00,2025-01-16T02:51:19+08:00,公交等了四十分钟不来，太差了,"四十分钟,太差,公交",14,urban_operation,facility,愤怒,4,negative,0.88,medium,0.85,True,宜昌,relevant,科教文化服务,0,1,文化宫,,T1,宜昌市工人文化宫,ermalu,111.28707340409994,30.696966697304624,527503.1,3397413.14,宜昌市工人文化宫,科教文化服务
e0054,xiling_wujia,weibo,2025-01-16T19:47:26+08:00,2025-01-16T19:47:26+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史,年货",10,urban_operation,culture,满足,5,positive,0.63,low,0.83,True,宜昌,relevant,住宿服务,7,0,宾馆酒店,,T1,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.27740421573112,30.701430494799435,526575.52,3397905.69,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0055,xiling_wujia,weibo,2025-01-22T15:32:26+08:00,2025-01-22T15:32:26+08:00,解放路天桥修好了，过街安全,"解放路,天桥,修好,安全",13,urban_operation,facility,喜爱,5,positive,0.88,low,0.86,True,宜昌,relevant,金融保险服务,5,0,中国工商银行,,T1,中国工商银行(三峡云集支行),ermalu,111.28157679744871,30.697272793288846,526976.41,3397445.75,中国工商银行(三峡云集支行),金融保险服务
e0056,xiling_wujia,12345,2025-01-10T10:59:04+08:00,2025-01-10T10:59:04+08:00,就这样吧,这样,4,urban_renewal,service,中性,2,neutral,0.37,low,0.94,True,宜昌,relevant,金融保险服务,9,0,中国建设银行,,T1,中国建设银行(西陵支行),ermalu,111.28338419408959,30.696737902972313,527149.72,3397386.88,中国建设银行(西陵支行),金融保险服务
e0057,xiling_wujia,meituan,2025-01-19T01:27:17+08:00,2025-01-19T01:27:17+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_governance,culture,失望,4,negative,0.69,medium,0.91,True,宜昌,relevant,餐饮服务,7,6,特色/地方风味餐厅,,T1,二马路历史文化街区@埋点,ermalu,111.28072491165955,30.696439257001618,526895.03,3397353.13,花果牛魔王高品质烤牛肉,餐饮服务
e0058,xiling_wujia,meituan,2025-01-15T20:46:05+08:00,2025-01-15T20:46:05+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_governance,facility,期待,5,positive,0.86,high,0.92,True,宜昌,relevant,休闲娱乐,1,3,酒吧,,T1,神话酒吧(大南门店),ermalu,111.27524134220492,30.69837924409078,526369.14,3397566.91,神话酒吧(大南门店),休闲娱乐
e0059,xiling_wujia,meituan,2025-01-06T19:55:46+08:00,2025-01-06T19:55:46+08:00,这家店服务态度差，不会再来了,"服务态度,再来,这家,不会,年货",14,urban_operation,service,失望,5,negative,0.74,high,0.8,True,宜昌,relevant,体育休闲服务,14,0,口腔医院,,T1,宜昌牙管家口腔(隆康路总院),ermalu,111.2869566791474,30.695566181693053,527492.32,3397257.85,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0060,xiling_wujia,meituan,2025-01-21T10:58:40+08:00,2025-01-21T10:58:40+08:00,夜市噪音扰民，投诉不断,"扰民,夜市,噪音,投诉,不断",11,urban_operation,event,愤怒,4,negative,0.68,medium,0.94,True,宜昌,relevant,购物服务,4,2,步行街,,T1,宜昌解放路步行街,ermalu,111.27866152535776,30.69984927456409,526696.41,3397730.69,宜昌解放路步行街,购物服务
e0061,xiling_wujia,weibo,2025-01-15T23:20:18+08:00,2025-01-15T23:20:18+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条,春节",12,urban_governance,facility,期待,4,positive,0.84,low,0.79,True,宜昌,relevant,休闲娱乐,13,7,酒吧,,T1,山丘酒吧,ermalu,111.27929162780438,30.695472752243308,526757.98,3397245.64,山丘酒吧,休闲娱乐
e0062,xiling_wujia,dianping,2025-01-13T01:01:55+08:00,2025-01-13T01:01:55+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_governance,service,喜爱,5,positive,0.94,high,0.8,True,宜昌,relevant,体育休闲服务,11,1,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,111.28528052348562,30.69696424363314,527331.34,3397412.43,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0063,xiling_wujia,xiaohongshu,2025-01-18T07:10:03+08:00,2025-01-18T07:10:03+08:00,充电桩坏了好几个一直没人修,"没人修,充电,好几个,一直,春运",13,urban_renewal,facility,愤怒,4,negative,0.83,low,0.84,True,宜昌,relevant,金融保险服务,3,0,银行,,T1,湖北银行(南湖支行),ermalu,111.28684987223185,30.69254095092559,527482.94,3396922.43,湖北银行(南湖支行),金融保险服务
e0064,xiling_wujia,meituan,2025-01-13T21:35:48+08:00,2025-01-13T21:35:48+08:00,这家店服务态度差，不会再来了,"服务态度,再来,这家,不会",12,urban_renewal,service,失望,5,negative,0.79,high,0.96,True,宜昌,relevant,金融保险服务,2,2,中国农业银行,,T1,把把烧(恒大步行街店)@埋点,ermalu,111.27977041299326,30.69834716523535,526803.06,3397564.42,中国农业银行(三峡西陵支行营业部),金融保险服务
e0065,xiling_wujia,weibo,2025-01-15T20:48:15+08:00,2025-01-15T20:48:15+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_governance,culture,失望,5,negative,0.65,high,0.78,True,宜昌,relevant,科教文化服务,13,0,中学,,T1,宜昌市五中,ermalu,111.28428595228303,30.693927336268843,527236.9,3397075.51,宜昌市五中,科教文化服务
