id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0011,xiling_wujia,weibo,2025-09-26T16:33:07+08:00,2025-09-26T16:33:07+08:00,感觉一般,"感觉,一般",4,urban_renewal,service,中性,2,neutral,0.33,high,0.99,True,宜昌,relevant,体育休闲服务,15,1,整形美容,,T2,花果牛魔王高品质烤牛肉@埋点,ermalu,111.27972620612258,30.69652756377098,526799.32,3397362.68,亚太美容医院,体育休闲服务
e0012,xiling_wujia,meituan,2025-09-29T10:42:51+08:00,2025-09-29T10:42:51+08:00,普普通通,"普普通通,打卡",6,urban_governance,facility,中性,2,neutral,0.36,low,0.91,True,宜昌,relevant,购物服务,14,5,特色商业街,,T2,二马路历史文化街区@埋点,ermalu,111.28047719343809,30.69583685461476,526871.46,3397286.29,二马路历史文化街区,购物服务
e0013,xiling_wujia,xiaohongshu,2025-09-16T14:15:25+08:00,2025-09-16T14:15:25+08:00,夜间道路标识反光清晰，开车省心,"省心,反光,标识,开车,夜间",15,urban_operation,facility,喜爱,5,positive,0.95,low,0.91,True,宜昌,relevant,公司企业,0,5,公司,,T2,国家电网湖北省电力公司宜昌供电公司,ermalu,111.28367312258443,30.692838560324923,527178.49,3396954.65,国家电网湖北省电力公司宜昌供电公司,公司企业
e0014,xiling_wujia,xiaohongshu,2025-09-22T16:53:00+08:00,2025-09-22T16:53:00+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_operation,facility,期待,5,positive,0.82,high,0.97,True,宜昌,relevant,科教文化服务,5,3,小学,,T2,红星路小学,ermalu,111.28281114785658,30.693435972021398,527095.74,3397020.67,红星路小学,科教文化服务
e0015,xiling_wujia,meituan,2025-09-22T10:54:05+08:00,2025-09-22T10:54:05+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_operation,service,愤怒,4,negative,0.88,low,0.93,True,宜昌,relevant,餐饮服务,2,0,中餐厅,,T2,瑜儿腊货馆,ermalu,111.28320490202103,30.6954314025321,527132.91,3397241.99,瑜儿腊货馆,餐饮服务
e0016,xiling_wujia,dianping,2025-10-01T10:25:44+08:00,2025-10-01T10:25:44+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周,文创",12,urban_planning,service,愤怒,4,negative,0.7,low,0.79,True,宜昌,relevant,休闲娱乐,11,0,酒吧,,T2,神话酒吧(大南门店),ermalu,111.27520460224831,30.699988508927255,526365.19,3397745.31,神话酒吧(大南门店),休闲娱乐
e0017,xiling_wujia,meituan,2025-09-27T01:20:39+08:00,2025-09-27T01:20:39+08:00,夜市开市了，烟火气十足，热闹,"夜市,烟火,十足,开市,热闹",14,urban_operation,event,满足,4,positive,0.9,low,0.97,True,宜昌,relevant,科教文化服务,0,4,文化宫,,T2,宜昌市工人文化宫,ermalu,111.28698714635186,30.697132104710146,527494.79,3397431.46,宜昌市工人文化宫,科教文化服务
e0018,xiling_wujia,meituan,2025-09-16T21:19:18+08:00,2025-09-16T21:19:18+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_governance,service,满足,4,positive,0.93,high,0.83,True,宜昌,relevant,休闲娱乐,13,6,酒吧,,T2,神话酒吧(大南门店),ermalu,111.27601662055255,30.69848666631067,526443.39,3397579.0,神话酒吧(大南门店),休闲娱乐
e0019,xiling_wujia,weibo,2025-09-23T02:45:17+08:00,2025-09-23T02:45:17+08:00,价格普通,"普通,价格,国庆",11,urban_operation,event,中性,5,neutral,0.98,medium,0.84,True,宜昌,relevant,交通设施服务,1,5,公共停车场,,T2,宜昌解放路步行街@埋点,ermalu,111.27999461953108,30.698498466398462,526824.49,3397581.25,宜昌解放路步行街地下停车场,交通设施服务
e0020,xiling_wujia,dianping,2025-09-15T15:40:19+08:00,2025-09-15T15:40:19+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,满足,5,positive,0.68,medium,0.79,True,宜昌,relevant,交通设施服务,9,0,公共停车场,,T2,滨江公园地面停车场,ermalu,111.28225175911273,30.692010610403138,527042.55,3396862.52,滨江公园地面停车场,交通设施服务
e0021,xiling_wujia,12345,2025-09-17T22:36:12+08:00,2025-09-17T22:36:12+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,4,positive,0.64,high,0.93,True,宜昌,relevant,住宿服务,0,11,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.28157597274297,30.697816493209423,526976.18,3397506.02,宜昌丽锦快捷假日酒店,住宿服务
e0022,xiling_wujia,weibo,2025-09-30T05:06:31+08:00,2025-09-30T05:06:31+08:00,没什么亮点,"亮点,没什么,文创",5,urban_operation,culture,中性,1,neutral,0.24,low,0.87,True,宜昌,relevant,体育休闲服务,0,6,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,111.28746429047429,30.69394872338079,527541.41,3397078.65,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0023,xiling_wujia,xiaohongshu,2025-09-29T08:32:38+08:00,2025-09-29T08:32:38+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_operation,service,愤怒,5,negative,0.92,medium,0.98,True,宜昌,relevant,商务住宅,6,0,住宅小区,,T2,紫晶城天御,ermalu,111.27677332238245,30.697858677388844,526516.06,3397509.56,紫晶城天御,商务住宅
e0024,xiling_wujia,xiaohongshu,2025-09-24T20:30:17+08:00,2025-09-24T20:30:17+08:00,这家店服务态度差，不会再来了,"服务态度,再来,这家,不会",14,urban_renewal,service,失望,5,negative,0.87,high,0.91,True,宜昌,relevant,科教文化服务,13,0,文化宫,,T2,宜昌市工人文化宫,ermalu,111.28634141108687,30.696026207614395,527433.24,3397308.7,宜昌市工人文化宫,科教文化服务
e0025,xiling_wujia,12345,2025-10-02T05:54:18+08:00,2025-10-02T05:54:18+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_operation,culture,失望,4,negative,0.83,low,0.82,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T2,神话酒吧(大南门店),ermalu,111.27516415548806,30.6993473859021,526361.49,3397674.22,神话酒吧(大南门店),休闲娱乐
e0026,xiling_wujia,meituan,2025-09-21T14:03:23+08:00,2025-09-21T14:03:23+08:00,井盖松动没人处理，差点绊倒,"井盖,绊倒,松动,差点,处理,银杏",13,urban_governance,facility,失望,4,negative,0.85,medium,0.86,True,宜昌,relevant,体育休闲服务,5,2,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.28407708900832,30.697672702120727,527215.84,3397490.69,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0027,xiling_wujia,weibo,2025-09-28T02:20:43+08:00,2025-09-28T02:20:43+08:00,就这样吧,这样,13,urban_governance,facility,中性,5,neutral,0.62,high,0.88,True,宜昌,relevant,餐饮服务,5,3,特色/地方风味餐厅,,T2,二马路历史文化街区@埋点,ermalu,111.28079144571957,30.69622710907366,526901.46,3397329.63,花果牛魔王高品质烤牛肉,餐饮服务
e0028,xiling_wujia,weibo,2025-09-23T07:53:09+08:00,2025-09-23T07:53:09+08:00,公交等了四十分钟不来，太差了,"四十分钟,太差,公交,文创",14,urban_planning,facility,愤怒,5,negative,0.96,high,0.81,True,宜昌,relevant,住宿服务,27,0,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.2810521608375,30.698479787680004,526925.82,3397579.43,宜昌丽锦快捷假日酒店,住宿服务
e0029,xiling_wujia,dianping,2025-09-22T22:02:37+08:00,2025-09-22T22:02:37+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,喜爱,4,positive,0.66,high,0.9,True,宜昌,relevant,住宿服务,16,1,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.28170870790858,30.697620047628625,526988.95,3397484.28,宜昌丽锦快捷假日酒店,住宿服务
e0030,xiling_wujia,meituan,2025-09-17T22:05:40+08:00,2025-09-17T22:05:40+08:00,一般般,"一般般,国庆",3,urban_operation,event,中性,1,neutral,0.47,medium,0.93,True,宜昌,relevant,科教文化服务,9,0,中学,,T2,宜昌市五中,ermalu,111.28496150483411,30.69384569239957,527301.65,3397066.62,宜昌市五中,科教文化服务
e0031,xiling_wujia,meituan,2025-10-02T16:36:32+08:00,2025-10-02T16:36:32+08:00,没什么特别,"没什么,特别,文创",4,urban_operation,service,中性,2,neutral,0.46,low,0.9,True,宜昌,relevant,购物服务,7,0,步行街,,T2,宜昌解放路步行街@埋点,ermalu,111.27908295384931,30.699458188964712,526736.89,3397687.43,宜昌解放路步行街,购物服务
e0032,xiling_wujia,xiaohongshu,2025-09-20T15:49:08+08:00,2025-09-20T15:49:08+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验,文创",12,urban_renewal,service,期待,4,positive,0.73,medium,0.81,True,宜昌,relevant,交通设施服务,6,5,停车场相关,,T2,陶珠路停车场,ermalu,111.27663204512146,30.69641658710964,526502.91,3397349.64,陶珠路停车场,交通设施服务
e0033,xiling_wujia,meituan,2025-09-19T19:40:39+08:00,2025-09-19T19:40:39+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_operation,facility,喜爱,5,positive,0.84,high,0.93,True,宜昌,relevant,休闲娱乐,7,0,迪厅,,T2,夜上海舞厅,ermalu,111.28003405908987,30.697299912527072,526828.6,3397448.38,夜上海舞厅,休闲娱乐
e0034,xiling_wujia,dianping,2025-09-19T03:05:56+08:00,2025-09-19T03:05:56+08:00,普通水平,"普通,水平,银杏",4,urban_operation,service,中性,1,neutral,0.47,high,0.89,True,宜昌,relevant,金融保险服务,0,2,中国农业银行,,T2,宜昌解放路步行街@埋点,ermalu,111.27941820648404,30.698513789685926,526769.27,3397582.81,中国农业银行(三峡西陵支行营业部),金融保险服务
e0035,xiling_wujia,dianping,2025-10-01T18:27:46+08:00,2025-10-01T18:27:46+08:00,路边的树被乱砍，心疼,"乱砍,心疼,路边",10,urban_operation,environment,失望,4,negative,0.84,high,0.9,True,宜昌,relevant,休闲娱乐,13,8,酒吧,,T2,神话酒吧(大南门店),ermalu,111.27470068667697,30.698211123764853,526317.39,3397548.14,神话酒吧(大南门店),休闲娱乐
e0036,xiling_wujia,meituan,2025-09-28T01:13:17+08:00,2025-09-28T01:13:17+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,期待,5,positive,0.78,high,0.85,True,宜昌,relevant,休闲娱乐,0,4,酒吧,,T2,神话酒吧(大南门店),ermalu,111.27559125809918,30.701096901969137,526401.93,3397868.28,神话酒吧(大南门店),休闲娱乐
e0037,xiling_wujia,meituan,2025-09-21T13:07:05+08:00,2025-09-21T13:07:05+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_governance,facility,期待,5,positive,0.69,high,0.97,True,宜昌,relevant,风景名胜,1,4,公园,,T2,滨江公园,ermalu,111.28041227329007,30.693124127015817,526866.0,3396985.53,滨江公园,风景名胜
e0038,xiling_wujia,12345,2025-09-19T16:22:54+08:00,2025-09-19T16:22:54+08:00,一般般,一般般,5,urban_operation,environment,中性,3,neutral,0.47,high,0.81,True,宜昌,relevant,交通设施服务,1,17,公共停车场,,T2,宜昌解放路步行街@埋点,ermalu,111.27958934034055,30.69902017858526,526785.52,3397638.99,宜昌解放路步行街地下停车场,交通设施服务
e0039,xiling_wujia,weibo,2025-09-15T17:28:33+08:00,2025-09-15T17:28:33+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,期待,5,positive,0.98,low,0.87,True,宜昌,relevant,体育休闲服务,12,5,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,111.28780603991109,30.693631163145966,527574.24,3397043.53,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0040,xiling_wujia,dianping,2025-09-18T13:34:50+08:00,2025-09-18T13:34:50+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_renewal,facility,满足,4,positive,0.65,high,0.85,True,宜昌,relevant,住宿服务,1,1,宾馆酒店,,T2,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.27694531289406,30.69842620666841,526532.38,3397572.52,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0041,xiling_wujia,meituan,2025-09-19T04:28:17+08:00,2025-09-19T04:28:17+08:00,一般水平,"水平,一般",4,urban_operation,service,中性,1,neutral,0.29,medium,0.85,True,宜昌,relevant,餐饮服务,5,0,特色/地方风味餐厅,,T2,二马路历史文化街区@埋点,ermalu,111.27992125113092,30.696340819686426,526818.06,3397342.03,花果牛魔王高品质烤牛肉,餐饮服务
e0042,xiling_wujia,meituan,2025-09-30T13:11:56+08:00,2025-09-30T13:11:56+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子,文创",14,urban_renewal,service,喜爱,4,positive,0.68,high,0.98,True,宜昌,relevant,休闲娱乐,4,2,酒吧,,T2,Sober.醒Club酒吧,ermalu,111.28389664203435,30.6943207754443,527199.49,3397119.03,Sober.醒Club酒吧,休闲娱乐
e0043,xiling_wujia,xiaohongshu,2025-09-22T09:27:17+08:00,2025-09-22T09:27:17+08:00,普普通通,普普通通,4,urban_operation,facility,中性,2,neutral,0.37,medium,0.93,True,宜昌,relevant,住宿服务,6,2,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.28157981097836,30.697735199591467,526976.57,3397497.01,宜昌丽锦快捷假日酒店,住宿服务
e0044,xiling_wujia,weibo,2025-09-15T01:04:25+08:00,2025-09-15T01:04:25+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品,银杏",13,urban_renewal,culture,失望,5,negative,0.84,high,0.93,True,宜昌,relevant,住宿服务,4,3,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.2818580009825,30.69884059501222,527002.92,3397619.63,宜昌丽锦快捷假日酒店,住宿服务
e0045,xiling_wujia,meituan,2025-09-30T15:05:33+08:00,2025-09-30T15:05:33+08:00,街区夜景漂亮，适合打卡,"打卡,夜景,街区,漂亮,适合",11,urban_governance,culture,满足,5,positive,0.64,low,0.8,True,宜昌,relevant,交通设施服务,7,1,公交车站相关,,T2,解放路(公交站),ermalu,111.28009784913259,30.698006557133695,526834.52,3397526.74,解放路(公交站),交通设施服务
e0046,xiling_wujia,dianping,2025-10-03T20:00:52+08:00,2025-10-03T20:00:52+08:00,感觉一般,"感觉,一般,国庆",4,urban_renewal,service,中性,2,neutral,0.37,high,0.94,True,宜昌,relevant,金融保险服务,4,1,中国农业银行,,T2,宜昌解放路步行街@埋点,ermalu,111.27982941939997,30.698487045576993,526808.67,3397579.95,中国农业银行(三峡西陵支行营业部),金融保险服务
e0047,xiling_wujia,meituan,2025-09-17T03:39:52+08:00,2025-09-17T03:39:52+08:00,没什么特别,"没什么,特别",5,urban_planning,event,中性,3,neutral,0.39,high,0.91,True,宜昌,relevant,生活服务,10,6,电力营业厅,,T2,宜昌市国家电网供电局,ermalu,111.28425488598413,30.693468991020012,527234.06,3397024.68,宜昌市国家电网供电局,生活服务
e0048,xiling_wujia,dianping,2025-10-01T14:27:41+08:00,2025-10-01T14:27:41+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_operation,service,愤怒,4,negative,0.96,low,0.83,True,宜昌,relevant,交通设施服务,1,1,公交车站相关,,T2,解放路(公交站),ermalu,111.28054178164405,30.697245246749496,526877.26,3397442.44,解放路(公交站),交通设施服务
e0049,xiling_wujia,12345,2025-10-04T04:58:46+08:00,2025-10-04T04:58:46+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_governance,facility,喜爱,5,positive,0.92,high,0.96,True,宜昌,relevant,交通设施服务,18,0,公交车站相关,,T2,一马路(公交站),ermalu,111.28493757485013,30.691809360537146,527299.93,3396840.86,一马路(公交站),交通设施服务
e0050,xiling_wujia,xiaohongshu,2025-09-15T04:09:45+08:00,2025-09-15T04:09:45+08:00,博物馆展览内容丰富，值得一看,"值得一看,展览,博物馆,丰富,内容,国庆",14,urban_governance,culture,满足,4,positive,0.96,low,0.88,True,宜昌,relevant,休闲娱乐,13,3,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,111.28225354983313,30.69359222321392,527042.28,3397037.86,Nine.籁Whisky&cocktail bar,休闲娱乐
e0051,xiling_wujia,dianping,2025-09-23T04:53:34+08:00,2025-09-23T04:53:34+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_governance,facility,期待,4,positive,1.0,high,0.89,True,宜昌,relevant,科教文化服务,4,0,文化宫,,T2,宜昌市工人文化宫,ermalu,111.28663992314564,30.695855059220836,527461.89,3397289.8,宜昌市工人文化宫,科教文化服务
e0052,xiling_wujia,dianping,2025-09-18T20:54:07+08:00,2025-09-18T20:54:07+08:00,营业十二小时,"十二,营业,小时",13,urban_operation,facility,好奇,5,neutral,0.95,medium,0.79,True,宜昌,relevant,休闲娱乐,14,2,酒吧,,T2,二马路历史文化街区@埋点,ermalu,111.28021968115092,30.695448092456534,526846.9,3397243.13,山丘酒吧,休闲娱乐
e0053,xiling_wujia,dianping,2025-09-26T00:55:10+08:00,2025-09-26T00:55:10+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_renewal,facility,喜爱,4,positive,0.77,low,0.86,True,宜昌,relevant,住宿服务,7,6,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.281532726197,30.699699778983348,526971.52,3397714.8,宜昌丽锦快捷假日酒店,住宿服务
e0054,xiling_wujia,meituan,2025-10-03T14:37:01+08:00,2025-10-03T14:37:01+08:00,施工噪音半夜还在响，扰民,"扰民,噪音,半夜,施工,文创",12,urban_operation,facility,愤怒,5,negative,0.67,high,0.9,True,宜昌,relevant,休闲娱乐,4,2,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,111.28159598806141,30.693565889103393,526979.28,3397034.79,Nine.籁Whisky&cocktail bar,休闲娱乐
e0055,xiling_wujia,weibo,2025-09-17T12:32:48+08:00,2025-09-17T12:32:48+08:00,剧院演出水准很高，推荐,"水准,剧院,演出,推荐",11,urban_governance,culture,期待,4,positive,0.87,medium,0.82,True,宜昌,relevant,政府机构及社会团体,10,8,地市级政府及事业单位,,T2,宜昌市人民政府,ermalu,111.28235959218517,30.69482520632995,527052.09,3397174.58,宜昌市人民政府,政府机构及社会团体
e0056,xiling_wujia,dianping,2025-09-18T23:22:24+08:00,2025-09-18T23:22:24+08:00,普普通通,普普通通,4,urban_operation,event,中性,3,neutral,0.44,medium,0.82,True,宜昌,relevant,科教文化服务,0,0,中学,,T2,宜昌市五中,ermalu,111.28417298142416,30.69405844097122,527226.04,3397090.01,宜昌市五中,科教文化服务
e0057,xiling_wujia,dianping,2025-10-04T15:07:14+08:00,2025-10-04T15:07:14+08:00,营业十二小时,"十二,营业,小时,打卡",6,urban_operation,service,中性,3,neutral,0.35,low,0.96,True,宜昌,relevant,体育休闲服务,15,0,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.28460227368682,30.69724989482827,527266.28,3397443.94,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0058,xiling_wujia,xiaohongshu,2025-09-18T10:41:57+08:00,2025-09-18T10:41:57+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_operation,service,失望,4,negative,0.66,low,0.93,True,宜昌,relevant,休闲娱乐,10,9,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,111.28170675793389,30.693493888005094,526989.92,3397026.83,Nine.籁Whisky&cocktail bar,休闲娱乐
e0059,xiling_wujia,meituan,2025-09-25T21:13:11+08:00,2025-09-25T21:13:11+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_operation,service,愤怒,5,negative,0.67,low,0.82,True,宜昌,relevant,住宿服务,7,3,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.28121720890876,30.6989802838239,526941.49,3397634.96,宜昌丽锦快捷假日酒店,住宿服务
e0060,xiling_wujia,xiaohongshu,2025-10-01T11:45:45+08:00,2025-10-01T11:45:45+08:00,一般水平,"水平,一般",4,urban_operation,environment,中性,1,neutral,0.29,medium,0.82,True,宜昌,relevant,购物服务,33,2,步行街,,T2,恒大步行街,ermalu,111.2780895113394,30.699550884213163,526641.69,3397697.47,恒大步行街,购物服务
e0061,xiling_wujia,xiaohongshu,2025-10-04T19:12:55+08:00,2025-10-04T19:12:55+08:00,也就那样吧,那样,16,urban_operation,facility,好奇,4,neutral,0.81,low,0.78,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T2,二马路历史文化街区@埋点,ermalu,111.2798641569316,30.695540619794063,526812.81,3397253.3,山丘酒吧,休闲娱乐
e0062,xiling_wujia,meituan,2025-09-21T16:33:22+08:00,2025-09-21T16:33:22+08:00,普通水平,"普通,水平",4,urban_governance,facility,好奇,1,neutral,0.2,low,0.89,True,宜昌,relevant,交通设施服务,10,0,公交车站相关,,T2,解放路(公交站),ermalu,111.2806338124399,30.697367209209578,526886.04,3397455.99,解放路(公交站),交通设施服务
e0063,xiling_wujia,dianping,2025-09-18T23:22:13+08:00,2025-09-18T23:22:13+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,期待,5,positive,0.87,medium,0.82,True,宜昌,relevant,金融保险服务,5,4,中国工商银行,,T2,中国工商银行(三峡云集支行),ermalu,111.28147668196041,30.69657775669941,526967.02,3397368.67,中国工商银行(三峡云集支行),金融保险服务
e0064,xiling_wujia,12345,2025-09-30T09:51:31+08:00,2025-09-30T09:51:31+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_operation,service,失望,5,negative,0.72,low,0.95,True,宜昌,relevant,住宿服务,6,5,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.28139617807837,30.698251797420024,526958.84,3397554.24,宜昌丽锦快捷假日酒店,住宿服务
e0065,xiling_wujia,weibo,2025-09-28T02:57:05+08:00,2025-09-28T02:57:05+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_planning,culture,愤怒,4,negative,0.89,high,0.98,True,宜昌,relevant,交通设施服务,5,2,公共停车场,,T2,宜昌解放路步行街地下停车场,ermalu,111.28056836081464,30.69897374983374,526879.33,3397634.08,宜昌解放路步行街地下停车场,交通设施服务
e0066,xiling_wujia,meituan,2025-09-16T19:19:19+08:00,2025-09-16T19:19:19+08:00,公交等了四十分钟不来，太差了,"四十分钟,太差,公交",14,urban_governance,facility,失望,5,negative,0.98,high,0.92,True,宜昌,relevant,科教文化服务,7,6,小学,,T2,红星路小学,ermalu,111.28354774389183,30.69367192047173,527166.25,3397047.01,红星路小学,科教文化服务
