id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0011,xiling_wujia,meituan,2026-04-23T11:19:09+08:00,2026-04-23T11:19:09+08:00,就这样吧,这样,4,urban_operation,environment,中性,1,neutral,0.24,high,0.8,True,宜昌,relevant,交通设施服务,6,0,公交车站相关,,T3,市政府(公交站),ermalu,111.28032591978504,30.69367046128906,526857.57,3397046.07,市政府(公交站),交通设施服务
e0012,xiling_wujia,meituan,2026-04-11T15:23:16+08:00,2026-04-11T15:23:16+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子,夜经济",14,urban_operation,service,满足,4,positive,0.88,medium,0.85,True,宜昌,relevant,住宿服务,11,1,宾馆酒店,,T3,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.27751952105561,30.69955748143036,526587.08,3397698.07,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0013,xiling_wujia,xiaohongshu,2026-04-23T01:12:22+08:00,2026-04-23T01:12:22+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,期待,5,positive,0.93,high,0.8,True,宜昌,relevant,体育休闲服务,5,1,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,111.28555428961474,30.697258067350838,527357.48,3397445.08,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0014,xiling_wujia,xiaohongshu,2026-04-29T23:57:42+08:00,2026-04-29T23:57:42+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",12,urban_operation,service,满足,4,positive,0.96,medium,0.82,True,宜昌,relevant,购物服务,14,5,特色商业街,,T3,二马路历史文化街区@埋点,ermalu,111.28021916071441,30.695779539363127,526846.76,3397279.87,二马路历史文化街区,购物服务
e0015,xiling_wujia,xiaohongshu,2026-04-20T00:15:17+08:00,2026-04-20T00:15:17+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院,文旅复苏",13,urban_operation,service,满足,5,positive,0.62,high,0.86,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T3,Sober.醒Club酒吧,ermalu,111.28365628976746,30.694164041814812,527176.51,3397101.6,Sober.醒Club酒吧,休闲娱乐
e0016,xiling_wujia,dianping,2026-04-21T05:55:10+08:00,2026-04-21T05:55:10+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",18,urban_governance,facility,期待,5,positive,0.7,medium,0.83,True,宜昌,relevant,交通设施服务,1,3,公交车站相关,,T3,一马路(公交站),ermalu,111.28339152699404,30.692116351912958,527151.72,3396874.52,一马路(公交站),交通设施服务
e0017,xiling_wujia,xiaohongshu,2026-04-25T00:16:19+08:00,2026-04-25T00:16:19+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_governance,service,期待,4,positive,0.74,high,0.84,True,宜昌,relevant,餐饮服务,17,0,特色/地方风味餐厅,,T3,二马路历史文化街区@埋点,ermalu,111.27997036145972,30.696410964317288,526822.75,3397349.81,花果牛魔王高品质烤牛肉,餐饮服务
e0018,xiling_wujia,weibo,2026-04-14T03:42:54+08:00,2026-04-14T03:42:54+08:00,街道两旁的银杏秋天特别美,"银杏,秋天,两旁,街道,特别,夜经济",12,urban_renewal,environment,满足,4,positive,0.68,medium,0.94,True,宜昌,relevant,商务住宅,8,1,住宅小区,,T3,紫晶城天御,ermalu,111.27774487924977,30.697734461557726,526609.17,3397496.01,紫晶城天御,商务住宅
e0019,xiling_wujia,meituan,2026-04-18T00:20:07+08:00,2026-04-18T00:20:07+08:00,磨基山公园绿化做得漂亮,"磨基山,绿化,公园,漂亮,踏青",11,urban_operation,environment,喜爱,5,positive,0.8,medium,0.86,True,宜昌,relevant,金融保险服务,10,1,银行,,T3,湖北银行(南湖支行),ermalu,111.2872872223288,30.692689545813778,527524.8,3396939.01,湖北银行(南湖支行),金融保险服务
e0020,xiling_wujia,meituan,2026-04-13T22:18:28+08:00,2026-04-13T22:18:28+08:00,路边的树被乱砍，心疼,"乱砍,心疼,路边",10,urban_operation,environment,失望,4,negative,0.93,low,0.9,True,宜昌,relevant,生活服务,2,1,美容美发店,,T3,季域足道·采耳·SPA(陶珠路店),ermalu,111.27874623890337,30.697754074371804,526705.1,3397498.43,季域足道·采耳·SPA(陶珠路店),生活服务
e0021,xiling_wujia,12345,2026-04-11T06:50:03+08:00,2026-04-11T06:50:03+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹,踏青",13,urban_operation,culture,期待,5,positive,0.98,low,0.84,True,宜昌,relevant,科教文化服务,8,3,培训机构,,T3,宜昌市青少年宫,ermalu,111.28528251461587,30.694242920571927,527332.29,3397110.74,宜昌市青少年宫,科教文化服务
e0022,xiling_wujia,dianping,2026-04-21T16:04:05+08:00,2026-04-21T16:04:05+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家,防汛",14,urban_operation,service,喜爱,5,positive,0.67,high,0.91,True,宜昌,relevant,休闲娱乐,15,1,酒吧,,T3,神话酒吧(大南门店),ermalu,111.27561860668332,30.699299849562376,526405.04,3397669.06,神话酒吧(大南门店),休闲娱乐
e0023,xiling_wujia,weibo,2026-04-25T01:59:24+08:00,2026-04-25T01:59:24+08:00,文创市集周末很火，氛围好,"文创,很火,市集,氛围,周末,防汛",12,urban_operation,event,期待,4,positive,0.84,high,0.97,True,宜昌,relevant,金融保险服务,4,3,中国农业银行,,T3,中国农业银行(三峡西陵支行营业部),ermalu,111.27960251047318,30.697750629621243,526787.13,3397498.25,中国农业银行(三峡西陵支行营业部),金融保险服务
e0024,xiling_wujia,12345,2026-04-17T13:45:58+08:00,2026-04-17T13:45:58+08:00,街区活动吸引很多人，有活力,"街区,活力,吸引,很多,活动",4,urban_operation,event,喜爱,3,positive,0.48,low,0.83,True,宜昌,relevant,餐饮服务,12,0,中餐厅,,T3,阿杜菜馆@埋点,ermalu,111.28200345870897,30.696251391760832,527017.57,3397332.61,阿杜菜馆,餐饮服务
e0025,xiling_wujia,meituan,2026-04-20T03:34:41+08:00,2026-04-20T03:34:41+08:00,国庆活动办得热闹喜庆,"办得,喜庆,热闹,国庆,活动",13,urban_operation,event,满足,4,positive,0.68,medium,0.95,True,宜昌,relevant,生活服务,0,0,美容美发店,,T3,把把烧(恒大步行街店)@埋点,ermalu,111.27900507260156,30.698280253984084,526729.75,3397556.82,季域足道·采耳·SPA(陶珠路店),生活服务
e0026,xiling_wujia,dianping,2026-04-13T00:24:30+08:00,2026-04-13T00:24:30+08:00,路边的树被乱砍，心疼,"乱砍,心疼,路边,踏青",10,urban_renewal,environment,失望,5,negative,0.64,low,0.86,True,宜昌,relevant,交通设施服务,0,0,公交车站相关,,T3,市政府(公交站),ermalu,111.27878149400064,30.69523157024695,526709.17,3397218.78,市政府(公交站),交通设施服务
e0027,xiling_wujia,dianping,2026-04-12T19:49:48+08:00,2026-04-12T19:49:48+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,喜爱,4,positive,0.76,high,0.98,True,宜昌,relevant,休闲娱乐,2,2,酒吧,,T3,神话酒吧(大南门店),ermalu,111.27607618970428,30.699604100783514,526448.79,3397702.9,神话酒吧(大南门店),休闲娱乐
e0028,xiling_wujia,xiaohongshu,2026-04-12T20:24:11+08:00,2026-04-12T20:24:11+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,失望,5,negative,0.91,medium,0.89,True,宜昌,relevant,金融保险服务,5,2,银行,,T3,湖北银行(南湖支行),ermalu,111.28758327966918,30.693486250290555,527552.94,3397027.41,湖北银行(南湖支行),金融保险服务
e0029,xiling_wujia,weibo,2026-04-26T20:46:15+08:00,2026-04-26T20:46:15+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,满足,4,positive,0.71,medium,0.87,True,宜昌,relevant,住宿服务,5,0,宾馆酒店,,T3,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.27706251363591,30.7008183212589,526542.95,3397837.74,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0030,xiling_wujia,weibo,2026-04-26T07:05:36+08:00,2026-04-26T07:05:36+08:00,施工噪音半夜还在响，扰民,"扰民,噪音,半夜,施工",12,urban_governance,facility,愤怒,5,negative,0.83,medium,0.99,True,宜昌,relevant,休闲娱乐,2,4,网吧,,T3,奥汀电竞,ermalu,111.28139976516273,30.695489752328797,526959.95,3397248.03,奥汀电竞,休闲娱乐
e0031,xiling_wujia,weibo,2026-04-24T03:19:21+08:00,2026-04-24T03:19:21+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_renewal,culture,愤怒,4,negative,0.91,medium,0.86,True,宜昌,relevant,交通设施服务,1,8,停车场相关,,T3,陶珠路停车场,ermalu,111.27706870816503,30.695939997104734,526544.88,3397296.91,陶珠路停车场,交通设施服务
e0032,xiling_wujia,xiaohongshu,2026-04-17T18:45:41+08:00,2026-04-17T18:45:41+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_operation,culture,期待,5,positive,0.91,low,0.92,True,宜昌,relevant,购物服务,2,4,特色商业街,,T3,二马路历史文化街区@埋点,ermalu,111.28065903604102,30.69582016908595,526888.89,3397284.48,二马路历史文化街区,购物服务
e0033,xiling_wujia,weibo,2026-04-29T00:33:23+08:00,2026-04-29T00:33:23+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,期待,5,positive,0.76,low,0.81,True,宜昌,relevant,休闲娱乐,13,0,网吧,,T3,奥汀电竞,ermalu,111.28139572231981,30.695272428345362,526959.62,3397223.93,奥汀电竞,休闲娱乐
e0034,xiling_wujia,meituan,2026-04-11T14:45:51+08:00,2026-04-11T14:45:51+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_operation,service,期待,4,positive,0.83,high,0.88,True,宜昌,relevant,交通设施服务,9,0,公共停车场,,T3,宜昌解放路步行街地下停车场,ermalu,111.28107112669929,30.699330570424546,526927.4,3397673.76,宜昌解放路步行街地下停车场,交通设施服务
e0035,xiling_wujia,dianping,2026-04-14T19:48:29+08:00,2026-04-14T19:48:29+08:00,设双向四车道,"车道,双向",6,urban_operation,event,好奇,2,neutral,0.28,low,0.98,True,宜昌,relevant,科教文化服务,0,4,文化宫,,T3,宜昌市工人文化宫,ermalu,111.2863417702446,30.69733552091341,527432.9,3397453.86,宜昌市工人文化宫,科教文化服务
e0036,xiling_wujia,dianping,2026-04-22T12:59:51+08:00,2026-04-22T12:59:51+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_governance,culture,愤怒,5,negative,0.9,high,0.84,True,宜昌,relevant,体育休闲服务,2,2,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,111.28622160191712,30.69775173386512,527421.27,3397499.97,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0037,xiling_wujia,meituan,2026-04-14T09:39:42+08:00,2026-04-14T09:39:42+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,满足,4,positive,0.84,high,0.8,True,宜昌,relevant,金融保险服务,3,1,中国农业银行,,T3,中国农业银行(三峡西陵支行营业部),ermalu,111.27993618662113,30.698332459871388,526818.94,3397562.83,中国农业银行(三峡西陵支行营业部),金融保险服务
e0038,xiling_wujia,dianping,2026-04-12T22:01:20+08:00,2026-04-12T22:01:20+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",18,urban_renewal,facility,满足,4,positive,0.93,medium,0.92,True,宜昌,relevant,购物服务,1,1,特色商业街,,T3,二马路历史文化街区@埋点,ermalu,111.28046800109841,30.695586754146003,526870.65,3397258.56,二马路历史文化街区,购物服务
e0039,xiling_wujia,weibo,2026-04-22T08:34:09+08:00,2026-04-22T08:34:09+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌,夜经济",12,urban_renewal,service,期待,5,positive,0.84,high,0.85,True,宜昌,relevant,体育休闲服务,0,5,口腔医院,,T3,宜昌牙管家口腔(隆康路总院),ermalu,111.28803661344557,30.695937489885516,527595.68,3397299.28,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0040,xiling_wujia,weibo,2026-04-11T17:40:32+08:00,2026-04-11T17:40:32+08:00,营业十二小时,"十二,营业,小时",6,urban_governance,service,好奇,3,neutral,0.43,low,0.98,True,宜昌,relevant,住宿服务,0,1,宾馆酒店,,T3,宜昌丽锦快捷假日酒店,ermalu,111.28138569591685,30.697472217979456,526958.05,3397467.81,宜昌丽锦快捷假日酒店,住宿服务
e0041,xiling_wujia,weibo,2026-04-10T18:24:34+08:00,2026-04-10T18:24:34+08:00,博物馆展览内容丰富，值得一看,"值得一看,展览,博物馆,丰富,内容,夜经济",14,urban_operation,culture,喜爱,4,positive,0.76,high,0.9,True,宜昌,relevant,生活服务,18,2,电力营业厅,,T3,宜昌市国家电网供电局,ermalu,111.28439688057465,30.693506472675704,527247.65,3397028.87,宜昌市国家电网供电局,生活服务
e0042,xiling_wujia,12345,2026-04-22T18:58:55+08:00,2026-04-22T18:58:55+08:00,普通水平,"普通,水平,踏青",4,urban_operation,service,好奇,1,neutral,0.31,high,0.9,True,宜昌,relevant,政府机构及社会团体,0,1,地市级政府及事业单位,,T3,宜昌市人民政府,ermalu,111.28057160691144,30.694137883076163,526880.98,3397097.95,宜昌市人民政府,政府机构及社会团体
e0043,xiling_wujia,weibo,2026-04-11T22:34:25+08:00,2026-04-11T22:34:25+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,喜爱,4,positive,0.9,low,0.83,True,宜昌,relevant,交通设施服务,18,3,公交车站相关,,T3,一马路(公交站),ermalu,111.28342040316862,30.691543193278275,527154.64,3396810.98,一马路(公交站),交通设施服务
e0044,xiling_wujia,weibo,2026-04-11T05:51:58+08:00,2026-04-11T05:51:58+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_operation,culture,喜爱,4,positive,0.72,low,0.97,True,宜昌,relevant,餐饮服务,22,2,中餐厅,,T3,宜昌解放路步行街@埋点,ermalu,111.27948600008814,30.698680841308565,526775.72,3397601.35,把把烧(恒大步行街店),餐饮服务
e0045,xiling_wujia,weibo,2026-04-20T18:25:26+08:00,2026-04-20T18:25:26+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",14,urban_operation,facility,满足,4,positive,0.69,high,0.93,True,宜昌,relevant,餐饮服务,7,2,中餐厅,,T3,瑜儿腊货馆@埋点,ermalu,111.28431296062779,30.69580848088432,527238.96,3397284.07,瑜儿腊货馆,餐饮服务
e0046,xiling_wujia,xiaohongshu,2026-04-18T19:59:13+08:00,2026-04-18T19:59:13+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_operation,service,喜爱,4,positive,0.9,medium,0.83,True,宜昌,relevant,交通设施服务,15,5,公交车站相关,,T3,解放路(公交站),ermalu,111.27988473605392,30.697720434102806,526814.18,3397494.97,解放路(公交站),交通设施服务
e0047,xiling_wujia,weibo,2026-04-16T18:46:58+08:00,2026-04-16T18:46:58+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,期待,5,positive,0.92,low,0.97,True,宜昌,relevant,科教文化服务,5,1,文化宫,,T3,宜昌市工人文化宫,ermalu,111.28649078698105,30.69639261973613,527447.45,3397349.36,宜昌市工人文化宫,科教文化服务
e0048,xiling_wujia,weibo,2026-04-14T10:37:26+08:00,2026-04-14T10:37:26+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_operation,facility,满足,5,positive,0.61,high,0.95,True,宜昌,relevant,交通设施服务,8,3,公交车站相关,,T3,解放路(公交站),ermalu,111.28039849477038,30.69769082812305,526863.41,3397491.81,解放路(公交站),交通设施服务
e0049,xiling_wujia,meituan,2026-04-23T14:39:41+08:00,2026-04-23T14:39:41+08:00,老字号保护得好，有传承,"老字号,传承,保护,防汛",11,urban_governance,culture,喜爱,4,positive,0.66,high,0.99,True,宜昌,relevant,公司企业,2,1,公司,,T3,国家电网湖北省电力公司宜昌供电公司,ermalu,111.28388223012031,30.69283333124176,527198.53,3396954.12,国家电网湖北省电力公司宜昌供电公司,公司企业
e0050,xiling_wujia,dianping,2026-04-16T08:30:04+08:00,2026-04-16T08:30:04+08:00,夜经济让城市更有活力了,"活力,城市,经济",11,urban_operation,event,喜爱,4,positive,0.83,low,0.95,True,宜昌,relevant,交通设施服务,44,0,公共停车场,,T3,宜昌城市地面停车场,ermalu,111.2786551461041,30.696676734101718,526696.67,3397378.97,宜昌城市地面停车场,交通设施服务
e0051,xiling_wujia,xiaohongshu,2026-04-28T18:54:48+08:00,2026-04-28T18:54:48+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,5,positive,0.76,medium,0.93,True,宜昌,relevant,公司企业,8,5,公司,,T3,国家电网湖北省电力公司宜昌供电公司,ermalu,111.28401111731962,30.69303237844895,527210.82,3396976.22,国家电网湖北省电力公司宜昌供电公司,公司企业
e0052,xiling_wujia,weibo,2026-04-28T18:02:53+08:00,2026-04-28T18:02:53+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_governance,service,喜爱,5,positive,0.81,medium,0.84,True,宜昌,relevant,体育休闲服务,3,1,诊所,,T3,刘勇中医诊所,ermalu,111.2780329031796,30.695275887729935,526637.44,3397223.51,刘勇中医诊所,体育休闲服务
e0053,xiling_wujia,weibo,2026-04-26T14:26:16+08:00,2026-04-26T14:26:16+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜",15,urban_operation,culture,失望,4,negative,0.83,medium,0.88,True,宜昌,relevant,金融保险服务,6,1,中国工商银行,,T3,中国工商银行(三峡云集支行),ermalu,111.28279266303646,30.69741613629508,527092.86,3397461.93,中国工商银行(三峡云集支行),金融保险服务
e0054,xiling_wujia,xiaohongshu,2026-04-23T18:10:01+08:00,2026-04-23T18:10:01+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,愤怒,5,negative,0.7,high,0.86,True,宜昌,relevant,交通设施服务,12,6,公交车站相关,,T3,市政府(公交站),ermalu,111.28034475217804,30.693979955658996,526859.29,3397080.39,市政府(公交站),交通设施服务
e0055,xiling_wujia,dianping,2026-04-17T00:22:19+08:00,2026-04-17T00:22:19+08:00,长江沿线景观带做得漂亮，喜欢,"景观带,沿线,漂亮,长江,喜欢",14,urban_governance,environment,满足,4,positive,1.0,high,0.98,True,宜昌,relevant,住宿服务,3,2,宾馆酒店,,T3,宜昌丽锦快捷假日酒店,ermalu,111.28268346213885,30.698125717345008,527082.2,3397540.57,宜昌丽锦快捷假日酒店,住宿服务
e0056,xiling_wujia,meituan,2026-04-22T22:45:15+08:00,2026-04-22T22:45:15+08:00,空气清新，适合晨练,"晨练,空气清新,适合,踏青",13,urban_operation,environment,喜爱,4,positive,0.64,low,0.78,True,宜昌,relevant,金融保险服务,5,2,中国建设银行,,T3,阿杜菜馆@埋点,ermalu,111.2829747830848,30.696744392904257,527110.5,3397387.5,中国建设银行(西陵支行),金融保险服务
e0057,xiling_wujia,weibo,2026-04-18T01:17:50+08:00,2026-04-18T01:17:50+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",2,urban_operation,service,期待,3,positive,0.34,medium,0.9,True,宜昌,relevant,金融保险服务,5,1,中国建设银行,,T3,阿杜菜馆@埋点,ermalu,111.28308166253841,30.69689478847024,527120.69,3397404.2,中国建设银行(西陵支行),金融保险服务
e0058,xiling_wujia,dianping,2026-04-25T01:51:07+08:00,2026-04-25T01:51:07+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",19,urban_governance,facility,期待,4,positive,0.86,high,0.8,True,宜昌,relevant,体育休闲服务,1,1,三级甲等医院,,T3,阿杜菜馆@埋点,ermalu,111.28283772898601,30.69597973970016,527097.58,3397302.7,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
e0059,xiling_wujia,weibo,2026-04-22T02:28:08+08:00,2026-04-22T02:28:08+08:00,夜经济让城市更有活力了,"活力,城市,经济",11,urban_operation,event,期待,5,positive,0.91,low,0.89,True,宜昌,relevant,交通设施服务,16,0,公交车站相关,,T3,一马路(公交站),ermalu,111.28390756966118,30.6917689136368,527201.26,3396836.12,一马路(公交站),交通设施服务
e0060,xiling_wujia,meituan,2026-04-17T12:03:33+08:00,2026-04-17T12:03:33+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,期待,5,positive,0.73,medium,0.93,True,宜昌,relevant,交通设施服务,19,1,公共停车场,,T3,滨江公园地面停车场,ermalu,111.2821509587959,30.692266228356825,527032.82,3396890.83,滨江公园地面停车场,交通设施服务
e0061,xiling_wujia,xiaohongshu,2026-04-19T12:49:52+08:00,2026-04-19T12:49:52+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_operation,facility,满足,5,positive,0.95,low,0.78,True,宜昌,relevant,休闲娱乐,7,5,酒吧,,T3,Sober.醒Club酒吧,ermalu,111.28306645891784,30.694937527312575,527119.78,3397187.21,Sober.醒Club酒吧,休闲娱乐
e0062,xiling_wujia,xiaohongshu,2026-04-19T22:32:41+08:00,2026-04-19T22:32:41+08:00,街区夜景漂亮，适合打卡,"打卡,夜景,街区,漂亮,适合",11,urban_renewal,culture,喜爱,5,positive,0.6,low,0.98,True,宜昌,relevant,体育休闲服务,6,6,整形美容,,T3,亚太美容医院,ermalu,111.27940008927285,30.696204874547576,526768.17,3397326.83,亚太美容医院,体育休闲服务
e0063,xiling_wujia,dianping,2026-04-22T16:30:57+08:00,2026-04-22T16:30:57+08:00,街道两旁的银杏秋天特别美,"银杏,秋天,两旁,街道,特别,文旅复苏",12,urban_operation,environment,满足,4,positive,0.71,high,0.95,True,宜昌,relevant,购物服务,5,5,步行街,,T3,宜昌解放路步行街,ermalu,111.27965575383192,30.701360550853238,526791.24,3397898.47,宜昌解放路步行街,购物服务
e0064,xiling_wujia,dianping,2026-04-13T21:35:57+08:00,2026-04-13T21:35:57+08:00,江滩改造后面貌一新，很赞,"江滩,面貌一新,很赞,改造",12,urban_governance,environment,期待,4,positive,0.93,low,0.91,True,宜昌,relevant,体育休闲服务,10,0,三级甲等医院,,T3,宜昌市中心人民医院西陵院区体检中心,ermalu,111.28285112032974,30.69573364338195,527098.93,3397275.42,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
