id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0016,xiling_wujia,weibo,2026-05-02T10:09:49+08:00,2026-05-02T10:09:49+08:00,磨基山公园绿化漂亮，登高看全城,"磨基山,登高,绿化,全城,公园",15,urban_governance,service,期待,4,positive,0.71,low,0.87,True,宜昌,relevant,交通设施服务,1,1,公共停车场,,T3,滨江公园地面停车场,ermalu,riverside,111.28311091150864,30.69200731042871,527124.86,3396862.36,滨江公园地面停车场,交通设施服务
e0017,xiling_wujia,meituan,2026-05-04T06:35:28+08:00,2026-05-04T06:35:28+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子,大南门",18,urban_renewal,service,喜爱,5,positive,0.79,low,0.84,True,宜昌,relevant,餐饮服务,25,0,特色/地方风味餐厅,,T3,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.28034327548013,30.69664345061436,526858.41,3397375.68,花果牛魔王高品质烤牛肉,餐饮服务
e0018,xiling_wujia,dianping,2026-05-06T01:27:27+08:00,2026-05-06T01:27:27+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足,大南门",15,urban_operation,event,期待,5,positive,0.87,medium,0.95,True,宜昌,relevant,商务住宅,5,0,住宅小区,,T3,紫晶城天御,ermalu,ermalu_oldstreet,111.27767645119354,30.697779576899492,526602.6,3397501.0,紫晶城天御,商务住宅
e0019,xiling_wujia,xiaohongshu,2026-05-05T14:17:38+08:00,2026-05-05T14:17:38+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_governance,service,喜爱,5,positive,0.79,high,0.96,True,宜昌,relevant,金融保险服务,9,8,银行,,T3,湖北银行(南湖支行),ermalu,general,111.28696617783935,30.692668382372723,527494.05,3396936.59,湖北银行(南湖支行),金融保险服务
e0020,xiling_wujia,xiaohongshu,2026-05-03T00:50:52+08:00,2026-05-03T00:50:52+08:00,二马路那边人挺多的,"二马路,那边",9,urban_governance,culture,好奇,2,neutral,0.43,medium,0.82,True,宜昌,relevant,休闲娱乐,1,1,迪厅,,T3,夜上海舞厅,ermalu,ermalu_oldstreet,111.27905354754797,30.697396434869137,526734.64,3397458.85,夜上海舞厅,休闲娱乐
e0021,xiling_wujia,xiaohongshu,2026-05-04T15:15:13+08:00,2026-05-04T15:15:13+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来,文旅",18,urban_governance,service,期待,5,positive,0.66,high,0.95,True,宜昌,relevant,科教文化服务,7,0,中学,,T3,宜昌市五中,ermalu,ermalu_oldstreet,111.28514184266486,30.694489813831535,527318.75,3397138.07,宜昌市五中,科教文化服务
e0022,xiling_wujia,meituan,2026-05-03T15:28:35+08:00,2026-05-03T15:28:35+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",14,urban_operation,service,满足,4,positive,0.88,medium,0.9,True,宜昌,relevant,休闲娱乐,6,3,酒吧,,T3,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27576032055775,30.6994155841991,526418.58,3397681.92,神话酒吧(大南门店),休闲娱乐
e0023,xiling_wujia,meituan,2026-05-03T12:53:40+08:00,2026-05-03T12:53:40+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,environment,期待,4,positive,0.68,medium,0.95,True,宜昌,relevant,体育休闲服务,0,0,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28392289199667,30.698003749483814,527200.98,3397527.35,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0024,xiling_wujia,meituan,2026-05-05T01:42:50+08:00,2026-05-05T01:42:50+08:00,大南门那边停车太难，绕了三圈,"大南门,三圈,太难,停车,那边",14,urban_renewal,environment,愤怒,4,negative,0.99,medium,0.83,True,宜昌,relevant,金融保险服务,0,2,中国农业银行,,T3,中国农业银行(三峡西陵支行营业部),ermalu,ermalu_oldstreet,111.27951888669065,30.69770460781151,526779.14,3397493.13,中国农业银行(三峡西陵支行营业部),金融保险服务
e0025,xiling_wujia,dianping,2026-05-03T07:05:09+08:00,2026-05-03T07:05:09+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足",18,urban_governance,facility,满足,4,positive,0.64,medium,0.92,True,宜昌,relevant,金融保险服务,10,2,中国工商银行,,T3,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.2819661181338,30.696726964935902,527013.86,3397385.33,中国工商银行(三峡云集支行),金融保险服务
e0026,xiling_wujia,xiaohongshu,2026-05-05T11:03:12+08:00,2026-05-05T11:03:12+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来",13,urban_governance,facility,喜爱,4,positive,0.79,low,0.78,True,宜昌,relevant,生活服务,0,0,美容美发店,,T3,把把烧(恒大步行街店)@埋点,ermalu,ermalu_oldstreet,111.2788847938898,30.69829532062542,526718.22,3397558.46,季域足道·采耳·SPA(陶珠路店),生活服务
e0027,xiling_wujia,weibo,2026-05-03T18:16:07+08:00,2026-05-03T18:16:07+08:00,长江沿线景观带做得漂亮，喜欢,"景观带,沿线,漂亮,长江,喜欢,打卡",14,urban_renewal,environment,喜爱,4,positive,0.78,high,0.8,True,宜昌,relevant,体育休闲服务,4,2,诊所,,T3,刘勇中医诊所,ermalu,ermalu_oldstreet,111.27895865037948,30.695672405276714,526726.02,3397267.69,刘勇中医诊所,体育休闲服务
e0028,xiling_wujia,weibo,2026-05-06T07:34:49+08:00,2026-05-06T07:34:49+08:00,二马路春节人多挤死了，寸步难行,"二马路,挤死,寸步难行,人多,春节",15,urban_operation,event,失望,4,negative,0.86,high,0.87,True,宜昌,relevant,休闲娱乐,0,3,酒吧,,T3,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27570560762969,30.699512556494625,526413.31,3397692.66,神话酒吧(大南门店),休闲娱乐
e0029,xiling_wujia,weibo,2026-05-02T08:40:12+08:00,2026-05-02T08:40:12+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,满足,4,positive,0.71,medium,0.89,True,宜昌,relevant,金融保险服务,2,1,银行,,T3,湖北银行(南湖支行),ermalu,general,111.28767562195212,30.69338946801846,527561.82,3397016.7,湖北银行(南湖支行),金融保险服务
e0030,xiling_wujia,meituan,2026-05-05T19:16:04+08:00,2026-05-05T19:16:04+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",15,urban_governance,service,失望,5,negative,0.8,low,0.87,True,宜昌,relevant,住宿服务,18,1,宾馆酒店,,T3,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.27722199221061,30.701006066934934,526558.18,3397858.6,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0031,xiling_wujia,meituan,2026-05-01T09:41:27+08:00,2026-05-01T09:41:27+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_renewal,service,愤怒,4,negative,0.83,high,0.88,True,宜昌,relevant,休闲娱乐,9,0,网吧,,T3,奥汀电竞,ermalu,ermalu_oldstreet,111.28118886176198,30.69526733038684,526939.8,3397223.32,奥汀电竞,休闲娱乐
e0032,xiling_wujia,dianping,2026-05-02T04:57:07+08:00,2026-05-02T04:57:07+08:00,设双向四车道,"车道,双向",6,urban_operation,event,好奇,2,neutral,0.28,low,0.98,True,宜昌,relevant,交通设施服务,0,4,停车场相关,,T3,陶珠路停车场,ermalu,transit_hub,111.27723603357855,30.69595193850971,526560.91,3397298.27,陶珠路停车场,交通设施服务
e0033,xiling_wujia,meituan,2026-05-02T16:32:35+08:00,2026-05-02T16:32:35+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",10,urban_governance,culture,喜爱,4,positive,0.65,high,0.83,True,宜昌,relevant,购物服务,6,1,特色商业街,,T3,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28063526445737,30.695909894598532,526886.59,3397294.42,二马路历史文化街区,购物服务
e0034,xiling_wujia,dianping,2026-05-01T13:08:04+08:00,2026-05-01T13:08:04+08:00,大南门改造完很有老宜昌味道，喜欢,"大南门,宜昌,味道,改造,喜欢,大南门",16,urban_planning,event,期待,4,positive,0.76,high,0.85,True,宜昌,relevant,休闲娱乐,3,1,网吧,,T3,奥汀电竞,ermalu,ermalu_oldstreet,111.28127597801398,30.695491080931124,526948.09,3397248.14,奥汀电竞,休闲娱乐
e0035,xiling_wujia,xiaohongshu,2026-05-01T20:06:55+08:00,2026-05-01T20:06:55+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹",18,urban_renewal,environment,满足,4,positive,0.99,medium,0.81,True,宜昌,relevant,交通设施服务,2,0,公共停车场,,T3,宜昌解放路步行街地下停车场,ermalu,ermalu_oldstreet,111.28092965648364,30.69932721390301,526913.84,3397673.35,宜昌解放路步行街地下停车场,交通设施服务
e0036,xiling_wujia,dianping,2026-05-06T03:05:55+08:00,2026-05-06T03:05:55+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,期待,4,positive,0.73,medium,0.99,True,宜昌,relevant,科教文化服务,32,2,文化宫,,T3,宜昌市工人文化宫,ermalu,general,111.28654653608841,30.697321752745175,527452.53,3397452.38,宜昌市工人文化宫,科教文化服务
e0037,xiling_wujia,xiaohongshu,2026-05-04T18:11:48+08:00,2026-05-04T18:11:48+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,environment,失望,5,negative,0.77,medium,0.97,True,宜昌,relevant,科教文化服务,0,8,文化宫,,T3,宜昌市工人文化宫,ermalu,general,111.28648324517657,30.697397292126897,527446.44,3397460.74,宜昌市工人文化宫,科教文化服务
e0038,xiling_wujia,meituan,2026-05-04T11:34:27+08:00,2026-05-04T11:34:27+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_operation,facility,期待,4,positive,0.84,medium,0.83,True,宜昌,relevant,交通设施服务,40,4,公交车站相关,,T3,解放路(公交站),ermalu,ermalu_oldstreet,111.27988967179635,30.697950332733274,526814.59,3397520.46,解放路(公交站),交通设施服务
e0039,xiling_wujia,meituan,2026-05-06T10:00:56+08:00,2026-05-06T10:00:56+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意,大南门",9,urban_operation,facility,期待,1,positive,0.28,high,0.94,True,宜昌,relevant,休闲娱乐,12,0,网吧,,T3,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28102007564165,30.695403917107424,526923.6,3397238.42,奥汀电竞,休闲娱乐
e0040,xiling_wujia,dianping,2026-05-05T16:52:06+08:00,2026-05-05T16:52:06+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_governance,service,满足,5,positive,0.72,high,0.92,True,宜昌,relevant,住宿服务,17,6,宾馆酒店,,T3,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.28152828888365,30.69759730654424,526971.68,3397481.71,宜昌丽锦快捷假日酒店,住宿服务
e0041,xiling_wujia,dianping,2026-05-05T19:51:24+08:00,2026-05-05T19:51:24+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江,打卡",14,urban_renewal,culture,满足,5,positive,0.82,medium,0.87,True,宜昌,relevant,生活服务,10,2,电力营业厅,,T3,宜昌市国家电网供电局,ermalu,ermalu_oldstreet,111.28483304555486,30.693309415063744,527289.49,3397007.13,宜昌市国家电网供电局,生活服务
e0042,xiling_wujia,xiaohongshu,2026-05-03T04:59:48+08:00,2026-05-03T04:59:48+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来",18,urban_operation,service,喜爱,4,positive,0.9,medium,0.83,True,宜昌,relevant,政府机构及社会团体,15,5,地市级政府及事业单位,,T3,宜昌市人民政府,ermalu,ermalu_oldstreet,111.28090240739171,30.694280502459527,526912.63,3397113.84,宜昌市人民政府,政府机构及社会团体
e0043,xiling_wujia,weibo,2026-05-04T03:12:03+08:00,2026-05-04T03:12:03+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,满足,5,positive,0.71,low,0.85,True,宜昌,relevant,交通设施服务,0,3,公共停车场,,T3,滨江公园地面停车场,ermalu,riverside,111.28329333277041,30.69181919018312,527142.39,3396841.55,滨江公园地面停车场,交通设施服务
e0044,xiling_wujia,weibo,2026-05-03T12:33:07+08:00,2026-05-03T12:33:07+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹,文旅",15,urban_planning,environment,喜爱,4,positive,0.67,low,0.89,True,宜昌,relevant,交通设施服务,14,5,公共停车场,,T3,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.27960568719894,30.69883960185695,526787.14,3397618.98,宜昌解放路步行街地下停车场,交通设施服务
e0045,xiling_wujia,dianping,2026-05-05T15:51:17+08:00,2026-05-05T15:51:17+08:00,夜间道路标识反光清晰，开车省心,"省心,反光,标识,开车,夜间,游客",9,urban_operation,facility,满足,2,positive,0.34,high,0.96,True,宜昌,relevant,餐饮服务,15,0,中餐厅,,T3,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.28423994149118,30.695806878219102,527231.97,3397283.87,瑜儿腊货馆,餐饮服务
e0046,xiling_wujia,dianping,2026-05-05T08:03:14+08:00,2026-05-05T08:03:14+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_operation,culture,愤怒,4,negative,0.76,low,0.92,True,宜昌,relevant,交通设施服务,16,2,公交车站相关,,T3,解放路(公交站),ermalu,ermalu_oldstreet,111.27999340109066,30.69752392773618,526824.65,3397473.21,解放路(公交站),交通设施服务
e0047,xiling_wujia,xiaohongshu,2026-05-06T14:09:39+08:00,2026-05-06T14:09:39+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路,打卡",11,urban_operation,culture,期待,4,positive,0.95,medium,0.84,True,宜昌,relevant,科教文化服务,5,5,文化宫,,T3,宜昌市工人文化宫,ermalu,general,111.28631599644473,30.6964279685119,527430.69,3397353.23,宜昌市工人文化宫,科教文化服务
e0048,xiling_wujia,meituan,2026-05-01T08:50:01+08:00,2026-05-01T08:50:01+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_operation,environment,愤怒,4,negative,0.82,low,0.93,True,宜昌,relevant,交通设施服务,1,0,公交车站相关,,T3,解放路(公交站),ermalu,ermalu_oldstreet,111.28015366987925,30.69770806672158,526839.95,3397493.66,解放路(公交站),交通设施服务
e0049,xiling_wujia,meituan,2026-05-03T13:47:46+08:00,2026-05-03T13:47:46+08:00,BRT 快速公交准点，出行省心,"准点,BRT,公交,行省,快速",15,urban_governance,event,喜爱,4,positive,0.65,low,0.87,True,宜昌,relevant,交通设施服务,2,2,公交车站相关,,T3,一马路(公交站),ermalu,transit_hub,111.28399947024596,30.692469080509404,527209.87,3396913.77,一马路(公交站),交通设施服务
e0050,xiling_wujia,dianping,2026-05-01T01:29:51+08:00,2026-05-01T01:29:51+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_governance,service,愤怒,5,negative,0.73,medium,0.99,True,宜昌,relevant,休闲娱乐,1,4,酒吧,,T3,ANOTHERLIFE来生·咖啡清吧,ermalu,ermalu_oldstreet,111.27912563511941,30.696545859029744,526741.78,3397364.57,ANOTHERLIFE来生·咖啡清吧,休闲娱乐
e0051,xiling_wujia,xiaohongshu,2026-05-02T13:22:10+08:00,2026-05-02T13:22:10+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹",18,urban_governance,event,满足,5,positive,0.64,low,0.92,True,宜昌,relevant,公司企业,1,4,公司,,T3,国家电网湖北省电力公司宜昌供电公司,ermalu,ermalu_oldstreet,111.28378127861288,30.692997012383035,527188.81,3396972.24,国家电网湖北省电力公司宜昌供电公司,公司企业
e0052,xiling_wujia,meituan,2026-05-03T08:51:06+08:00,2026-05-03T08:51:06+08:00,大南门改造完很有老宜昌味道，喜欢,"大南门,宜昌,味道,改造,喜欢",16,urban_operation,culture,期待,5,positive,0.68,low,0.82,True,宜昌,relevant,体育休闲服务,0,4,诊所,,T3,刘勇中医诊所,ermalu,ermalu_oldstreet,111.27811934933617,30.695669110377235,526645.61,3397267.13,刘勇中医诊所,体育休闲服务
e0053,xiling_wujia,dianping,2026-05-03T00:05:35+08:00,2026-05-03T00:05:35+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_operation,service,喜爱,4,positive,0.63,medium,0.81,True,宜昌,relevant,金融保险服务,2,9,中国工商银行,,T3,中国工商银行(三峡云集支行),ermalu,general,111.28238266451558,30.697761536500423,527053.48,3397500.12,中国工商银行(三峡云集支行),金融保险服务
e0054,xiling_wujia,meituan,2026-05-02T13:26:19+08:00,2026-05-02T13:26:19+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,5,positive,0.63,low,0.9,True,宜昌,relevant,交通设施服务,5,1,公交车站相关,,T3,市政府(公交站),ermalu,transit_hub,111.2798460223968,30.693931773055038,526811.52,3397074.93,市政府(公交站),交通设施服务
e0055,xiling_wujia,meituan,2026-05-01T20:38:49+08:00,2026-05-01T20:38:49+08:00,伍家发展快，变化大,"伍家,变化,发展,游客",9,urban_operation,service,满足,5,positive,0.87,medium,0.96,True,宜昌,relevant,住宿服务,7,1,宾馆酒店,,T3,宜昌丽锦快捷假日酒店,ermalu,general,111.28258215022544,30.698019700785427,527072.52,3397528.79,宜昌丽锦快捷假日酒店,住宿服务
e0056,xiling_wujia,weibo,2026-05-04T06:55:39+08:00,2026-05-04T06:55:39+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子,游客",13,urban_operation,service,喜爱,5,positive,0.92,low,0.92,True,宜昌,relevant,金融保险服务,0,2,中国建设银行,,T3,阿杜菜馆@埋点,ermalu,general,111.28318083083055,30.696495974704252,527130.31,3397360.01,中国建设银行(西陵支行),金融保险服务
e0057,xiling_wujia,meituan,2026-05-06T13:27:50+08:00,2026-05-06T13:27:50+08:00,城区绿化提升明显，舒服,"绿化,城区,舒服,提升,明显",11,urban_operation,service,满足,5,positive,0.71,high,0.9,True,宜昌,relevant,金融保险服务,17,1,中国建设银行,,T3,中国建设银行(西陵支行),ermalu,general,111.2831581475068,30.696925308182006,527128.01,3397407.6,中国建设银行(西陵支行),金融保险服务
e0058,xiling_wujia,meituan,2026-05-03T22:07:57+08:00,2026-05-03T22:07:57+08:00,大南门改造完很有老宜昌味道，喜欢,"大南门,宜昌,味道,改造,喜欢,大南门",10,urban_operation,event,满足,5,positive,0.97,low,0.81,True,宜昌,relevant,体育休闲服务,14,9,三级甲等医院,,T3,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.28241370609857,30.69573849883144,527057.02,3397275.85,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
e0059,xiling_wujia,dianping,2026-05-03T21:39:41+08:00,2026-05-03T21:39:41+08:00,东站网约车上车点规划清晰，赞,"网约,车点,东站,车上,清晰",14,urban_renewal,facility,满足,4,positive,0.72,low,0.87,True,宜昌,relevant,交通设施服务,6,1,公交车站相关,,T3,一马路(公交站),ermalu,transit_hub,111.28397231373583,30.691798231837268,527207.45,3396839.39,一马路(公交站),交通设施服务
e0060,xiling_wujia,12345,2026-05-05T23:14:50+08:00,2026-05-05T23:14:50+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_renewal,facility,期待,5,positive,0.74,medium,0.85,True,宜昌,relevant,体育休闲服务,7,6,药房,,T3,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28411988097047,30.697930704307353,527219.87,3397519.3,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0061,xiling_wujia,meituan,2026-05-03T04:53:46+08:00,2026-05-03T04:53:46+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",15,urban_operation,facility,期待,4,positive,0.79,high,0.83,True,宜昌,relevant,餐饮服务,6,1,中餐厅,,T3,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.28358481400394,30.69494874892778,527169.44,3397188.58,瑜儿腊货馆,餐饮服务
e0062,xiling_wujia,xiaohongshu,2026-05-04T05:00:31+08:00,2026-05-04T05:00:31+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",15,urban_operation,service,愤怒,4,negative,0.8,high,0.87,True,宜昌,relevant,体育休闲服务,13,5,诊所,,T3,刘勇中医诊所,ermalu,ermalu_oldstreet,111.27928046732315,30.69576764238222,526756.83,3397278.33,刘勇中医诊所,体育休闲服务
