id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0011,xiling_wujia,meituan,2025-07-19T04:20:56+08:00,2025-07-19T04:20:56+08:00,设双向四车道,"车道,双向",12,urban_governance,service,中性,5,neutral,0.73,high,0.93,True,宜昌,relevant,休闲娱乐,36,1,网吧,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28069637550541,30.695183583916123,526892.64,3397213.91,奥汀电竞,休闲娱乐
e0012,xiling_wujia,meituan,2025-07-14T03:45:16+08:00,2025-07-14T03:45:16+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意,夜经济",16,urban_governance,event,喜爱,4,positive,0.76,medium,0.88,True,宜昌,relevant,体育休闲服务,12,0,整形美容,,T2,亚太美容医院,ermalu,ermalu_oldstreet,111.27953670491071,30.69626266340472,526781.24,3397333.27,亚太美容医院,体育休闲服务
e0013,xiling_wujia,dianping,2025-07-19T21:32:35+08:00,2025-07-19T21:32:35+08:00,普通水平,"普通,水平",18,urban_operation,service,好奇,5,neutral,0.64,medium,0.89,True,宜昌,relevant,餐饮服务,8,1,特色/地方风味餐厅,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28065415154877,30.696019867987165,526888.37,3397306.62,花果牛魔王高品质烤牛肉,餐饮服务
e0014,xiling_wujia,meituan,2025-07-19T23:19:46+08:00,2025-07-19T23:19:46+08:00,价格普通,"普通,价格,夜经济",4,urban_operation,culture,好奇,3,neutral,0.39,low,0.92,True,宜昌,relevant,交通设施服务,23,5,公交车站相关,,T2,一马路(公交站),ermalu,transit_hub,111.28396009813926,30.692469034287164,527206.09,3396913.75,一马路(公交站),交通设施服务
e0015,xiling_wujia,dianping,2025-07-19T04:54:19+08:00,2025-07-19T04:54:19+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_operation,environment,失望,5,negative,0.78,medium,0.95,True,宜昌,relevant,休闲娱乐,5,0,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.28240449732962,30.693175083118437,527056.85,3396991.65,Nine.籁Whisky&cocktail bar,休闲娱乐
e0016,xiling_wujia,xiaohongshu,2025-07-12T16:17:36+08:00,2025-07-12T16:17:36+08:00,二马路那边人挺多的,"二马路,那边,暑假",14,urban_operation,service,好奇,5,neutral,0.75,high,0.83,True,宜昌,relevant,餐饮服务,4,1,中餐厅,,T2,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.28354714153424,30.695509579545078,527165.68,3397250.74,瑜儿腊货馆,餐饮服务
e0017,xiling_wujia,meituan,2025-07-12T22:39:39+08:00,2025-07-12T22:39:39+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_renewal,culture,失望,4,negative,0.93,high,0.83,True,宜昌,relevant,休闲娱乐,13,6,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2751102451467,30.699595322813565,526356.25,3397701.7,神话酒吧(大南门店),休闲娱乐
e0018,xiling_wujia,weibo,2025-07-16T01:22:38+08:00,2025-07-16T01:22:38+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_operation,event,期待,5,positive,0.98,medium,0.84,True,宜昌,relevant,科教文化服务,1,5,文化宫,,T2,宜昌市工人文化宫,ermalu,general,111.28676170354343,30.69690951658021,527473.26,3397406.73,宜昌市工人文化宫,科教文化服务
e0019,xiling_wujia,weibo,2025-07-15T02:41:14+08:00,2025-07-15T02:41:14+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来,冷饮",18,urban_operation,culture,满足,4,positive,0.72,high,0.98,True,宜昌,relevant,休闲娱乐,0,2,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27575463382041,30.698764755051158,526418.21,3397609.77,神话酒吧(大南门店),休闲娱乐
e0020,xiling_wujia,dianping,2025-07-16T14:02:21+08:00,2025-07-16T14:02:21+08:00,滨江公园散步看江景很惬意，环境真好,"江景,滨江,惬意,散步,公园",17,urban_operation,environment,满足,4,positive,0.65,high,0.89,True,宜昌,relevant,交通设施服务,3,5,公共停车场,,T2,宜昌解放路步行街地下停车场,ermalu,ermalu_oldstreet,111.28040657430452,30.69876249104645,526863.89,3397610.62,宜昌解放路步行街地下停车场,交通设施服务
e0021,xiling_wujia,meituan,2025-07-19T00:36:16+08:00,2025-07-19T00:36:16+08:00,滨江步道修好后遛弯舒服多了,"遛弯,滨江,修好,舒服",13,urban_renewal,facility,期待,5,positive,0.75,high,0.9,True,宜昌,relevant,交通设施服务,7,2,公共停车场,,T2,滨江公园地面停车场,ermalu,riverside,111.28219536749513,30.692039438767296,527037.13,3396865.7,滨江公园地面停车场,交通设施服务
e0022,xiling_wujia,dianping,2025-07-16T21:27:32+08:00,2025-07-16T21:27:32+08:00,普通水平,"普通,水平",4,urban_operation,culture,好奇,3,neutral,0.36,high,0.8,True,宜昌,relevant,住宿服务,7,0,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.28111038658473,30.697497555420988,526931.67,3397470.55,宜昌丽锦快捷假日酒店,住宿服务
e0023,xiling_wujia,dianping,2025-07-18T06:02:21+08:00,2025-07-18T06:02:21+08:00,就这样吧,这样,4,urban_operation,culture,中性,3,neutral,0.37,medium,0.93,True,宜昌,relevant,体育休闲服务,3,4,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,general,111.28786733066444,30.693541060478577,527580.14,3397033.56,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0024,xiling_wujia,dianping,2025-07-17T16:47:51+08:00,2025-07-17T16:47:51+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度,冷饮",12,urban_planning,service,失望,4,negative,0.66,medium,0.96,True,宜昌,relevant,商务住宅,0,6,住宅小区,,T2,紫晶城天御,ermalu,ermalu_oldstreet,111.27691883996734,30.69758235431513,526530.07,3397478.96,紫晶城天御,商务住宅
e0025,xiling_wujia,dianping,2025-07-16T15:26:56+08:00,2025-07-16T15:26:56+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑,年轻人",11,urban_renewal,environment,愤怒,5,negative,0.81,high,0.99,True,宜昌,relevant,科教文化服务,0,3,文化宫,,T2,宜昌市工人文化宫,ermalu,general,111.28657193594327,30.695816063494807,527455.39,3397285.46,宜昌市工人文化宫,科教文化服务
e0026,xiling_wujia,dianping,2025-07-13T21:34:10+08:00,2025-07-13T21:34:10+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_renewal,environment,喜爱,4,positive,0.61,medium,0.99,True,宜昌,relevant,休闲娱乐,18,4,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27529250246431,30.699038087334316,526373.87,3397639.96,神话酒吧(大南门店),休闲娱乐
e0027,xiling_wujia,dianping,2025-07-12T07:09:26+08:00,2025-07-12T07:09:26+08:00,感觉一般,"感觉,一般,打卡",4,urban_planning,facility,中性,3,neutral,0.27,low,0.88,True,宜昌,relevant,体育休闲服务,6,0,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28371929069546,30.69780282728835,527181.53,3397505.03,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0028,xiling_wujia,dianping,2025-07-14T22:24:14+08:00,2025-07-14T22:24:14+08:00,二马路那边人挺多的,"二马路,那边",12,urban_operation,facility,中性,4,neutral,0.95,medium,0.9,True,宜昌,relevant,餐饮服务,11,3,特色/地方风味餐厅,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.281079356663,30.696091687182484,526929.08,3397314.68,花果牛魔王高品质烤牛肉,餐饮服务
e0029,xiling_wujia,dianping,2025-07-16T08:25:27+08:00,2025-07-16T08:25:27+08:00,演出取消也没提前通知，坑,"演出,取消,提前,通知,暑假",12,urban_renewal,event,愤怒,5,negative,0.96,low,0.87,True,宜昌,relevant,住宿服务,10,2,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.28082064697098,30.698619867817733,526903.6,3397594.91,宜昌丽锦快捷假日酒店,住宿服务
e0030,xiling_wujia,xiaohongshu,2025-07-14T19:54:34+08:00,2025-07-14T19:54:34+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_planning,facility,失望,4,negative,0.73,medium,0.81,True,宜昌,relevant,金融保险服务,6,5,中国工商银行,,T2,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.2814259231491,30.697361953288492,526961.93,3397455.59,中国工商银行(三峡云集支行),金融保险服务
e0031,xiling_wujia,dianping,2025-07-19T13:23:46+08:00,2025-07-19T13:23:46+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来,夜经济",18,urban_operation,facility,期待,4,positive,0.73,high,0.84,True,宜昌,relevant,科教文化服务,10,1,培训机构,,T2,宜昌市青少年宫,ermalu,ermalu_oldstreet,111.28524495922753,30.69392872578888,527328.78,3397075.89,宜昌市青少年宫,科教文化服务
e0032,xiling_wujia,xiaohongshu,2025-07-17T04:38:52+08:00,2025-07-17T04:38:52+08:00,二马路那边人挺多的,"二马路,那边",18,urban_operation,facility,中性,4,neutral,0.61,high,0.91,True,宜昌,relevant,餐饮服务,2,5,中餐厅,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2791575802764,30.69896115510246,526744.17,3397632.35,把把烧(恒大步行街店),餐饮服务
e0033,xiling_wujia,12345,2025-07-12T21:21:57+08:00,2025-07-12T21:21:57+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_renewal,culture,期待,5,positive,0.93,low,0.87,True,宜昌,relevant,交通设施服务,1,2,停车场相关,,T2,陶珠路停车场,ermalu,transit_hub,111.27660963536617,30.696308919991726,526500.8,3397337.7,陶珠路停车场,交通设施服务
e0034,xiling_wujia,weibo,2025-07-13T00:28:00+08:00,2025-07-13T00:28:00+08:00,二马路那边人挺多的,"二马路,那边,冷饮",15,urban_operation,culture,中性,5,neutral,0.64,high,0.98,True,宜昌,relevant,休闲娱乐,0,0,迪厅,,T2,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.2802522917842,30.696993403807042,526849.6,3397414.45,夜上海舞厅,休闲娱乐
e0035,xiling_wujia,weibo,2025-07-18T08:13:31+08:00,2025-07-18T08:13:31+08:00,二马路那边人挺多的,"二马路,那边",12,urban_operation,environment,中性,4,neutral,0.66,medium,0.92,True,宜昌,relevant,金融保险服务,6,2,中国农业银行,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.27964316792138,30.698541125184448,526790.81,3397585.9,中国农业银行(三峡西陵支行营业部),金融保险服务
e0036,xiling_wujia,xiaohongshu,2025-07-19T16:26:05+08:00,2025-07-19T16:26:05+08:00,大南门改造完很有老宜昌味道，喜欢,"大南门,宜昌,味道,改造,喜欢",16,urban_governance,event,满足,4,positive,0.75,low,0.88,True,宜昌,relevant,休闲娱乐,37,3,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2743693423257,30.6983763295106,526285.6,3397566.38,神话酒吧(大南门店),休闲娱乐
e0037,xiling_wujia,dianping,2025-07-13T03:08:51+08:00,2025-07-13T03:08:51+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来",18,urban_operation,environment,满足,5,positive,0.76,low,0.87,True,宜昌,relevant,休闲娱乐,8,3,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27578484404093,30.700900181542814,526420.53,3397846.52,神话酒吧(大南门店),休闲娱乐
e0038,xiling_wujia,xiaohongshu,2025-07-16T08:41:08+08:00,2025-07-16T08:41:08+08:00,滨江公园散步看江景很惬意,"江景,滨江,惬意,散步,公园",12,urban_operation,service,满足,5,positive,0.9,low,0.89,True,宜昌,relevant,风景名胜,11,0,公园,,T2,滨江公园,ermalu,riverside,111.28037026745658,30.693482908722896,526861.87,3397025.29,滨江公园,风景名胜
e0039,xiling_wujia,12345,2025-07-18T00:02:16+08:00,2025-07-18T00:02:16+08:00,二马路那边人挺多的,"二马路,那边",15,urban_operation,facility,中性,4,neutral,0.93,high,0.93,True,宜昌,relevant,交通设施服务,1,4,公共停车场,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.27981094424896,30.69896972590672,526806.77,3397633.45,宜昌解放路步行街地下停车场,交通设施服务
e0040,xiling_wujia,weibo,2025-07-18T17:16:35+08:00,2025-07-18T17:16:35+08:00,一般般,一般般,3,urban_operation,environment,好奇,3,neutral,0.39,high,0.78,True,宜昌,relevant,体育休闲服务,0,2,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,general,111.2879212377689,30.693532693715962,527585.31,3397032.64,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0041,xiling_wujia,xiaohongshu,2025-07-14T00:48:41+08:00,2025-07-14T00:48:41+08:00,普通水平,"普通,水平",4,urban_governance,service,中性,2,neutral,0.42,low,0.99,True,宜昌,relevant,住宿服务,2,1,宾馆酒店,,T2,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.27674027762112,30.698599054751526,526512.69,3397591.63,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0042,xiling_wujia,meituan,2025-07-16T07:27:06+08:00,2025-07-16T07:27:06+08:00,价格普通,"普通,价格",16,urban_renewal,service,中性,4,neutral,0.94,high,0.9,True,宜昌,relevant,休闲娱乐,1,2,迪厅,,T2,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.28006592902369,30.69677383451064,526831.8,3397390.07,夜上海舞厅,休闲娱乐
e0043,xiling_wujia,weibo,2025-07-17T08:01:06+08:00,2025-07-17T08:01:06+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",14,urban_operation,culture,喜爱,5,positive,0.75,medium,0.9,True,宜昌,relevant,休闲娱乐,1,4,酒吧,,T2,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.28392956727578,30.694269847661527,527202.66,3397113.39,Sober.醒Club酒吧,休闲娱乐
e0044,xiling_wujia,xiaohongshu,2025-07-17T23:25:28+08:00,2025-07-17T23:25:28+08:00,一般般,"一般般,年轻人",3,urban_operation,service,中性,1,neutral,0.22,high,0.8,True,宜昌,relevant,住宿服务,7,4,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.28122597205885,30.69759449227466,526942.71,3397481.33,宜昌丽锦快捷假日酒店,住宿服务
e0045,xiling_wujia,xiaohongshu,2025-07-13T20:47:52+08:00,2025-07-13T20:47:52+08:00,感觉一般,"感觉,一般",4,urban_operation,service,中性,2,neutral,0.44,medium,0.95,True,宜昌,relevant,住宿服务,6,2,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,general,111.2817774434071,30.698796631016474,526995.21,3397614.73,宜昌丽锦快捷假日酒店,住宿服务
e0046,xiling_wujia,xiaohongshu,2025-07-13T21:05:59+08:00,2025-07-13T21:05:59+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_operation,service,满足,5,positive,0.76,high,0.96,True,宜昌,relevant,交通设施服务,18,0,公交车站相关,,T2,解放路(公交站),ermalu,ermalu_oldstreet,111.28011749750009,30.698365279177363,526836.3,3397566.51,解放路(公交站),交通设施服务
e0047,xiling_wujia,xiaohongshu,2025-07-12T02:04:52+08:00,2025-07-12T02:04:52+08:00,二马路那边人挺多的,"二马路,那边,冷饮",14,urban_governance,culture,好奇,4,neutral,0.96,low,0.88,True,宜昌,relevant,交通设施服务,13,3,公共停车场,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.27949881669038,30.698825955458233,526776.9,3397617.44,宜昌解放路步行街地下停车场,交通设施服务
e0048,xiling_wujia,dianping,2025-07-16T19:01:08+08:00,2025-07-16T19:01:08+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带,暑假",12,urban_governance,facility,满足,4,positive,0.97,medium,0.81,True,宜昌,relevant,生活服务,4,1,电力营业厅,,T2,宜昌市国家电网供电局,ermalu,ermalu_oldstreet,111.28448699062766,30.693020321823592,527256.42,3396975.0,宜昌市国家电网供电局,生活服务
e0049,xiling_wujia,meituan,2025-07-16T20:49:12+08:00,2025-07-16T20:49:12+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,4,positive,0.82,medium,0.89,True,宜昌,relevant,交通设施服务,3,0,公交车站相关,,T2,解放路(公交站),ermalu,ermalu_oldstreet,111.28091109137314,30.69720832165996,526912.65,3397438.44,解放路(公交站),交通设施服务
e0050,xiling_wujia,xiaohongshu,2025-07-19T15:25:08+08:00,2025-07-19T15:25:08+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,满足,4,positive,0.81,low,0.97,True,宜昌,relevant,交通设施服务,6,3,公交车站相关,,T2,一马路(公交站),ermalu,transit_hub,111.28539769576658,30.691818820940735,527344.01,3396842.02,一马路(公交站),交通设施服务
e0051,xiling_wujia,meituan,2025-07-19T00:29:45+08:00,2025-07-19T00:29:45+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足",15,urban_operation,environment,满足,4,positive,0.83,high,0.81,True,宜昌,relevant,休闲娱乐,16,4,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.28203040031339,30.693624019437575,527020.89,3397041.33,Nine.籁Whisky&cocktail bar,休闲娱乐
e0052,xiling_wujia,xiaohongshu,2025-07-19T19:47:25+08:00,2025-07-19T19:47:25+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,facility,中性,2,neutral,0.26,medium,0.81,True,宜昌,relevant,科教文化服务,2,11,文化宫,,T2,宜昌市工人文化宫,ermalu,general,111.2867044382396,30.69614198968,527467.99,3397321.62,宜昌市工人文化宫,科教文化服务
e0053,xiling_wujia,weibo,2025-07-19T03:41:51+08:00,2025-07-19T03:41:51+08:00,二马路那边人挺多的,"二马路,那边",14,urban_renewal,service,好奇,4,neutral,0.88,medium,0.82,True,宜昌,relevant,休闲娱乐,11,3,酒吧,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.27999969374498,30.695398753264442,526825.84,3397237.6,山丘酒吧,休闲娱乐
e0054,xiling_wujia,xiaohongshu,2025-07-12T04:46:32+08:00,2025-07-12T04:46:32+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_operation,environment,失望,4,negative,0.9,high,0.86,True,宜昌,relevant,政府机构及社会团体,1,0,地市级政府及事业单位,,T2,宜昌市人民政府,ermalu,ermalu_oldstreet,111.28132259576772,30.694013155984937,526952.97,3397084.31,宜昌市人民政府,政府机构及社会团体
e0055,xiling_wujia,dianping,2025-07-16T18:52:08+08:00,2025-07-16T18:52:08+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_operation,event,愤怒,5,negative,0.79,medium,0.87,True,宜昌,relevant,休闲娱乐,1,2,酒吧,,T2,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.28268372933422,30.694927526614663,527083.12,3397186.0,Sober.醒Club酒吧,休闲娱乐
e0056,xiling_wujia,xiaohongshu,2025-07-16T13:17:53+08:00,2025-07-16T13:17:53+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",15,urban_governance,culture,失望,4,negative,0.72,high,0.98,True,宜昌,relevant,休闲娱乐,12,1,酒吧,,T2,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2836737224136,30.693907559853375,527178.25,3397073.17,Sober.醒Club酒吧,休闲娱乐
e0057,xiling_wujia,dianping,2025-07-14T03:39:20+08:00,2025-07-14T03:39:20+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,service,愤怒,5,negative,0.93,medium,0.82,True,宜昌,relevant,体育休闲服务,12,7,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28465965491563,30.69707205910498,527271.82,3397424.24,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0058,xiling_wujia,meituan,2025-07-14T16:30:45+08:00,2025-07-14T16:30:45+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来",18,urban_operation,service,期待,5,positive,0.93,medium,0.81,True,宜昌,relevant,休闲娱乐,2,0,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.28231670290566,30.693214969090608,527048.43,3396996.05,Nine.籁Whisky&cocktail bar,休闲娱乐
e0059,xiling_wujia,12345,2025-07-15T07:23:48+08:00,2025-07-15T07:23:48+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,event,愤怒,4,negative,0.63,medium,0.87,True,宜昌,relevant,住宿服务,14,0,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,general,111.28150269011779,30.69928276680527,526968.75,3397668.56,宜昌丽锦快捷假日酒店,住宿服务
e0060,xiling_wujia,weibo,2025-07-12T02:31:54+08:00,2025-07-12T02:31:54+08:00,一般水平,"水平,一般",4,urban_operation,facility,好奇,3,neutral,0.23,medium,0.94,True,宜昌,relevant,餐饮服务,3,1,中餐厅,,T2,把把烧(恒大步行街店),ermalu,ermalu_oldstreet,111.27841463101574,30.699837115237727,526672.76,3397729.28,把把烧(恒大步行街店),餐饮服务
e0061,xiling_wujia,meituan,2025-07-17T18:38:32+08:00,2025-07-17T18:38:32+08:00,二马路那边人挺多的,"二马路,那边",15,urban_operation,culture,好奇,5,neutral,0.61,high,0.81,True,宜昌,relevant,购物服务,24,1,特色商业街,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28033786311767,30.695692643427567,526858.15,3397270.27,二马路历史文化街区,购物服务
e0062,xiling_wujia,xiaohongshu,2025-07-15T15:10:23+08:00,2025-07-15T15:10:23+08:00,二马路那边人挺多的,"二马路,那边",9,urban_governance,service,中性,2,neutral,0.26,high,0.79,True,宜昌,relevant,住宿服务,0,2,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.28094996531806,30.69751472237867,526916.29,3397472.42,宜昌丽锦快捷假日酒店,住宿服务
e0063,xiling_wujia,weibo,2025-07-14T09:25:09+08:00,2025-07-14T09:25:09+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_operation,service,愤怒,4,negative,0.92,high,0.8,True,宜昌,relevant,金融保险服务,5,0,中国工商银行,,T2,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.28114338435425,30.696731463206714,526935.04,3397385.63,中国工商银行(三峡云集支行),金融保险服务
