id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e0011,xiling_wujia,xiaohongshu,2025-02-01T20:32:55+08:00,2025-02-01T20:32:55+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_governance,environment,失望,4,negative,0.84,medium,0.83,True,宜昌,relevant,休闲娱乐,2,8,酒吧,,T1,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27546190172983,30.698320138587178,526390.29,3397560.41,神话酒吧(大南门店),休闲娱乐
e0012,xiling_wujia,dianping,2025-02-09T05:49:08+08:00,2025-02-09T05:49:08+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_operation,facility,失望,4,negative,0.63,high,0.79,True,宜昌,relevant,科教文化服务,4,13,中学,,T1,宜昌市五中,ermalu,ermalu_oldstreet,111.28412533670775,30.694302543012963,527221.41,3397117.06,宜昌市五中,科教文化服务
e0013,xiling_wujia,xiaohongshu,2025-02-05T12:42:04+08:00,2025-02-05T12:42:04+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_operation,service,愤怒,5,negative,0.97,low,0.85,True,宜昌,relevant,风景名胜,30,3,热点地名,,T1,南湖公园,ermalu,riverside,111.28565570970429,30.695134733064624,527367.8,3397209.7,南湖公园,风景名胜
e0014,xiling_wujia,weibo,2025-02-06T06:43:43+08:00,2025-02-06T06:43:43+08:00,没什么特别,"没什么,特别,人多",5,urban_operation,facility,好奇,3,neutral,0.24,high,0.98,True,宜昌,relevant,交通设施服务,1,0,停车场相关,,T1,陶珠路停车场,ermalu,transit_hub,111.27700566681007,30.69638351772453,526538.72,3397346.07,陶珠路停车场,交通设施服务
e0015,xiling_wujia,12345,2025-02-06T11:21:48+08:00,2025-02-06T11:21:48+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_governance,service,失望,5,negative,0.79,low,0.84,True,宜昌,relevant,风景名胜,16,4,热点地名,,T1,南湖公园,ermalu,riverside,111.28553171209848,30.695617292786242,527355.78,3397263.17,南湖公园,风景名胜
e0016,xiling_wujia,12345,2025-02-08T21:15:28+08:00,2025-02-08T21:15:28+08:00,普通,普通,2,urban_renewal,service,好奇,1,neutral,0.26,low,0.82,True,宜昌,relevant,住宿服务,3,6,宾馆酒店,,T1,宜昌丽锦快捷假日酒店,ermalu,general,111.281916606918,30.698608139504724,527008.6,3397593.87,宜昌丽锦快捷假日酒店,住宿服务
e0017,xiling_wujia,dianping,2025-02-09T22:12:40+08:00,2025-02-09T22:12:40+08:00,也就那样吧,那样,5,urban_governance,event,中性,2,neutral,0.5,low,0.85,True,宜昌,relevant,住宿服务,15,2,宾馆酒店,,T1,宜昌丽锦快捷假日酒店,ermalu,general,111.28179615163188,30.698045865115184,526997.21,3397531.51,宜昌丽锦快捷假日酒店,住宿服务
e0018,xiling_wujia,xiaohongshu,2025-02-06T15:36:09+08:00,2025-02-06T15:36:09+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_governance,environment,愤怒,4,negative,0.6,medium,0.86,True,宜昌,relevant,金融保险服务,0,2,中国工商银行,,T1,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.28189635523728,30.69694814003297,527007.12,3397409.83,中国工商银行(三峡云集支行),金融保险服务
e0019,xiling_wujia,meituan,2025-02-07T21:03:31+08:00,2025-02-07T21:03:31+08:00,井盖松动没人处理，差点绊倒,"井盖,绊倒,松动,差点,处理",13,urban_operation,facility,愤怒,5,negative,0.62,high,0.84,True,宜昌,relevant,商务住宅,4,0,住宅小区,,T1,紫晶城天御,ermalu,ermalu_oldstreet,111.27614247105033,30.697388149593593,526455.75,3397457.24,紫晶城天御,商务住宅
e0020,xiling_wujia,dianping,2025-02-02T00:33:15+08:00,2025-02-02T00:33:15+08:00,设双向四车道,"车道,双向",6,urban_operation,facility,中性,1,neutral,0.35,low,0.95,True,宜昌,relevant,商务住宅,4,0,住宅小区,,T1,紫晶城天御,ermalu,ermalu_oldstreet,111.27815888583162,30.697582497780374,526648.87,3397479.26,紫晶城天御,商务住宅
e0021,xiling_wujia,xiaohongshu,2025-02-01T01:30:57+08:00,2025-02-01T01:30:57+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便,人多",9,urban_operation,facility,愤怒,3,negative,0.32,low,0.95,True,宜昌,relevant,金融保险服务,3,5,中国建设银行,,T1,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.2829382520763,30.696144024371456,527107.16,3397320.93,中国建设银行(西陵支行),金融保险服务
e0022,xiling_wujia,dianping,2025-02-09T13:40:16+08:00,2025-02-09T13:40:16+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",12,urban_governance,culture,失望,4,negative,0.94,medium,0.93,True,宜昌,relevant,金融保险服务,2,1,中国工商银行,,T1,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.28175855181843,30.69675115879726,526993.97,3397387.96,中国工商银行(三峡云集支行),金融保险服务
e0023,xiling_wujia,dianping,2025-02-01T19:10:34+08:00,2025-02-01T19:10:34+08:00,也就那样吧,那样,5,urban_renewal,event,中性,1,neutral,0.24,high,0.93,True,宜昌,relevant,交通设施服务,0,2,公交车站相关,,T1,一马路(公交站),ermalu,transit_hub,111.2843468828177,30.69115283332394,527243.52,3396767.93,一马路(公交站),交通设施服务
e0024,xiling_wujia,xiaohongshu,2025-02-03T22:50:39+08:00,2025-02-03T22:50:39+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时,人多",13,urban_governance,service,愤怒,5,negative,0.91,low,0.9,True,宜昌,relevant,体育休闲服务,13,0,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28390116162466,30.6979548675222,527198.91,3397521.93,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0025,xiling_wujia,meituan,2025-02-07T20:29:33+08:00,2025-02-07T20:29:33+08:00,这段路烂得不像话，半年没人修,"没人修,不像话,这段,半年",14,urban_governance,service,愤怒,5,negative,0.75,low,0.98,True,宜昌,relevant,体育休闲服务,27,0,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28525722390116,30.698298771033755,527328.73,3397560.38,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0026,xiling_wujia,dianping,2025-02-06T03:27:38+08:00,2025-02-06T03:27:38+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_operation,service,愤怒,4,negative,0.6,medium,0.9,True,宜昌,relevant,科教文化服务,10,4,培训机构,,T1,宜昌市青少年宫,ermalu,ermalu_oldstreet,111.28582644981044,30.693688191943743,527384.56,3397049.37,宜昌市青少年宫,科教文化服务
e0027,xiling_wujia,meituan,2025-02-05T11:52:35+08:00,2025-02-05T11:52:35+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_governance,culture,失望,5,negative,1.0,medium,0.96,True,宜昌,relevant,金融保险服务,3,0,中国工商银行,,T1,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.28140515015808,30.69723252296518,526959.98,3397441.24,中国工商银行(三峡云集支行),金融保险服务
e0028,xiling_wujia,meituan,2025-02-07T18:14:01+08:00,2025-02-07T18:14:01+08:00,解放路步行街逛着舒服，老字号都回来了,"解放路,步行街,老字号,舒服,回来",18,urban_governance,service,满足,5,positive,0.78,medium,0.97,True,宜昌,relevant,金融保险服务,4,1,中国工商银行,,T1,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.28125195295448,30.69727553159409,526945.29,3397445.97,中国工商银行(三峡云集支行),金融保险服务
e0029,xiling_wujia,xiaohongshu,2025-02-01T20:36:53+08:00,2025-02-01T20:36:53+08:00,红星路夜市烟火气十足，必须打卡,"红星路,打卡,夜市,烟火,十足",15,urban_operation,culture,喜爱,4,positive,0.96,high,0.99,True,宜昌,relevant,购物服务,3,8,步行街,,T1,宜昌解放路步行街,ermalu,ermalu_oldstreet,111.27912480572407,30.69986670831029,526740.78,3397732.73,宜昌解放路步行街,购物服务
e0030,xiling_wujia,dianping,2025-02-05T10:52:25+08:00,2025-02-05T10:52:25+08:00,客运中心又脏又乱，失望,"客运,失望,中心",11,urban_renewal,environment,愤怒,4,negative,0.67,medium,0.97,True,宜昌,relevant,交通设施服务,2,6,公交车站相关,,T1,一马路(公交站),ermalu,transit_hub,111.28338312555589,30.692705492195266,527150.75,3396939.83,一马路(公交站),交通设施服务
e0031,xiling_wujia,meituan,2025-02-07T03:11:46+08:00,2025-02-07T03:11:46+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹,春节",18,urban_governance,service,期待,4,positive,0.87,low,0.98,True,宜昌,relevant,住宿服务,3,2,宾馆酒店,,T1,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.2813430765441,30.69808025051075,526953.8,3397535.21,宜昌丽锦快捷假日酒店,住宿服务
e0032,xiling_wujia,meituan,2025-02-06T03:08:56+08:00,2025-02-06T03:08:56+08:00,活动结束垃圾满地没人扫，太乱,"太乱,满地,垃圾,没人,结束",15,urban_operation,event,愤怒,5,negative,0.77,low,0.89,True,宜昌,relevant,购物服务,4,0,步行街,,T1,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.28007116093099,30.699366539688654,526831.59,3397677.51,宜昌解放路步行街,购物服务
e0033,xiling_wujia,meituan,2025-02-03T04:19:49+08:00,2025-02-03T04:19:49+08:00,大南门那边停车太难，绕了三圈,"大南门,三圈,太难,停车,那边",14,urban_governance,event,愤怒,5,negative,0.94,high,0.92,True,宜昌,relevant,休闲娱乐,2,4,迪厅,,T1,夜上海舞厅,ermalu,ermalu_oldstreet,111.27967600608352,30.697361504880345,526794.28,3397455.13,夜上海舞厅,休闲娱乐
e0034,xiling_wujia,xiaohongshu,2025-02-09T02:42:08+08:00,2025-02-09T02:42:08+08:00,滨江江边有异味，怀疑排污,"异味,排污,滨江,江边,怀疑",12,urban_renewal,service,失望,5,negative,0.77,low,0.78,True,宜昌,relevant,风景名胜,1,1,公园,,T1,滨江公园,ermalu,riverside,111.28087784993792,30.692617787900584,526910.74,3396929.5,滨江公园,风景名胜
e0035,xiling_wujia,meituan,2025-02-09T10:05:35+08:00,2025-02-09T10:05:35+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服,春节",11,urban_governance,service,失望,4,negative,0.66,medium,0.91,True,宜昌,relevant,交通设施服务,27,3,公交车站相关,,T1,解放路(公交站),ermalu,ermalu_oldstreet,111.28050426819806,30.6975480787772,526873.58,3397476.01,解放路(公交站),交通设施服务
e0036,xiling_wujia,weibo,2025-02-03T13:38:17+08:00,2025-02-03T13:38:17+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为,拥挤",11,urban_operation,service,失望,4,negative,1.0,low,0.9,True,宜昌,relevant,交通设施服务,14,6,公交车站相关,,T1,市政府(公交站),ermalu,transit_hub,111.2802637716622,30.694777202000306,526851.31,3397168.76,市政府(公交站),交通设施服务
e0037,xiling_wujia,weibo,2025-02-03T07:39:48+08:00,2025-02-03T07:39:48+08:00,滨江步道路灯坏了好几个,"道路灯,滨江,好几个,开街",11,urban_renewal,facility,愤怒,5,negative,0.75,medium,0.8,True,宜昌,relevant,风景名胜,10,1,热点地名,,T1,南湖公园,ermalu,riverside,111.28561563463292,30.6951028709711,527363.97,3397206.16,南湖公园,风景名胜
e0038,xiling_wujia,meituan,2025-02-02T00:01:03+08:00,2025-02-02T00:01:03+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_governance,service,愤怒,4,negative,0.86,low,0.94,True,宜昌,relevant,休闲娱乐,23,5,网吧,,T1,奥汀电竞,ermalu,ermalu_oldstreet,111.2816737139019,30.69527202043605,526986.26,3397223.95,奥汀电竞,休闲娱乐
e0039,xiling_wujia,xiaohongshu,2025-02-03T10:46:11+08:00,2025-02-03T10:46:11+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_renewal,environment,喜爱,5,positive,0.84,low,0.82,True,宜昌,relevant,住宿服务,7,1,宾馆酒店,,T1,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.27756390195589,30.69890028062385,526591.51,3397625.22,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0040,xiling_wujia,dianping,2025-02-03T07:59:39+08:00,2025-02-03T07:59:39+08:00,营业十二小时,"十二,营业,小时,拥挤",6,urban_renewal,service,中性,2,neutral,0.5,medium,0.89,True,宜昌,relevant,体育休闲服务,1,2,三级甲等医院,,T1,宜昌市中心人民医院西陵院区体检中心,ermalu,ermalu_oldstreet,111.2828023190339,30.695156418437804,527094.42,3397211.41,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
e0041,xiling_wujia,12345,2025-02-06T17:29:37+08:00,2025-02-06T17:29:37+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜",15,urban_planning,culture,愤怒,5,negative,0.62,medium,0.82,True,宜昌,relevant,科教文化服务,1,5,文化宫,,T1,宜昌市工人文化宫,ermalu,ermalu_oldstreet,111.28528736347596,30.696157971009,527332.22,3397323.05,宜昌市工人文化宫,科教文化服务
e0042,xiling_wujia,xiaohongshu,2025-02-01T10:26:37+08:00,2025-02-01T10:26:37+08:00,大南门那边停车太难，绕了三圈,"大南门,三圈,太难,停车,那边,拥挤",15,urban_renewal,facility,失望,4,negative,0.92,medium,0.98,True,宜昌,relevant,餐饮服务,18,1,中餐厅,,T1,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.28400652090006,30.695489330255675,527209.69,3397248.61,瑜儿腊货馆,餐饮服务
e0043,xiling_wujia,dianping,2025-02-06T17:26:57+08:00,2025-02-06T17:26:57+08:00,磨基山公园绿化做得漂亮,"磨基山,绿化,公园,漂亮",11,urban_governance,environment,满足,5,positive,0.6,medium,0.93,True,宜昌,relevant,体育休闲服务,17,4,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28421696136729,30.696904989092612,527229.46,3397405.61,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0044,xiling_wujia,meituan,2025-02-07T18:12:40+08:00,2025-02-07T18:12:40+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",15,urban_renewal,environment,失望,5,negative,0.88,low,0.9,True,宜昌,relevant,住宿服务,1,0,宾馆酒店,,T1,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.27652095560633,30.70144218581183,526490.9,3397906.78,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务
e0045,xiling_wujia,dianping,2025-02-08T16:43:48+08:00,2025-02-08T16:43:48+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_operation,service,愤怒,5,negative,0.93,medium,0.82,True,宜昌,relevant,政府机构及社会团体,2,2,地市级政府及事业单位,,T1,宜昌市人民政府,ermalu,ermalu_oldstreet,111.28103182084472,30.694377660588717,526925.01,3397124.65,宜昌市人民政府,政府机构及社会团体
e0046,xiling_wujia,dianping,2025-02-05T09:18:36+08:00,2025-02-05T09:18:36+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_renewal,environment,愤怒,5,negative,0.73,low,0.84,True,宜昌,relevant,体育休闲服务,4,0,三级甲等医院,,T1,宜昌市中心人民医院西陵院区体检中心,ermalu,ermalu_oldstreet,111.28281446567817,30.695532942318824,527095.47,3397253.16,宜昌市中心人民医院西陵院区体检中心,体育休闲服务
e0047,xiling_wujia,xiaohongshu,2025-02-03T07:32:01+08:00,2025-02-03T07:32:01+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江,拥挤",14,urban_governance,event,喜爱,4,positive,0.8,low,0.81,True,宜昌,relevant,科教文化服务,13,1,小学,,T1,红星路小学,ermalu,ermalu_oldstreet,111.28361829383223,30.69359622466146,527173.03,3397038.64,红星路小学,科教文化服务
e0048,xiling_wujia,meituan,2025-02-06T17:31:43+08:00,2025-02-06T17:31:43+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_renewal,service,愤怒,5,negative,0.97,high,0.92,True,宜昌,relevant,交通设施服务,1,6,公交车站相关,,T1,一马路(公交站),ermalu,transit_hub,111.28364418506527,30.692173761418502,527175.91,3396880.94,一马路(公交站),交通设施服务
e0049,xiling_wujia,dianping,2025-02-06T13:00:08+08:00,2025-02-06T13:00:08+08:00,剧院音响效果差，失望,"音响效果,剧院,失望,开街",10,urban_governance,culture,愤怒,5,negative,0.74,low,0.8,True,宜昌,relevant,政府机构及社会团体,4,5,地市级政府及事业单位,,T1,宜昌市人民政府,ermalu,ermalu_oldstreet,111.28212248463973,30.694193335404385,527029.55,3397104.47,宜昌市人民政府,政府机构及社会团体
e0050,xiling_wujia,12345,2025-02-07T16:20:47+08:00,2025-02-07T16:20:47+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_renewal,service,失望,4,negative,0.82,high,0.89,True,宜昌,relevant,体育休闲服务,9,1,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,ermalu_oldstreet,111.28495564226,30.696937851576905,527300.22,3397409.43,圆心大药房(宜昌第一人民医院店),体育休闲服务
e0051,xiling_wujia,meituan,2025-02-02T20:52:39+08:00,2025-02-02T20:52:39+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",14,urban_operation,culture,愤怒,5,negative,0.98,medium,0.9,True,宜昌,relevant,餐饮服务,24,0,特色/地方风味餐厅,,T1,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28009177835568,30.696083713835385,526834.47,3397313.56,花果牛魔王高品质烤牛肉,餐饮服务
e0052,xiling_wujia,dianping,2025-02-08T20:14:20+08:00,2025-02-08T20:14:20+08:00,大南门那边停车太难，绕了三圈,"大南门,三圈,太难,停车,那边",14,urban_operation,facility,愤怒,5,negative,0.85,medium,0.87,True,宜昌,relevant,生活服务,3,1,美容美发店,,T1,季域足道·采耳·SPA(陶珠路店),ermalu,ermalu_oldstreet,111.27897303284661,30.69798828603224,526726.76,3397524.45,季域足道·采耳·SPA(陶珠路店),生活服务
e0053,xiling_wujia,meituan,2025-02-06T10:23:02+08:00,2025-02-06T10:23:02+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_renewal,service,满足,5,positive,0.86,high,0.92,True,宜昌,relevant,科教文化服务,1,3,文化宫,,T1,宜昌市工人文化宫,ermalu,general,111.28701565373639,30.69714821840019,527497.52,3397433.25,宜昌市工人文化宫,科教文化服务
e0054,xiling_wujia,meituan,2025-02-01T21:57:53+08:00,2025-02-01T21:57:53+08:00,这家店服务态度差，不会再来了,"服务态度,再来,这家,不会",14,urban_operation,service,失望,5,negative,0.74,high,0.8,True,宜昌,relevant,购物服务,14,0,步行街,,T1,宜昌解放路步行街,ermalu,ermalu_oldstreet,111.2778759461307,30.701227411748015,526620.77,3397883.29,宜昌解放路步行街,购物服务
e0055,xiling_wujia,xiaohongshu,2025-02-06T18:10:09+08:00,2025-02-06T18:10:09+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_operation,event,失望,4,negative,0.67,low,0.94,True,宜昌,relevant,金融保险服务,10,7,中国工商银行,,T1,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.28167189360674,30.697124722241764,526985.57,3397429.35,中国工商银行(三峡云集支行),金融保险服务
e0056,xiling_wujia,dianping,2025-02-03T16:46:04+08:00,2025-02-03T16:46:04+08:00,下水道堵了，路上全是积水没人管,"没人管,下水道,积水,全是,路上,拥挤",14,urban_operation,facility,失望,5,negative,0.98,high,0.91,True,宜昌,relevant,金融保险服务,6,3,中国建设银行,,T1,阿杜菜馆@埋点,ermalu,ermalu_oldstreet,111.28302992989069,30.696496914575693,527115.85,3397360.08,中国建设银行(西陵支行),金融保险服务
e0057,xiling_wujia,12345,2025-02-09T06:59:02+08:00,2025-02-09T06:59:02+08:00,二马路春节人多挤死了，寸步难行,"二马路,挤死,寸步难行,人多,春节,人多",9,urban_operation,culture,失望,1,negative,0.48,medium,0.87,True,宜昌,relevant,餐饮服务,2,1,特色/地方风味餐厅,,T1,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.28069624780177,30.69668251057133,526892.22,3397380.09,花果牛魔王高品质烤牛肉,餐饮服务
e0058,xiling_wujia,dianping,2025-02-09T07:41:20+08:00,2025-02-09T07:41:20+08:00,普普通通,普普通通,4,urban_governance,service,好奇,3,neutral,0.31,high,0.86,True,宜昌,relevant,休闲娱乐,21,0,酒吧,,T1,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.27512469454611,30.698420377910065,526357.96,3397571.44,神话酒吧(大南门店),休闲娱乐
e0059,xiling_wujia,xiaohongshu,2025-02-08T13:38:09+08:00,2025-02-08T13:38:09+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望,拥挤",13,urban_operation,environment,愤怒,5,negative,0.84,medium,0.9,True,宜昌,relevant,体育休闲服务,2,0,口腔医院,,T1,宜昌牙管家口腔(隆康路总院),ermalu,general,111.28706769811022,30.695516552866955,527502.97,3397252.37,宜昌牙管家口腔(隆康路总院),体育休闲服务
e0060,xiling_wujia,12345,2025-02-02T08:22:57+08:00,2025-02-02T08:22:57+08:00,江边垃圾没人清理，味道难闻,"难闻,江边,垃圾,清理,味道",13,urban_renewal,environment,失望,4,negative,0.75,high,0.88,True,宜昌,relevant,购物服务,7,1,步行街,,T1,宜昌解放路步行街,ermalu,ermalu_oldstreet,111.27898061602008,30.6999427104715,526726.95,3397741.13,宜昌解放路步行街,购物服务
e0061,xiling_wujia,dianping,2025-02-07T10:07:33+08:00,2025-02-07T10:07:33+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",15,urban_operation,service,愤怒,4,negative,0.97,medium,0.91,True,宜昌,relevant,休闲娱乐,1,4,酒吧,,T1,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.27974271360321,30.695474633882718,526801.2,3397245.95,山丘酒吧,休闲娱乐
e0062,xiling_wujia,meituan,2025-02-09T21:23:17+08:00,2025-02-09T21:23:17+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品,拥挤",13,urban_operation,culture,愤怒,4,negative,0.61,high,0.8,True,宜昌,relevant,体育休闲服务,10,4,药房,,T1,圆心大药房(宜昌第一人民医院店),ermalu,general,111.28529876306374,30.69727164871449,527333.0,3397446.52,圆心大药房(宜昌第一人民医院店),体育休闲服务
