id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e00034,yichang,meituan,2025-07-16T21:52:43+08:00,2025-07-16T21:52:43+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区",11,urban_renewal,service,愤怒,1.0,negative,1.0,medium,0.58,True,宜昌,relevant,商务住宅,6,0,住宅小区,,T2,江山多娇三期,core,general,residential,,111.3459,30.6444,533155.94,3.3916002e+06,江山多娇三期,商务住宅,0.16,Very Negative,0.11,焦虑担忧,焦虑担忧,,
e00035,yichang,meituan,2025-07-13T19:38:11+08:00,2025-07-13T19:38:11+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区",11,urban_renewal,service,愤怒,1.0,negative,1.0,low,0.612,True,宜昌,relevant,商务住宅,7,7,住宅小区,,T2,江山多娇三期,core,general,residential,,111.3456,30.6452,533128.06,3.3916892e+06,江山多娇三期,商务住宅,0.16,Very Negative,0.11,焦虑担忧,焦虑担忧,,
e00036,yichang,weibo,2025-07-17T06:51:21+08:00,2025-07-17T06:51:21+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.57,True,宜昌,relevant,商务住宅,1,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.346,30.6447,533170.6,3.391632e+06,江山多娇三期,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e00037,yichang,meituan,2025-07-12T15:34:11+08:00,2025-07-12T15:34:11+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_renewal,service,满足,1.0,positive,1.0,medium,0.572,True,宜昌,relevant,商务住宅,23,1,住宅小区,,T2,江山多娇三期,core,general,residential,,111.3448,30.6449,533051.5,3.391661e+06,江山多娇三期,商务住宅,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e00038,yichang,xiaohongshu,2025-07-17T11:56:49+08:00,2025-07-17T11:56:49+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_renewal,service,失望,0.66,negative,0.66,low,0.546,True,宜昌,relevant,商务住宅,19,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.3449,30.644,533064.9,3.3915552e+06,江山多娇三期,商务住宅,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e00039,yichang,weibo,2025-07-19T18:45:20+08:00,2025-07-19T18:45:20+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_renewal,service,喜爱,0.73,positive,0.73,high,0.547,True,宜昌,relevant,商务住宅,0,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.3444,30.6445,533008.6,3.3916172e+06,江山多娇三期,商务住宅,0.69,Positive,0.11,喜悦满意,喜悦满意,,
e00051,yichang,dianping,2025-07-19T18:42:18+08:00,2025-07-19T18:42:18+08:00,磨基山公园绿化漂亮，登高看全城,"磨基山,登高,绿化,全城,公园",15,urban_operation,event,满足,1.0,positive,1.0,high,0.579,True,宜昌,relevant,购物服务,3,11,家具城,,T2,林氏家居(宜昌易家居店),core,general,riverside,,111.3319,30.7317,531783.9,3.4012752e+06,林氏家居(宜昌易家居店),购物服务,0.98,Very Positive,0.15,喜悦满意,喜悦满意,,
e00052,yichang,dianping,2025-07-19T07:27:23+08:00,2025-07-19T07:27:23+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_planning,event,满足,0.72,positive,0.72,high,0.585,True,宜昌,relevant,城市生活,11,1,,,T2,2025-07 暑假周末·年轻人涌入,core,general,riverside,,111.3326,30.732,531851.7,3.4013098e+06,,core,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e00054,yichang,xiaohongshu,2025-07-16T21:02:58+08:00,2025-07-16T21:02:58+08:00,普普通通,普普通通,4,urban_operation,culture,好奇,0.2,neutral,0.2,high,0.446,True,猇亭区,relevant,生活服务,8,0,生活服务,,T2,家政·猇亭区1845,central_outer,general,general,,111.4512,30.6196,543260.9,3.388887e+06,家政·猇亭区1845,生活服务,0.5,Neutral,0.04,其他,其他,,
e00055,yichang,dianping,2025-07-16T08:34:15+08:00,2025-07-16T08:34:15+08:00,城区绿化提升明显，舒服,"绿化,城区,舒服,提升,明显",11,urban_operation,service,期待,1.0,positive,1.0,low,0.466,True,猇亭区,relevant,生活服务,10,0,生活服务,,T2,家政·猇亭区1845,central_outer,general,general,,111.4505,30.6199,543198.2,3.388919e+06,家政·猇亭区1845,生活服务,0.99,Very Positive,0.11,期待建议,期待建议,,
e00056,yichang,xiaohongshu,2025-07-14T13:46:04+08:00,2025-07-14T13:46:04+08:00,感觉一般,"感觉,一般",4,urban_planning,facility,中性,0.27,neutral,0.27,high,0.451,True,猇亭区,relevant,生活服务,6,2,生活服务,,T2,家政·猇亭区1845,central_outer,general,general,盼BRT,111.452,30.6203,543334.9,3.3889622e+06,家政·猇亭区1845,生活服务,0.55,Neutral,0.04,其他,其他,,
e00065,yichang,meituan,2025-07-12T13:32:45+08:00,2025-07-12T13:32:45+08:00,就这样吧,这样,4,urban_operation,event,好奇,0.242,neutral,0.242,high,0.548,True,宜昌,relevant,体育休闲服务,8,0,医疗保健用品,,T2,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.2935,30.6905,528121.44,3.3967015e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.53,Neutral,0.04,其他,其他,,
e00066,yichang,weibo,2025-07-16T11:29:23+08:00,2025-07-16T11:29:23+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,期待,0.56,positive,0.56,high,0.591,True,宜昌,relevant,住宿服务,36,0,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,,111.2933,30.69,528103.5,3.3966422e+06,宜昌廊桥宾馆,住宿服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e00067,yichang,dianping,2025-07-19T04:29:41+08:00,2025-07-19T04:29:41+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,service,失望,0.98,negative,0.98,high,0.577,True,宜昌,relevant,城市生活,4,6,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.2923,30.69,528006.7,3.3966445e+06,,core,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e00068,yichang,12345,2025-07-13T16:09:01+08:00,2025-07-13T16:09:01+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,culture,失望,1.0,negative,1.0,medium,0.596,True,宜昌,relevant,城市生活,5,1,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.2927,30.6905,528041.56,3.3966985e+06,,core,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e00069,yichang,12345,2025-07-16T05:05:33+08:00,2025-07-16T05:05:33+08:00,国庆活动办得热闹喜庆,"办得,喜庆,热闹,国庆,活动",10,urban_operation,event,喜爱,0.92,positive,0.92,low,0.547,True,宜昌,relevant,体育休闲服务,1,1,医疗保健用品,,T2,健耳听力助听器(宜昌夷陵大道店),core,general,venue,夜经济,111.2939,30.6905,528159.56,3.3966972e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.86,Very Positive,0.1,喜悦满意,喜悦满意,,
e00070,yichang,xiaohongshu,2025-07-14T01:42:19+08:00,2025-07-14T01:42:19+08:00,没什么特别,"没什么,特别",5,urban_operation,service,中性,0.256,neutral,0.256,medium,0.581,True,宜昌,relevant,住宿服务,6,3,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,业态,111.2928,30.6905,528053.56,3.396693e+06,宜昌廊桥宾馆,住宿服务,0.46,Neutral,0.05,其他,其他,,
e00071,yichang,meituan,2025-07-14T12:49:53+08:00,2025-07-14T12:49:53+08:00,万达广场开业带动周边活力,"万达,开业,活力,周边,广场",12,urban_operation,service,满足,1.0,positive,1.0,medium,0.621,True,宜昌,relevant,住宿服务,0,1,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,,111.2933,30.6898,528104.3,3.3966225e+06,宜昌廊桥宾馆,住宿服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e00072,yichang,weibo,2025-07-12T16:04:32+08:00,2025-07-12T16:04:32+08:00,活动结束垃圾满地没人扫，太乱,"太乱,满地,垃圾,没人,结束",14,urban_operation,event,愤怒,1.0,negative,1.0,low,0.551,True,宜昌,relevant,城市生活,5,1,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.2927,30.6905,528047.25,3.3966965e+06,,core,0.1,Very Negative,0.14,不满抱怨,不满抱怨,,
e00073,yichang,12345,2025-07-13T01:54:03+08:00,2025-07-13T01:54:03+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,facility,期待,1.0,positive,1.0,high,0.555,True,宜昌,relevant,城市生活,4,3,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.2926,30.6904,528032.5,3.3966818e+06,,core,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e00074,yichang,dianping,2025-07-17T08:13:20+08:00,2025-07-17T08:13:20+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,满足,1.0,positive,1.0,high,0.584,True,宜昌,relevant,住宿服务,0,4,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,,111.2932,30.6897,528090.0,3.3966092e+06,宜昌廊桥宾馆,住宿服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e00075,yichang,12345,2025-07-14T08:49:51+08:00,2025-07-14T08:49:51+08:00,也就那样吧,那样,5,urban_operation,service,中性,0.242,neutral,0.242,low,0.551,True,宜昌,relevant,住宿服务,3,1,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,业态,111.2933,30.6904,528103.1,3.3966875e+06,宜昌廊桥宾馆,住宿服务,0.53,Neutral,0.05,其他,其他,,
e00076,yichang,xiaohongshu,2025-07-18T17:31:28+08:00,2025-07-18T17:31:28+08:00,活动结束垃圾满地没人扫，太乱,"太乱,满地,垃圾,没人,结束",14,urban_operation,event,愤怒,1.0,negative,1.0,medium,0.579,True,宜昌,relevant,体育休闲服务,4,6,医疗保健用品,,T2,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.2937,30.6909,528144.4,3.3967438e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.1,Very Negative,0.14,不满抱怨,不满抱怨,,
e00077,yichang,12345,2025-07-16T23:52:47+08:00,2025-07-16T23:52:47+08:00,文创市集周末很火，氛围好,"文创,很火,市集,氛围,周末",12,urban_operation,event,喜爱,1.0,positive,1.0,low,0.565,True,宜昌,relevant,体育休闲服务,9,1,医疗保健用品,,T2,健耳听力助听器(宜昌夷陵大道店),core,general,venue,夜经济,111.293,30.6905,528076.3,3.3967012e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.95,Very Positive,0.12,喜悦满意,喜悦满意,,
e00078,yichang,dianping,2025-07-16T06:21:56+08:00,2025-07-16T06:21:56+08:00,夷陵广场周边停车太难，绕三圈找不到位,"三圈,夷陵,太难,停车,到位",18,urban_operation,service,失望,0.86,negative,0.86,medium,0.574,True,宜昌,relevant,住宿服务,4,7,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,收费不合理,111.2931,30.69,528083.1,3.3966425e+06,宜昌廊桥宾馆,住宿服务,0.17,Very Negative,0.18,不满抱怨,不满抱怨,,
e00079,yichang,xiaohongshu,2025-07-13T06:52:19+08:00,2025-07-13T06:52:19+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,service,好奇,0.242,neutral,0.242,low,0.591,True,宜昌,relevant,住宿服务,4,0,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,业态,111.2929,30.6902,528059.0,3.3966602e+06,宜昌廊桥宾馆,住宿服务,0.47,Neutral,0.06,其他,其他,,
e00080,yichang,12345,2025-07-13T01:26:49+08:00,2025-07-13T01:26:49+08:00,商圈餐饮排队两小时，体验差,"商圈,餐饮,排队,体验,小时",13,urban_operation,service,愤怒,0.68,negative,0.68,medium,0.597,True,宜昌,relevant,住宿服务,3,4,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,,111.2931,30.69,528081.8,3.3966382e+06,宜昌廊桥宾馆,住宿服务,0.26,Negative,0.13,不满抱怨,不满抱怨,,
e00081,yichang,12345,2025-07-19T10:57:23+08:00,2025-07-19T10:57:23+08:00,感觉一般,"感觉,一般",4,urban_operation,service,中性,0.27,neutral,0.27,high,0.585,True,宜昌,relevant,住宿服务,12,0,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,业态调整,111.2931,30.6897,528080.7,3.3966108e+06,宜昌廊桥宾馆,住宿服务,0.55,Neutral,0.04,其他,其他,,
e00082,yichang,meituan,2025-07-19T16:36:37+08:00,2025-07-19T16:36:37+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_operation,service,失望,0.66,negative,0.66,medium,0.616,True,宜昌,relevant,住宿服务,0,0,宾馆酒店,,T2,宜昌廊桥宾馆,core,general,commercial,,111.2933,30.6898,528102.2,3.3966212e+06,宜昌廊桥宾馆,住宿服务,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e00084,yichang,weibo,2025-07-12T14:55:15+08:00,2025-07-12T14:55:15+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_governance,service,满足,1.0,positive,1.0,high,0.468,True,宜昌,relevant,城市生活,8,0,,,T2,2025-07 暑假周末·年轻人涌入,central_outer,general,general,,111.535,30.4235,551403.1,3.3671848e+06,,central_outer,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e00085,yichang,12345,2025-07-19T17:30:46+08:00,2025-07-19T17:30:46+08:00,普通水平,"普通,水平",4,urban_governance,service,好奇,0.298,neutral,0.298,low,0.453,True,宜昌,relevant,城市生活,10,0,,,T2,2025-07 暑假周末·年轻人涌入,central_outer,general,general,,111.5353,30.4233,551428.2,3.3671562e+06,,central_outer,0.43,Neutral,0.04,其他,其他,,
e00090,yichang,weibo,2025-07-14T10:57:36+08:00,2025-07-14T10:57:36+08:00,一般水平,"水平,一般",4,urban_governance,facility,中性,0.298,neutral,0.298,medium,0.455,True,点军区,relevant,交通设施服务,6,1,交通设施服务,,T2,加油站·点军区2317,central_outer,transit_hub,riverside,,111.0395,30.6778,503783.88,3.3952505e+06,加油站·点军区2317,交通设施服务,0.43,Neutral,0.04,其他,其他,,
e00091,yichang,weibo,2025-07-12T21:37:45+08:00,2025-07-12T21:37:45+08:00,管网改造挖了填填了挖，反复折腾烦,"管网,折腾,改造,反复",16,urban_renewal,facility,失望,1.0,negative,1.0,low,0.469,True,宜昌,relevant,城市生活,3,13,,,T2,2025-07 暑假周末·年轻人涌入,central_outer,general,riverside,,111.0399,30.6781,503820.66,3.3952922e+06,,central_outer,0.03,Very Negative,0.16,期待建议,期待建议,,
e00092,yichang,meituan,2025-07-12T06:49:06+08:00,2025-07-12T06:49:06+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_governance,facility,满足,0.72,positive,0.72,low,0.422,True,点军区,relevant,交通设施服务,7,7,交通设施服务,,T2,加油站·点军区2317,central_outer,transit_hub,riverside,,111.0395,30.6773,503788.9,3.3951965e+06,加油站·点军区2317,交通设施服务,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e00099,yichang,meituan,2025-07-15T11:41:15+08:00,2025-07-15T11:41:15+08:00,施工封路公交改道，出行太不方便了,"封路,改道,公交,出行,施工",16,urban_governance,event,失望,0.86,negative,0.86,low,0.586,True,宜昌,relevant,城市生活,1,0,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.3863,30.6257,537034.1,3.3895435e+06,,core,0.17,Very Negative,0.16,不满抱怨,不满抱怨,,
e00100,yichang,dianping,2025-07-15T06:34:10+08:00,2025-07-15T06:34:10+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_operation,facility,期待,1.0,positive,1.0,medium,0.553,True,宜昌,relevant,城市生活,0,7,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.3859,30.6256,536996.75,3.3895295e+06,,core,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
e00101,yichang,dianping,2025-07-16T14:41:14+08:00,2025-07-16T14:41:14+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_governance,environment,愤怒,1.0,negative,1.0,low,0.561,True,宜昌,relevant,城市生活,1,0,,,T2,2025-07 暑假周末·年轻人涌入,core,general,riverside,噪音,111.386,30.6266,537009.75,3.3896425e+06,,core,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e00102,yichang,meituan,2025-07-17T12:58:48+08:00,2025-07-17T12:58:48+08:00,感觉一般,"感觉,一般",4,urban_renewal,facility,好奇,0.27,neutral,0.27,low,0.548,True,宜昌,relevant,城市生活,7,2,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,盼BRT,111.3865,30.6261,537054.7,3.3895808e+06,,core,0.55,Neutral,0.04,其他,其他,,
e00105,yichang,meituan,2025-07-16T20:28:06+08:00,2025-07-16T20:28:06+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_renewal,service,期待,0.82,positive,0.82,low,0.596,True,宜昌,relevant,商务住宅,12,7,住宅小区,,T2,山水华庭,core,general,residential,,111.3443,30.6523,532997.75,3.3924798e+06,山水华庭,商务住宅,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e00106,yichang,12345,2025-07-16T03:56:11+08:00,2025-07-16T03:56:11+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_operation,service,失望,0.66,negative,0.66,medium,0.595,True,宜昌,relevant,商务住宅,8,4,住宅小区,,T2,山水华庭,core,general,residential,,111.3442,30.6519,532994.5,3.3924308e+06,山水华庭,商务住宅,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e00107,yichang,weibo,2025-07-18T20:17:58+08:00,2025-07-18T20:17:58+08:00,一般水平,"水平,一般",4,urban_operation,service,好奇,0.298,neutral,0.298,medium,0.562,True,宜昌,relevant,购物服务,0,0,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,,111.3438,30.6525,532956.06,3.3924975e+06,北山生活超市(东辰心语店),购物服务,0.43,Neutral,0.04,其他,其他,,
e00108,yichang,weibo,2025-07-13T21:06:46+08:00,2025-07-13T21:06:46+08:00,国贸商圈品牌全，逛着舒服,"商圈,国贸,舒服,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.585,True,宜昌,relevant,购物服务,1,1,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,网红,111.3436,30.6528,532936.06,3.3925355e+06,北山生活超市(东辰心语店),购物服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e00109,yichang,12345,2025-07-19T07:00:01+08:00,2025-07-19T07:00:01+08:00,商圈餐饮排队两小时，体验差,"商圈,餐饮,排队,体验,小时",13,urban_operation,service,失望,0.68,negative,0.68,medium,0.6,True,宜昌,relevant,购物服务,2,0,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,底商空置冷清,111.3433,30.6524,532906.06,3.3924868e+06,北山生活超市(东辰心语店),购物服务,0.26,Negative,0.13,不满抱怨,不满抱怨,,
e00110,yichang,dianping,2025-07-14T19:16:22+08:00,2025-07-14T19:16:22+08:00,国贸商圈品牌全，逛着舒服,"商圈,国贸,舒服,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,low,0.58,True,宜昌,relevant,购物服务,1,1,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,,111.343,30.6523,532875.0,3.3924755e+06,北山生活超市(东辰心语店),购物服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e00111,yichang,xiaohongshu,2025-07-16T21:50:12+08:00,2025-07-16T21:50:12+08:00,一般水平,"水平,一般",4,urban_operation,service,中性,0.298,neutral,0.298,low,0.563,True,宜昌,relevant,购物服务,20,4,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,业态调整,111.3429,30.652,532867.25,3.3924395e+06,北山生活超市(东辰心语店),购物服务,0.43,Neutral,0.04,其他,其他,,
e00112,yichang,xiaohongshu,2025-07-15T01:11:49+08:00,2025-07-15T01:11:49+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_operation,service,愤怒,0.76,negative,0.76,high,0.603,True,宜昌,relevant,购物服务,17,0,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,,111.3433,30.6519,532906.1,3.3924332e+06,北山生活超市(东辰心语店),购物服务,0.22,Negative,0.12,不满抱怨,不满抱怨,,
e00113,yichang,meituan,2025-07-16T22:38:57+08:00,2025-07-16T22:38:57+08:00,普普通通,普普通通,4,urban_operation,service,中性,0.2,neutral,0.2,medium,0.597,True,宜昌,relevant,购物服务,23,0,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,业态,111.3438,30.6518,532954.2,3.392417e+06,北山生活超市(东辰心语店),购物服务,0.5,Neutral,0.04,其他,其他,,
e00114,yichang,meituan,2025-07-15T16:32:39+08:00,2025-07-15T16:32:39+08:00,小区环境一般,"小区,环境,一般",6,urban_renewal,service,中性,0.27,neutral,0.27,low,0.54,True,宜昌,relevant,商务住宅,40,0,住宅小区,,T2,山水华庭,core,general,residential,物业,111.3443,30.6527,533000.5,3.3925162e+06,山水华庭,商务住宅,0.55,Neutral,0.06,其他,其他,,
e00115,yichang,dianping,2025-07-19T07:10:49+08:00,2025-07-19T07:10:49+08:00,国贸商圈品牌全，逛着舒服,"商圈,国贸,舒服,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,low,0.564,True,宜昌,relevant,购物服务,14,0,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,网红,111.3437,30.6528,532941.44,3.3925332e+06,北山生活超市(东辰心语店),购物服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e00116,yichang,dianping,2025-07-18T01:49:32+08:00,2025-07-18T01:49:32+08:00,也就那样吧,那样,5,urban_planning,service,中性,0.242,neutral,0.242,low,0.59,True,宜昌,relevant,购物服务,1,0,便民商店/便利店,,T2,北山生活超市(东辰心语店),core,general,commercial,,111.3429,30.6521,532865.7,3.392454e+06,北山生活超市(东辰心语店),购物服务,0.53,Neutral,0.05,其他,其他,,
