id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e00092,yichang,meituan,2025-02-02T12:03:37+08:00,2025-02-02T12:03:37+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_renewal,service,满足,1.0,positive,1.0,high,0.579,True,宜昌,relevant,城市生活,16,2,,,T1,2025-02 春节·二马路一期开街爆满,core,general,general,,111.2923,30.6905,528010.0,3.3966938e+06,,core,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
e00093,yichang,meituan,2025-02-04T05:36:51+08:00,2025-02-04T05:36:51+08:00,普通,普通,2,urban_operation,service,好奇,0.242,neutral,0.242,medium,0.588,True,宜昌,relevant,住宿服务,8,1,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,,111.293,30.6897,528068.9,3.3966095e+06,宜昌廊桥宾馆,住宿服务,0.53,Neutral,0.02,其他,其他,,
e00094,yichang,dianping,2025-02-01T08:46:53+08:00,2025-02-01T08:46:53+08:00,万达广场开业带动周边活力,"万达,开业,活力,周边,广场",12,urban_operation,service,喜爱,1.0,positive,1.0,low,0.617,True,宜昌,relevant,住宿服务,4,5,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,网红,111.2939,30.6898,528155.75,3.396615e+06,宜昌廊桥宾馆,住宿服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e00095,yichang,weibo,2025-02-01T04:54:18+08:00,2025-02-01T04:54:18+08:00,伍家堵车堵到怀疑人生，太差,"伍家,堵车,人生,怀疑",13,urban_governance,facility,愤怒,1.0,negative,1.0,low,0.574,True,宜昌,relevant,城市生活,6,0,,,T1,2025-02 春节·二马路一期开街爆满,core,general,general,,111.2925,30.6908,528024.0,3.3967305e+06,,core,0.1,Very Negative,0.13,焦虑担忧,焦虑担忧,,
e00096,yichang,dianping,2025-02-07T16:31:38+08:00,2025-02-07T16:31:38+08:00,感觉一般,"感觉,一般",4,urban_operation,service,中性,0.27,neutral,0.27,low,0.599,True,宜昌,relevant,住宿服务,26,6,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,,111.2927,30.6903,528045.8,3.396679e+06,宜昌廊桥宾馆,住宿服务,0.55,Neutral,0.04,其他,其他,,
e00097,yichang,dianping,2025-02-01T21:00:53+08:00,2025-02-01T21:00:53+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,facility,愤怒,1.0,negative,1.0,high,0.615,True,宜昌,relevant,城市生活,10,4,,,T1,2025-02 春节·二马路一期开街爆满,core,general,general,,111.2926,30.6903,528036.06,3.3966765e+06,,core,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e00098,yichang,12345,2025-02-05T00:37:28+08:00,2025-02-05T00:37:28+08:00,普通,普通,2,urban_operation,event,中性,0.242,neutral,0.242,low,0.585,True,宜昌,relevant,体育休闲服务,8,12,医疗保健用品,,T1,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.2934,30.6908,528112.06,3.3967345e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.53,Neutral,0.02,其他,其他,,
e00099,yichang,weibo,2025-02-08T02:40:45+08:00,2025-02-08T02:40:45+08:00,夷陵广场周边停车太难，绕三圈找不到位,"三圈,夷陵,太难,停车,到位",18,urban_operation,service,失望,0.86,negative,0.86,low,0.583,True,宜昌,relevant,住宿服务,5,0,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,收费不合理,111.2932,30.6903,528087.5,3.3966708e+06,宜昌廊桥宾馆,住宿服务,0.17,Very Negative,0.18,不满抱怨,不满抱怨,,
e00100,yichang,xiaohongshu,2025-02-09T10:58:19+08:00,2025-02-09T10:58:19+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_operation,service,失望,1.0,negative,1.0,medium,0.593,True,宜昌,relevant,住宿服务,15,5,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,,111.2934,30.6904,528109.75,3.396686e+06,宜昌廊桥宾馆,住宿服务,0.01,Very Negative,0.11,不满抱怨,不满抱怨,,
e00101,yichang,xiaohongshu,2025-02-05T09:51:21+08:00,2025-02-05T09:51:21+08:00,普普通通,普普通通,4,urban_operation,event,中性,0.2,neutral,0.2,medium,0.617,True,宜昌,relevant,体育休闲服务,13,1,医疗保健用品,,T1,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.294,30.6906,528168.5,3.3967132e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.5,Neutral,0.04,其他,其他,,
e00102,yichang,dianping,2025-02-02T14:57:42+08:00,2025-02-02T14:57:42+08:00,没什么特别,"没什么,特别",5,urban_operation,event,中性,0.256,neutral,0.256,medium,0.576,True,宜昌,relevant,体育休闲服务,9,2,医疗保健用品,,T1,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.2937,30.6908,528141.9,3.3967315e+06,健耳听力助听器(宜昌夷陵大道店),体育休闲服务,0.46,Neutral,0.05,其他,其他,,
e00103,yichang,meituan,2025-02-05T17:54:32+08:00,2025-02-05T17:54:32+08:00,夷陵广场周边停车太难，绕三圈找不到位,"三圈,夷陵,太难,停车,到位",18,urban_operation,service,愤怒,0.86,negative,0.86,high,0.578,True,宜昌,relevant,住宿服务,2,5,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,底商空置冷清,111.2934,30.6903,528113.75,3.396671e+06,宜昌廊桥宾馆,住宿服务,0.17,Very Negative,0.18,不满抱怨,不满抱怨,,
e00104,yichang,xiaohongshu,2025-02-06T00:38:47+08:00,2025-02-06T00:38:47+08:00,商圈餐饮排队两小时，体验差,"商圈,餐饮,排队,体验,小时",13,urban_operation,service,愤怒,0.68,negative,0.68,low,0.613,True,宜昌,relevant,住宿服务,22,3,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,底商空置冷清,111.2937,30.6901,528141.5,3.3966538e+06,宜昌廊桥宾馆,住宿服务,0.26,Negative,0.13,不满抱怨,不满抱怨,,
e00105,yichang,dianping,2025-02-02T19:30:57+08:00,2025-02-02T19:30:57+08:00,价格普通,"普通,价格",4,urban_operation,facility,好奇,0.298,neutral,0.298,high,0.567,True,宜昌,relevant,城市生活,0,2,,,T1,2025-02 春节·二马路一期开街爆满,core,general,general,盼BRT,111.2926,30.6906,528034.6,3.3967118e+06,,core,0.57,Neutral,0.04,其他,其他,,
