id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e00011,yichang,weibo,2025-02-04T16:42:34+08:00,2025-02-04T16:42:34+08:00,,,0,,,,0.25,,0.0,,0.468,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.48709418227313,30.354259262418463,546830.36,3359485.56,,background
e00012,yichang,meituan,2025-02-05T02:05:46+08:00,2025-02-05T02:05:46+08:00,,,0,,,,0.583,,0.0,,0.469,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.96987908083695,30.83295980418806,497118.32,3412455.29,,background
e00013,yichang,meituan,2025-02-01T14:19:59+08:00,2025-02-01T14:19:59+08:00,,,0,,,,0.583,,0.0,,0.466,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.9701807725754,30.83184918334105,497147.15,3412332.16,,background
e00014,yichang,weibo,2025-02-01T02:00:53+08:00,2025-02-01T02:00:53+08:00,,,0,,,,0.583,,0.0,,0.467,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.97041602914267,30.833172915706495,497169.7,3412478.91,,background
e00015,yichang,weibo,2025-02-04T02:56:46+08:00,2025-02-04T02:56:46+08:00,,,0,,,,0.583,,0.0,,0.477,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.97070489950629,30.833344181606233,497197.34,3412497.89,,background
e00016,yichang,xiaohongshu,2025-02-02T04:53:09+08:00,2025-02-02T04:53:09+08:00,,,0,,,,0.583,,0.0,,0.448,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.97064126630792,30.832800647095155,497191.24,3412437.63,,background
e00017,yichang,xiaohongshu,2025-02-05T14:26:41+08:00,2025-02-05T14:26:41+08:00,,,0,,,,0.167,,0.0,,0.455,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.48244234703718,30.519076379140554,450324.39,3377770.5,,background
e00018,yichang,12345,2025-02-03T08:09:52+08:00,2025-02-03T08:09:52+08:00,,,0,,,,0.167,,0.0,,0.467,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.57663163735165,30.527048388105893,555341.15,3378681.8,,background
e00019,yichang,dianping,2025-02-04T11:55:47+08:00,2025-02-04T11:55:47+08:00,,,0,,,,0.167,,0.0,,0.463,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.57758199840897,30.526239309601518,555432.82,3378592.57,,background
e00020,yichang,12345,2025-02-08T21:35:38+08:00,2025-02-08T21:35:38+08:00,,,0,,,,0.167,,0.0,,0.466,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.5776596358098,30.526731039953745,555439.99,3378647.13,,background
e00021,yichang,dianping,2025-02-03T22:55:09+08:00,2025-02-03T22:55:09+08:00,,,0,,,,0.167,,0.0,,0.44,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.57776654860065,30.526761769619323,555450.24,3378650.59,,background
e00022,yichang,12345,2025-02-09T05:22:04+08:00,2025-02-09T05:22:04+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时,人多",13,urban_operation,service,失望,0.117,negative,0.73,high,0.453,True,宜昌,relevant,城市生活,13,12,,,T1,2025-02 春节·二马路一期开街爆满,central_outer,general,general,,111.49097804909695,30.750945432633053,547012.2,3403465.3,,central_outer
e00023,yichang,weibo,2025-02-07T01:46:33+08:00,2025-02-07T01:46:33+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位",14,urban_operation,facility,愤怒,0.117,negative,0.95,medium,0.474,True,宜昌,relevant,城市生活,9,2,,,T1,2025-02 春节·二马路一期开街爆满,central_outer,general,general,,111.49161647511986,30.75031628934557,547073.63,3403395.82,,central_outer
e00024,yichang,dianping,2025-02-04T16:08:13+08:00,2025-02-04T16:08:13+08:00,,,0,,,,0.1,,0.0,,0.441,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.7435932448112,31.27622605900258,475582.9,3461628.38,,background
e00025,yichang,weibo,2025-02-04T14:53:46+08:00,2025-02-04T14:53:46+08:00,,,0,,,,0.1,,0.0,,0.441,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.85045352092362,30.781888850029514,581407.65,3407102.08,,background
e00026,yichang,meituan,2025-02-03T03:25:08+08:00,2025-02-03T03:25:08+08:00,,,0,,,,0.167,,0.0,,0.473,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.3318515962376,30.905436228652547,531724.56,3420537.35,,background
e00027,yichang,xiaohongshu,2025-02-01T06:20:02+08:00,2025-02-01T06:20:02+08:00,,,0,,,,0.25,,0.0,,0.442,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.63895765469508,30.62620732071416,465385.04,3389588.89,,background
e00028,yichang,meituan,2025-02-06T14:45:48+08:00,2025-02-06T14:45:48+08:00,,,0,,,,0.25,,0.0,,0.477,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.63812823464104,30.626060389352247,465305.47,3389572.85,,background
e00029,yichang,xiaohongshu,2025-02-08T22:36:43+08:00,2025-02-08T22:36:43+08:00,,,0,,,,0.25,,0.0,,0.47,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.63903623305144,30.62593045325691,465392.48,3389558.17,,background
e00030,yichang,xiaohongshu,2025-02-06T03:40:58+08:00,2025-02-06T03:40:58+08:00,,,0,,,,0.25,,0.0,,0.45,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.63898791175586,30.626358206472528,465388.0,3389605.61,,background
e00031,yichang,dianping,2025-02-02T23:19:39+08:00,2025-02-02T23:19:39+08:00,,,0,,,,0.167,,0.0,,0.468,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.4516685717701,30.21824867599249,447209.29,3344434.34,,background
e00032,yichang,dianping,2025-02-09T12:35:22+08:00,2025-02-09T12:35:22+08:00,,,0,,,,0.167,,0.0,,0.439,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.73866603652243,30.433852353626488,570960.05,3368440.29,,background
e00033,yichang,meituan,2025-02-09T11:18:40+08:00,2025-02-09T11:18:40+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,期待,0.117,positive,0.87,medium,0.475,True,猇亭区,relevant,生活服务,14,7,生活服务,,T1,理发店·猇亭区1373,central_outer,general,general,,111.42725175000656,30.54620826043539,540996.49,3380742.13,理发店·猇亭区1373,生活服务
e00034,yichang,xiaohongshu,2025-02-08T22:49:08+08:00,2025-02-08T22:49:08+08:00,,,0,,,,0.1,,0.0,,0.451,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.73971544933254,30.50970318581874,571005.8,3376850.15,,background
e00035,yichang,meituan,2025-02-01T01:44:55+08:00,2025-02-01T01:44:55+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜,人多",15,urban_renewal,culture,失望,0.233,negative,0.8,high,0.555,True,宜昌,relevant,城市生活,6,0,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33207229864814,30.65559883564449,531827.81,3392838.8,,core
e00036,yichang,xiaohongshu,2025-02-04T13:24:28+08:00,2025-02-04T13:24:28+08:00,,,0,,,,0.1,,0.0,,0.476,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.36898395974957,30.33877719583787,535480.46,3357726.35,,background
e00037,yichang,xiaohongshu,2025-02-07T08:46:43+08:00,2025-02-07T08:46:43+08:00,,,0,,,,0.75,,0.0,,0.48,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.78048021406154,30.82723510311941,574674.34,3412080.87,,background
e00038,yichang,dianping,2025-02-08T15:34:11+08:00,2025-02-08T15:34:11+08:00,,,0,,,,0.75,,0.0,,0.474,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.78021627625323,30.8268140173977,574649.41,3412034.01,,background
e00039,yichang,12345,2025-02-06T14:38:03+08:00,2025-02-06T14:38:03+08:00,,,0,,,,0.75,,0.0,,0.443,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.78067633864934,30.827030131172915,574693.26,3412058.28,,background
e00040,yichang,dianping,2025-02-02T15:42:59+08:00,2025-02-02T15:42:59+08:00,,,0,,,,0.75,,0.0,,0.458,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.78057565534944,30.826758086212678,574683.84,3412028.05,,background
e00041,yichang,meituan,2025-02-08T11:01:15+08:00,2025-02-08T11:01:15+08:00,,,0,,,,0.75,,0.0,,0.456,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.77947254312598,30.82625956100386,574578.68,3411972.04,,background
e00042,yichang,weibo,2025-02-09T04:40:58+08:00,2025-02-09T04:40:58+08:00,,,0,,,,0.75,,0.0,,0.452,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.78064212422488,30.826788481945833,574690.17,3412031.46,,background
e00043,yichang,dianping,2025-02-09T10:21:49+08:00,2025-02-09T10:21:49+08:00,没什么亮点,"亮点,没什么",5,urban_operation,service,好奇,0.992,neutral,0.45,high,0.588,True,宜昌,relevant,商务住宅,10,0,住宅小区,,T1,江山多娇三期,core,general,residential,社区服务配套,111.34552046052146,30.644943572803896,533120.4,3391661.39,江山多娇三期,商务住宅
e00044,yichang,meituan,2025-02-07T10:41:23+08:00,2025-02-07T10:41:23+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_renewal,service,期待,1.0,positive,0.96,low,0.552,True,宜昌,relevant,商务住宅,10,1,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34498968151605,30.64452870584495,533069.67,3391615.24,江山多娇三期,商务住宅
e00045,yichang,meituan,2025-02-07T20:17:03+08:00,2025-02-07T20:17:03+08:00,老字号保护得好，有传承,"老字号,传承,保护",11,urban_planning,culture,满足,1.0,positive,0.74,low,0.58,True,宜昌,relevant,商务住宅,7,3,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34463596092986,30.644607102499794,533035.73,3391623.83,江山多娇三期,商务住宅
e00046,yichang,meituan,2025-02-01T22:51:26+08:00,2025-02-01T22:51:26+08:00,小区噪音大，影响休息,"噪音,小区,休息,影响",10,urban_renewal,service,失望,1.0,negative,0.92,low,0.586,True,宜昌,relevant,商务住宅,2,0,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34522931868543,30.644999369244733,533092.48,3391667.49,江山多娇三期,商务住宅
e00047,yichang,xiaohongshu,2025-02-08T13:57:53+08:00,2025-02-08T13:57:53+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,失望,1.0,negative,0.75,high,0.584,True,宜昌,relevant,商务住宅,2,2,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34528580473757,30.644077521798827,533098.21,3391565.31,江山多娇三期,商务住宅
e00048,yichang,dianping,2025-02-05T06:07:56+08:00,2025-02-05T06:07:56+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,失望,1.0,negative,0.76,low,0.567,True,宜昌,relevant,商务住宅,1,0,住宅小区,,T1,江山多娇三期,core,general,residential,,111.3446934746976,30.644065818584725,533041.43,3391563.84,江山多娇三期,商务住宅
e00049,yichang,meituan,2025-02-08T18:35:17+08:00,2025-02-08T18:35:17+08:00,小区绿化维护得好，住着舒心,"舒心,绿化,小区,维护",13,urban_renewal,service,满足,1.0,positive,0.99,low,0.543,True,宜昌,relevant,商务住宅,6,5,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34487802019092,30.644565744874875,533058.95,3391619.32,江山多娇三期,商务住宅
e00050,yichang,dianping,2025-02-06T14:59:14+08:00,2025-02-06T14:59:14+08:00,充电桩坏了好几个一直没人修,"没人修,充电,好几个,一直",13,urban_planning,facility,愤怒,1.0,negative,0.89,low,0.559,True,宜昌,relevant,商务住宅,1,9,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34443038145993,30.644761796152682,533015.97,3391640.92,江山多娇三期,商务住宅
e00051,yichang,dianping,2025-02-02T21:58:20+08:00,2025-02-02T21:58:20+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,愤怒,1.0,negative,0.79,low,0.588,True,宜昌,relevant,商务住宅,4,0,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34563059432573,30.644247093118146,533131.2,3391584.21,江山多娇三期,商务住宅
e00052,yichang,xiaohongshu,2025-02-02T10:07:09+08:00,2025-02-02T10:07:09+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,愤怒,1.0,negative,0.67,high,0.592,True,宜昌,relevant,商务住宅,3,6,住宅小区,,T1,江天一色,core,general,residential,,111.34600121011833,30.64418479079622,533166.75,3391577.41,江天一色,商务住宅
e00053,yichang,12345,2025-02-05T04:48:39+08:00,2025-02-05T04:48:39+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时,拥挤",11,urban_renewal,service,满足,1.0,positive,0.67,high,0.583,True,宜昌,relevant,商务住宅,10,10,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34476509947775,30.644531888020616,533048.14,3391615.53,江山多娇三期,商务住宅
e00054,yichang,weibo,2025-02-03T05:49:52+08:00,2025-02-03T05:49:52+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区",11,urban_renewal,service,失望,1.0,negative,0.79,high,0.591,True,宜昌,relevant,商务住宅,6,0,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34564374934193,30.644408306194723,533132.4,3391602.09,江山多娇三期,商务住宅
e00055,yichang,dianping,2025-02-04T05:47:50+08:00,2025-02-04T05:47:50+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区,开街",11,urban_renewal,service,失望,1.0,negative,0.95,low,0.54,True,宜昌,relevant,商务住宅,27,5,住宅小区,,T1,江山多娇三期,core,general,residential,,111.34555793425413,30.644250516733877,533124.23,3391584.57,江山多娇三期,商务住宅
e00056,yichang,dianping,2025-02-01T10:15:35+08:00,2025-02-01T10:15:35+08:00,,,0,,,,0.25,,0.0,,0.431,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.44980169294504,30.37540497146634,543235.63,3361814.96,,background
e00057,yichang,dianping,2025-02-04T16:52:45+08:00,2025-02-04T16:52:45+08:00,,,0,,,,0.25,,0.0,,0.443,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.44986713199137,30.375057578560853,543242.08,3361776.48,,background
e00058,yichang,meituan,2025-02-08T07:24:44+08:00,2025-02-08T07:24:44+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_governance,service,喜爱,0.117,positive,0.65,high,0.481,True,宜昌,relevant,城市生活,14,2,,,T1,2025-02 春节·二马路一期开街爆满,central_outer,general,general,,111.23993708944394,30.727461694559704,522979.96,3400783.37,,central_outer
e00059,yichang,weibo,2025-02-09T06:20:29+08:00,2025-02-09T06:20:29+08:00,,,0,,,,0.1,,0.0,,0.468,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.56282704478524,30.54659393289363,554005.44,3380842.01,,background
e00060,yichang,meituan,2025-02-09T05:29:16+08:00,2025-02-09T05:29:16+08:00,,,0,,,,0.167,,0.0,,0.45,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.96695797554557,30.570973365425193,592761.6,3383808.08,,background
e00061,yichang,weibo,2025-02-04T11:49:36+08:00,2025-02-04T11:49:36+08:00,,,0,,,,0.167,,0.0,,0.465,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.96785965386518,30.57023992112877,592848.81,3383727.51,,background
e00062,yichang,dianping,2025-02-04T11:38:12+08:00,2025-02-04T11:38:12+08:00,,,0,,,,0.167,,0.0,,0.43,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.70286844487502,30.502246740092374,567473.89,3376000.88,,background
e00063,yichang,weibo,2025-02-02T15:29:19+08:00,2025-02-02T15:29:19+08:00,普普通通,普普通通,4,urban_governance,culture,中性,0.467,neutral,0.24,low,0.558,True,宜昌,relevant,城市生活,29,2,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33255737252368,30.731723738495926,531849.3,3401278.53,,core
e00064,yichang,meituan,2025-02-08T11:44:09+08:00,2025-02-08T11:44:09+08:00,儿童公园带孩子好玩，设施新,"儿童公园,好玩,设施,孩子",13,urban_operation,service,满足,0.933,positive,0.86,low,0.547,True,宜昌,relevant,城市生活,5,6,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33298445316731,30.732169389921758,531890.05,3401328.06,,core
e00065,yichang,dianping,2025-02-05T14:12:49+08:00,2025-02-05T14:12:49+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位",14,urban_operation,facility,愤怒,0.933,negative,0.84,low,0.552,True,宜昌,relevant,城市生活,10,1,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33356913875828,30.731560406673676,531946.25,3401260.71,,core
e00066,yichang,meituan,2025-02-08T15:19:54+08:00,2025-02-08T15:19:54+08:00,一般般,一般般,3,urban_operation,facility,中性,0.467,neutral,0.23,medium,0.582,True,宜昌,relevant,城市生活,4,3,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33330036718174,30.73193442490583,531920.39,3401302.1,,core
e00067,yichang,dianping,2025-02-03T13:13:23+08:00,2025-02-03T13:13:23+08:00,滨江步道路灯坏了好几个,"道路灯,滨江,好几个",11,urban_operation,culture,失望,0.933,negative,0.69,medium,0.568,True,宜昌,relevant,城市生活,2,1,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33280154472482,30.732012668115296,531872.59,3401310.63,,core
e00068,yichang,xiaohongshu,2025-02-07T12:54:18+08:00,2025-02-07T12:54:18+08:00,滨江公园散步看江景很惬意,"江景,滨江,惬意,散步,公园,拥挤",12,urban_renewal,culture,期待,0.933,positive,0.78,high,0.563,True,宜昌,relevant,城市生活,7,2,,,T1,2025-02 春节·二马路一期开街爆满,core,general,riverside,,111.33299139059852,30.731971014927364,531890.78,3401306.07,,core
e00069,yichang,meituan,2025-02-09T17:38:20+08:00,2025-02-09T17:38:20+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_operation,service,喜爱,0.933,positive,0.76,medium,0.6,True,宜昌,relevant,购物服务,7,4,家具城,,T1,林氏家居(宜昌易家居店),core,general,riverside,,111.33187132814601,30.731599318231115,531783.64,3401264.54,林氏家居(宜昌易家居店),购物服务
e00070,yichang,dianping,2025-02-05T00:57:50+08:00,2025-02-05T00:57:50+08:00,十字路口拥堵，早晚高峰尤其严重,"拥堵,十字路口,早晚,高峰,严重",15,urban_governance,facility,愤怒,0.117,negative,0.66,medium,0.469,True,小溪塔,relevant,交通设施服务,7,1,交通设施服务,,T1,客运站·小溪塔333,central_outer,transit_hub,traffic,红绿灯,111.37231993434169,30.777055503046647,535640.72,3406316.27,客运站·小溪塔333,交通设施服务
e00071,yichang,12345,2025-02-07T05:46:30+08:00,2025-02-07T05:46:30+08:00,就这样吧,"这样,拥挤",4,urban_operation,facility,中性,0.1,neutral,0.38,low,0.461,True,小溪塔,relevant,政府机构及社会团体,0,1,政府机构及社会团体,,T1,政务中心·小溪塔703,central_outer,general,general,,111.37249973501788,30.776258135988396,535658.22,3406227.92,政务中心·小溪塔703,政府机构及社会团体
e00072,yichang,meituan,2025-02-01T14:16:15+08:00,2025-02-01T14:16:15+08:00,伍家堵车堵到怀疑人生，太差,"伍家,堵车,人生,怀疑",13,urban_operation,service,失望,0.233,negative,0.61,low,0.452,True,猇亭区,relevant,生活服务,9,0,生活服务,,T1,家政·猇亭区1845,central_outer,general,general,,111.4508485591573,30.619227343055684,543228.31,3388846.13,家政·猇亭区1845,生活服务
e00073,yichang,meituan,2025-02-05T06:23:27+08:00,2025-02-05T06:23:27+08:00,,,0,,,,0.167,,0.0,,0.457,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.80283663695279,31.05391502364966,481180.64,3436968.58,,background
e00074,yichang,xiaohongshu,2025-02-08T06:22:45+08:00,2025-02-08T06:22:45+08:00,,,0,,,,0.1,,0.0,,0.431,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.4430302770068,30.3432639460013,542598.67,3358249.24,,background
e00075,yichang,meituan,2025-02-09T04:48:42+08:00,2025-02-09T04:48:42+08:00,,,0,,,,0.1,,0.0,,0.427,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,110.66926491707945,30.957036079149468,468399.15,3426257.87,,background
e00076,yichang,dianping,2025-02-08T08:20:11+08:00,2025-02-08T08:20:11+08:00,,,0,,,,0.1,,0.0,,0.457,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.9021640880519,30.44271276510427,586659.25,3369536.55,,background
e00077,yichang,dianping,2025-02-02T11:39:30+08:00,2025-02-02T11:39:30+08:00,,,0,,,,0.167,,0.0,,0.436,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.41359391934745,30.44062700544101,539728.84,3369032.27,,background
e00078,yichang,12345,2025-02-06T12:56:21+08:00,2025-02-06T12:56:21+08:00,,,0,,,,0.1,,0.0,,0.457,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.28081280406,30.260730022198995,527023.53,3349049.9,,background
e00079,yichang,weibo,2025-02-04T13:14:19+08:00,2025-02-04T13:14:19+08:00,,,0,,,,0.1,,0.0,,0.471,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.2812965260196,30.260544711917582,527070.13,3349029.48,,background
e00080,yichang,xiaohongshu,2025-02-02T23:47:24+08:00,2025-02-02T23:47:24+08:00,,,0,,,,0.1,,0.0,,0.439,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.28140775645659,30.261060183182188,527080.69,3349086.65,,background
e00081,yichang,xiaohongshu,2025-02-04T18:25:16+08:00,2025-02-04T18:25:16+08:00,,,0,,,,0.1,,0.0,,0.454,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.28024201437407,30.26129913226777,526968.44,3349112.86,,background
e00082,yichang,xiaohongshu,2025-02-01T08:34:19+08:00,2025-02-01T08:34:19+08:00,,,0,,,,0.1,,0.0,,0.437,True,宜昌,,,0,0,,,T1,,outside_cc,general,,,111.4634709303545,31.26069691347527,544142.8,3459970.89,,background
e00083,yichang,meituan,2025-02-07T07:48:24+08:00,2025-02-07T07:48:24+08:00,商圈餐饮排队两小时，体验差,"商圈,餐饮,排队,体验,小时",13,urban_operation,service,愤怒,1.0,negative,0.68,low,0.563,True,宜昌,relevant,住宿服务,26,2,宾馆酒店,,T1,宜昌廊桥宾馆,core,general,commercial,底商空置冷清,111.2935092702561,30.690270840049543,528121.64,3396672.4,宜昌廊桥宾馆,住宿服务
e00084,yichang,meituan,2025-02-07T08:53:57+08:00,2025-02-07T08:53:57+08:00,街区活动吸引很多人，有活力,"街区,活力,吸引,很多,活动",13,urban_operation,event,期待,1.0,positive,0.88,high,0.59,True,宜昌,relevant,城市生活,0,1,,,T1,2025-02 春节·二马路一期开街爆满,core,general,general,,111.2922676643836,30.69029165870289,528002.67,3396674.4,,core
