id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e00011,yichang,dianping,2026-05-06T19:07:08+08:00,2026-05-06T19:07:08+08:00,,,0,,,,0.25,,0.0,,0.457,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.48797689713328,30.353674759352867,546915.51,3359421.13,,background
e00012,yichang,weibo,2026-05-03T22:50:11+08:00,2026-05-03T22:50:11+08:00,,,0,,,,0.583,,0.0,,0.45,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.97052037569472,30.83271319062333,497179.67,3412427.94,,background
e00013,yichang,meituan,2026-05-01T18:36:00+08:00,2026-05-01T18:36:00+08:00,,,0,,,,0.583,,0.0,,0.465,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.96978727145043,30.83293323179732,497109.54,3412452.35,,background
e00014,yichang,dianping,2026-05-05T09:24:24+08:00,2026-05-05T09:24:24+08:00,,,0,,,,0.583,,0.0,,0.454,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.97016174638958,30.832232995098426,497145.34,3412374.71,,background
e00015,yichang,meituan,2026-05-05T08:34:01+08:00,2026-05-05T08:34:01+08:00,,,0,,,,0.583,,0.0,,0.434,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.96957790350024,30.833047085600356,497089.51,3412464.98,,background
e00016,yichang,12345,2026-05-01T01:52:53+08:00,2026-05-01T01:52:53+08:00,,,0,,,,0.167,,0.0,,0.423,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.48265361322575,30.519276408286615,450344.77,3377792.58,,background
e00017,yichang,dianping,2026-05-04T06:13:25+08:00,2026-05-04T06:13:25+08:00,,,0,,,,0.167,,0.0,,0.461,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.48218807888702,30.519522650933528,450300.21,3377820.09,,background
e00018,yichang,weibo,2026-05-02T17:23:35+08:00,2026-05-02T17:23:35+08:00,,,0,,,,0.167,,0.0,,0.447,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.57760104632048,30.526389925745757,555434.56,3378609.28,,background
e00019,yichang,meituan,2026-05-03T15:13:37+08:00,2026-05-03T15:13:37+08:00,,,0,,,,0.167,,0.0,,0.439,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.57714134280616,30.526900906395603,555390.15,3378665.7,,background
e00020,yichang,xiaohongshu,2026-05-01T18:10:12+08:00,2026-05-01T18:10:12+08:00,剧院音响效果差，失望,"音响效果,剧院,失望,游客",10,urban_operation,culture,失望,0.117,negative,0.95,low,0.427,True,宜昌,relevant,城市生活,6,3,,,T3,2026-05 五一·大南门建成文旅爆满,central_outer,general,general,,111.4916536092375,30.750108809241237,547077.29,3403372.83,,central_outer
e00021,yichang,dianping,2026-05-05T23:15:16+08:00,2026-05-05T23:15:16+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_renewal,facility,喜爱,0.117,positive,0.99,low,0.424,True,宜昌,relevant,城市生活,13,4,,,T3,2026-05 五一·大南门建成文旅爆满,central_outer,general,general,,111.49038460273093,30.749626354751378,546956.01,3403318.81,,central_outer
e00022,yichang,xiaohongshu,2026-05-02T07:52:16+08:00,2026-05-02T07:52:16+08:00,,,0,,,,0.1,,0.0,,0.438,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.85059437048167,30.78072727938484,581422.11,3406973.4,,background
e00023,yichang,meituan,2026-05-06T18:09:44+08:00,2026-05-06T18:09:44+08:00,,,0,,,,0.167,,0.0,,0.45,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.33321164217284,30.905710270682885,531854.49,3420568.12,,background
e00024,yichang,xiaohongshu,2026-05-05T19:02:41+08:00,2026-05-05T19:02:41+08:00,,,0,,,,0.167,,0.0,,0.475,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.33290157162806,30.905044127135497,531825.06,3420494.18,,background
e00025,yichang,12345,2026-05-05T00:44:55+08:00,2026-05-05T00:44:55+08:00,,,0,,,,0.167,,0.0,,0.471,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.33352641419256,30.90488032834583,531884.85,3420476.2,,background
e00026,yichang,dianping,2026-05-04T03:05:37+08:00,2026-05-04T03:05:37+08:00,,,0,,,,0.167,,0.0,,0.429,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.33226773462891,30.905818269239564,531764.21,3420579.83,,background
e00027,yichang,dianping,2026-05-04T08:26:04+08:00,2026-05-04T08:26:04+08:00,,,0,,,,0.167,,0.0,,0.438,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.33322954029067,30.90502861158828,531856.42,3420492.55,,background
e00028,yichang,12345,2026-05-02T18:50:41+08:00,2026-05-02T18:50:41+08:00,,,0,,,,0.25,,0.0,,0.481,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.63839862673247,30.62641443281592,465331.52,3389612.02,,background
e00029,yichang,meituan,2026-05-04T03:37:48+08:00,2026-05-04T03:37:48+08:00,,,0,,,,0.25,,0.0,,0.433,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.63905848190143,30.626249826266527,465394.72,3389593.57,,background
e00030,yichang,meituan,2026-05-03T23:03:54+08:00,2026-05-03T23:03:54+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望,打卡",13,urban_renewal,service,愤怒,0.117,negative,0.62,high,0.431,True,宜昌,relevant,城市生活,0,5,,,T3,2026-05 五一·大南门建成文旅爆满,central_outer,general,general,,111.58292691655068,30.348247427444154,556047.51,3358862.56,,central_outer
e00031,yichang,meituan,2026-05-02T21:55:00+08:00,2026-05-02T21:55:00+08:00,,,0,,,,0.167,,0.0,,0.484,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.6667812496907,30.20086768938051,467913.82,3342427.35,,background
e00032,yichang,meituan,2026-05-02T14:11:27+08:00,2026-05-02T14:11:27+08:00,,,0,,,,0.167,,0.0,,0.427,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.66690206437045,30.201877930907443,467925.78,3342539.31,,background
e00033,yichang,meituan,2026-05-06T23:28:44+08:00,2026-05-06T23:28:44+08:00,,,0,,,,0.167,,0.0,,0.486,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.66746648056703,30.2019742149086,467980.16,3342549.82,,background
e00034,yichang,weibo,2026-05-02T23:36:17+08:00,2026-05-02T23:36:17+08:00,,,0,,,,0.167,,0.0,,0.472,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.66689209742401,30.201785380405273,467924.79,3342529.05,,background
e00035,yichang,xiaohongshu,2026-05-04T18:31:33+08:00,2026-05-04T18:31:33+08:00,充电桩坏了好几个一直没人修,"没人修,充电,好几个,一直",13,urban_operation,facility,失望,0.117,negative,0.69,medium,0.441,True,猇亭区,relevant,生活服务,8,0,生活服务,,T3,理发店·猇亭区1373,central_outer,general,general,,111.42735752792596,30.545802357883073,541006.81,3380697.17,理发店·猇亭区1373,生活服务
e00036,yichang,dianping,2026-05-06T12:42:40+08:00,2026-05-06T12:42:40+08:00,,,0,,,,0.1,,0.0,,0.453,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.74023046261267,30.51001727091384,571055.01,3376885.29,,background
e00037,yichang,weibo,2026-05-06T03:09:56+08:00,2026-05-06T03:09:56+08:00,,,0,,,,0.75,,0.0,,0.478,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.77998813110707,30.8263369083447,574627.95,3411980.96,,background
e00038,yichang,dianping,2026-05-06T21:19:22+08:00,2026-05-06T21:19:22+08:00,,,0,,,,0.75,,0.0,,0.477,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.77945720184326,30.82684814508126,574576.75,3412037.29,,background
e00039,yichang,meituan,2026-05-06T16:03:01+08:00,2026-05-06T16:03:01+08:00,,,0,,,,0.75,,0.0,,0.465,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.77948454161188,30.826303767424253,574579.79,3411976.95,,background
e00040,yichang,dianping,2026-05-04T07:27:02+08:00,2026-05-04T07:27:02+08:00,,,0,,,,0.75,,0.0,,0.468,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.77953424092254,30.82671278618412,574584.23,3412022.33,,background
e00041,yichang,dianping,2026-05-01T02:57:52+08:00,2026-05-01T02:57:52+08:00,,,0,,,,0.75,,0.0,,0.464,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.77938477238091,30.82687989661967,574569.8,3412040.76,,background
e00042,yichang,meituan,2026-05-05T22:55:32+08:00,2026-05-05T22:55:32+08:00,,,0,,,,0.75,,0.0,,0.453,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.78000825431741,30.827284971393087,574629.14,3412086.09,,background
e00043,yichang,dianping,2026-05-03T13:58:13+08:00,2026-05-03T13:58:13+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,失望,1.0,negative,0.89,low,0.586,True,宜昌,relevant,商务住宅,0,2,住宅小区,,T3,江山多娇三期,core,general,residential,,111.34474519506661,30.64457279196015,533046.21,3391620.06,江山多娇三期,商务住宅
e00044,yichang,meituan,2026-05-01T11:47:24+08:00,2026-05-01T11:47:24+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_governance,service,愤怒,1.0,negative,0.88,high,0.541,True,宜昌,relevant,商务住宅,5,1,住宅小区,,T3,江山多娇三期,core,general,residential,,111.34550277347385,30.644455094498223,533118.87,3391607.23,江山多娇三期,商务住宅
e00045,yichang,dianping,2026-05-05T11:15:37+08:00,2026-05-05T11:15:37+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_renewal,service,喜爱,1.0,positive,0.92,medium,0.591,True,宜昌,relevant,商务住宅,18,3,住宅小区,,T3,江天一色,core,general,residential,,111.346062679689,30.644156631934013,533172.65,3391574.31,江天一色,商务住宅
e00046,yichang,meituan,2026-05-05T21:24:22+08:00,2026-05-05T21:24:22+08:00,小区环境一般,"小区,环境,一般,文旅",6,urban_renewal,service,好奇,0.992,neutral,0.44,medium,0.562,True,宜昌,relevant,商务住宅,4,1,住宅小区,,T3,江天一色,core,general,residential,社区服务配套,111.34611888705781,30.64422321177988,533178.01,3391581.71,江天一色,商务住宅
e00047,yichang,dianping,2026-05-02T16:24:46+08:00,2026-05-02T16:24:46+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验,游客",12,urban_renewal,service,喜爱,1.0,positive,0.77,medium,0.6,True,宜昌,relevant,商务住宅,22,4,住宅小区,,T3,江山多娇三期,core,general,residential,,111.34616261783559,30.64476469109881,533182.02,3391641.75,江山多娇三期,商务住宅
e00048,yichang,xiaohongshu,2026-05-03T15:32:53+08:00,2026-05-03T15:32:53+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_renewal,service,喜爱,1.0,positive,0.74,medium,0.554,True,宜昌,relevant,商务住宅,5,1,住宅小区,,T3,江山多娇三期,core,general,residential,,111.34461644674549,30.644880019065944,533033.77,3391654.08,江山多娇三期,商务住宅
e00049,yichang,dianping,2026-05-04T11:42:45+08:00,2026-05-04T11:42:45+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_renewal,service,期待,1.0,positive,0.79,low,0.589,True,宜昌,relevant,商务住宅,21,0,住宅小区,,T3,江山多娇三期,core,general,residential,,111.34455553902143,30.645008993672946,533027.89,3391668.36,江山多娇三期,商务住宅
e00050,yichang,xiaohongshu,2026-05-06T13:09:14+08:00,2026-05-06T13:09:14+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,愤怒,1.0,negative,0.73,medium,0.576,True,宜昌,relevant,商务住宅,16,1,住宅小区,,T3,江山多娇三期,core,general,residential,,111.34539166721814,30.6448450052598,533108.09,3391650.43,江山多娇三期,商务住宅
e00051,yichang,dianping,2026-05-02T12:14:49+08:00,2026-05-02T12:14:49+08:00,,,0,,,,0.25,,0.0,,0.475,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.4490661896812,30.375615933230556,543164.84,3361838.07,,background
e00052,yichang,weibo,2026-05-05T09:13:59+08:00,2026-05-05T09:13:59+08:00,,,0,,,,0.25,,0.0,,0.472,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.44987891241293,30.37576685460178,543242.9,3361855.11,,background
e00053,yichang,meituan,2026-05-02T11:43:34+08:00,2026-05-02T11:43:34+08:00,,,0,,,,0.1,,0.0,,0.45,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.86188991968112,30.883966295047614,486793.95,3418118.01,,background
e00054,yichang,dianping,2026-05-03T22:51:48+08:00,2026-05-03T22:51:48+08:00,,,0,,,,0.167,,0.0,,0.421,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.96692281204636,30.570147401932495,592759.02,3383716.48,,background
e00055,yichang,meituan,2026-05-02T03:58:18+08:00,2026-05-02T03:58:18+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_planning,environment,愤怒,0.933,negative,0.94,high,0.577,True,宜昌,relevant,城市生活,12,2,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,riverside,噪音,111.33286234920493,30.732372364389775,531878.29,3401350.53,,core
e00056,yichang,dianping,2026-05-03T16:51:04+08:00,2026-05-03T16:51:04+08:00,老字号保护得好，有传承,"老字号,传承,保护",11,urban_operation,culture,喜爱,0.933,positive,0.69,low,0.538,True,宜昌,relevant,城市生活,11,3,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,riverside,,111.33300378213538,30.731394266455098,531892.16,3401242.13,,core
e00057,yichang,xiaohongshu,2026-05-05T19:03:02+08:00,2026-05-05T19:03:02+08:00,磨基山公园绿化漂亮，登高看全城,"磨基山,登高,绿化,全城,公园",15,urban_operation,event,喜爱,0.933,positive,0.61,high,0.532,True,宜昌,relevant,城市生活,15,6,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,riverside,长江夜游,111.33273729760893,30.731291522487645,531866.67,3401230.66,,core
e00058,yichang,meituan,2026-05-06T07:31:14+08:00,2026-05-06T07:31:14+08:00,磨基山公园绿化漂亮，登高看全城,"磨基山,登高,绿化,全城,公园,大南门",15,urban_operation,service,期待,0.933,positive,0.98,medium,0.597,True,宜昌,relevant,购物服务,0,4,家具城,,T3,林氏家居(宜昌易家居店),core,general,riverside,,111.3319636629523,30.731712556878144,531792.44,3401277.12,林氏家居(宜昌易家居店),购物服务
e00059,yichang,xiaohongshu,2026-05-01T22:34:53+08:00,2026-05-01T22:34:53+08:00,滨江公园散步看江景很惬意,"江景,滨江,惬意,散步,公园",12,urban_renewal,service,满足,0.933,positive,0.76,medium,0.62,True,宜昌,relevant,城市生活,2,0,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,riverside,,111.33217351035046,30.73150631220506,531812.61,3401254.32,,core
e00060,yichang,xiaohongshu,2026-05-04T14:39:20+08:00,2026-05-04T14:39:20+08:00,普普通通,普普通通,4,urban_governance,facility,中性,0.1,neutral,0.34,low,0.453,True,小溪塔,relevant,交通设施服务,2,1,交通设施服务,,T3,客运站·小溪塔333,central_outer,transit_hub,traffic,,111.37200812621013,30.776935815547343,535610.91,3406302.9,客运站·小溪塔333,交通设施服务
e00061,yichang,xiaohongshu,2026-05-04T00:30:20+08:00,2026-05-04T00:30:20+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_operation,service,喜爱,0.233,positive,0.96,high,0.429,True,猇亭区,relevant,生活服务,2,1,生活服务,,T3,家政·猇亭区1845,central_outer,general,general,,111.4508831244769,30.61929023977929,543231.6,3388853.12,家政·猇亭区1845,生活服务
e00062,yichang,12345,2026-05-02T00:27:46+08:00,2026-05-02T00:27:46+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,期待,0.233,positive,0.89,low,0.457,True,猇亭区,relevant,生活服务,3,4,生活服务,,T3,家政·猇亭区1845,central_outer,general,general,,111.45139802449116,30.619576516089815,543280.84,3388885.05,家政·猇亭区1845,生活服务
e00063,yichang,dianping,2026-05-06T08:09:52+08:00,2026-05-06T08:09:52+08:00,,,0,,,,0.167,,0.0,,0.478,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.80350793671477,31.05394888933564,481244.73,3436972.22,,background
e00064,yichang,meituan,2026-05-02T08:45:20+08:00,2026-05-02T08:45:20+08:00,,,0,,,,0.167,,0.0,,0.442,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,110.80323837339289,31.053688251384493,481218.94,3436943.37,,background
e00065,yichang,dianping,2026-05-06T08:26:55+08:00,2026-05-06T08:26:55+08:00,,,0,,,,0.1,,0.0,,0.451,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.90308054985664,30.4431191357014,586746.93,3369582.3,,background
e00066,yichang,weibo,2026-05-05T12:21:45+08:00,2026-05-05T12:21:45+08:00,,,0,,,,0.1,,0.0,,0.479,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.90308567482191,30.442912045173305,586747.6,3369559.35,,background
e00067,yichang,dianping,2026-05-03T08:54:47+08:00,2026-05-03T08:54:47+08:00,,,0,,,,0.167,,0.0,,0.44,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.41263497036364,30.439939408020212,539637.0,3368955.7,,background
e00068,yichang,weibo,2026-05-05T21:58:51+08:00,2026-05-05T21:58:51+08:00,,,0,,,,0.167,,0.0,,0.449,True,宜昌,,,0,0,,,T3,,outside_cc,general,,,111.41272410614697,30.43945806235834,539645.76,3368902.37,,background
e00069,yichang,xiaohongshu,2026-05-03T13:50:56+08:00,2026-05-03T13:50:56+08:00,一般般,一般般,3,urban_operation,service,好奇,1.0,neutral,0.43,high,0.564,True,宜昌,relevant,住宿服务,23,0,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29394010952292,30.689841048699737,528163.04,3396624.86,宜昌廊桥宾馆,住宿服务
e00070,yichang,dianping,2026-05-02T12:15:27+08:00,2026-05-02T12:15:27+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,1.0,positive,0.97,low,0.58,True,宜昌,relevant,住宿服务,6,2,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29276569303681,30.690354539958076,528050.37,3396681.5,宜昌廊桥宾馆,住宿服务
e00071,yichang,dianping,2026-05-04T22:23:04+08:00,2026-05-04T22:23:04+08:00,夷陵广场周边停车太难，绕三圈找不到位,"三圈,夷陵,太难,停车,到位",18,urban_operation,service,失望,1.0,negative,0.89,medium,0.581,True,宜昌,relevant,住宿服务,15,0,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29332688140153,30.689781777424866,528104.3,3396618.14,宜昌廊桥宾馆,住宿服务
e00072,yichang,meituan,2026-05-02T11:01:30+08:00,2026-05-02T11:01:30+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日,游客",10,urban_operation,event,愤怒,1.0,negative,0.7,high,0.631,True,宜昌,relevant,体育休闲服务,6,1,医疗保健用品,,T3,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.29313304421159,30.690500401359277,528085.52,3396697.76,健耳听力助听器(宜昌夷陵大道店),体育休闲服务
e00073,yichang,weibo,2026-05-02T12:05:19+08:00,2026-05-02T12:05:19+08:00,街区活动吸引很多人，有活力,"街区,活力,吸引,很多,活动",13,urban_operation,event,期待,1.0,positive,0.97,medium,0.589,True,宜昌,relevant,体育休闲服务,3,2,医疗保健用品,,T3,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.29325397491563,30.69096844085396,528096.97,3396749.68,健耳听力助听器(宜昌夷陵大道店),体育休闲服务
e00074,yichang,xiaohongshu,2026-05-06T09:49:41+08:00,2026-05-06T09:49:41+08:00,万达广场开业带动周边活力,"万达,开业,活力,周边,广场",12,urban_operation,service,满足,1.0,positive,0.82,high,0.598,True,宜昌,relevant,住宿服务,1,8,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29279784671995,30.69002410067839,528053.54,3396644.87,宜昌廊桥宾馆,住宿服务
e00075,yichang,12345,2026-05-01T00:42:44+08:00,2026-05-01T00:42:44+08:00,也就那样吧,那样,5,urban_operation,event,中性,1.0,neutral,0.21,medium,0.59,True,宜昌,relevant,体育休闲服务,7,3,医疗保健用品,,T3,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.29295202195811,30.690496028758115,528068.18,3396697.23,健耳听力助听器(宜昌夷陵大道店),体育休闲服务
e00076,yichang,xiaohongshu,2026-05-01T14:00:53+08:00,2026-05-01T14:00:53+08:00,夜经济让城市更有活力了,"活力,城市,经济",11,urban_operation,event,期待,1.0,positive,0.88,low,0.632,True,宜昌,relevant,体育休闲服务,2,0,医疗保健用品,,T3,健耳听力助听器(宜昌夷陵大道店),core,general,venue,,111.2927002934578,30.690957682903917,528043.93,3396748.35,健耳听力助听器(宜昌夷陵大道店),体育休闲服务
e00077,yichang,12345,2026-05-02T03:27:17+08:00,2026-05-02T03:27:17+08:00,灯光秀很震撼，点赞,"点赞,震撼,灯光",9,urban_operation,event,期待,1.0,positive,0.76,high,0.621,True,宜昌,relevant,体育休闲服务,7,8,医疗保健用品,,T3,健耳听力助听器(宜昌夷陵大道店),core,general,venue,夜经济,111.29321459832565,30.69093834384779,528093.21,3396746.33,健耳听力助听器(宜昌夷陵大道店),体育休闲服务
e00078,yichang,weibo,2026-05-05T23:22:04+08:00,2026-05-05T23:22:04+08:00,万达广场开业带动周边活力,"万达,开业,活力,周边,广场,打卡",12,urban_operation,service,喜爱,1.0,positive,0.98,medium,0.583,True,宜昌,relevant,住宿服务,4,3,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29309269672467,30.69027803265622,528081.72,3396673.1,宜昌廊桥宾馆,住宿服务
e00079,yichang,weibo,2026-05-03T20:39:20+08:00,2026-05-03T20:39:20+08:00,商圈餐饮排队两小时，体验差,"商圈,餐饮,排队,体验,小时,大南门",13,urban_operation,service,失望,1.0,negative,0.68,low,0.596,True,宜昌,relevant,住宿服务,8,5,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29357418492029,30.68994918998813,528127.95,3396636.76,宜昌廊桥宾馆,住宿服务
e00080,yichang,meituan,2026-05-01T02:13:13+08:00,2026-05-01T02:13:13+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_operation,service,愤怒,1.0,negative,0.98,low,0.576,True,宜昌,relevant,住宿服务,0,1,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,,111.29287766800313,30.6904095658327,528061.08,3396687.63,宜昌廊桥宾馆,住宿服务
e00081,yichang,dianping,2026-05-01T10:19:24+08:00,2026-05-01T10:19:24+08:00,万达广场开业带动周边活力,"万达,开业,活力,周边,广场",12,urban_operation,service,喜爱,1.0,positive,0.75,medium,0.576,True,宜昌,relevant,住宿服务,4,2,宾馆酒店,,T3,宜昌廊桥宾馆,core,general,commercial,网红,111.29327891854108,30.690217415135855,528099.58,3396666.42,宜昌廊桥宾馆,住宿服务
