id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e0011,xiling_wujia,dianping,2025-07-18T11:18:57+08:00,2025-07-18T11:18:57+08:00,二马路那边人挺多的,"二马路,那边",6,urban_operation,event,中性,0.26,neutral,0.26,medium,0.963,True,宜昌,relevant,休闲娱乐,7,3,网吧,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.2807,30.6952,526892.6,3.397214e+06,奥汀电竞,休闲娱乐,0.53,Neutral,0.09,其他,其他,,
e0012,xiling_wujia,xiaohongshu,2025-07-12T19:07:42+08:00,2025-07-12T19:07:42+08:00,二马路那边人挺多的,"二马路,那边",9,urban_operation,event,好奇,0.26,neutral,0.26,low,0.939,True,宜昌,relevant,体育休闲服务,0,5,整形美容,,T2,亚太美容医院,ermalu,ermalu_oldstreet,111.2795,30.6963,526781.25,3.3973332e+06,亚太美容医院,体育休闲服务,0.53,Neutral,0.09,其他,其他,,
e0013,xiling_wujia,xiaohongshu,2025-07-15T20:26:30+08:00,2025-07-15T20:26:30+08:00,二马路那边人挺多的,"二马路,那边",18,urban_operation,service,中性,0.26,neutral,0.26,high,0.99,True,宜昌,relevant,餐饮服务,5,3,特色/地方风味餐厅,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.2807,30.696,526888.4,3.3973065e+06,花果牛魔王高品质烤牛肉,餐饮服务,0.53,Neutral,0.09,其他,其他,,
e0014,xiling_wujia,meituan,2025-07-15T17:27:02+08:00,2025-07-15T17:27:02+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_governance,facility,愤怒,0.98,negative,0.98,low,0.859,True,宜昌,relevant,交通设施服务,2,0,公交车站相关,,T2,一马路(公交站),ermalu,ermalu_oldstreet,111.284,30.6925,527206.06,3.3969138e+06,一马路(公交站),交通设施服务,0.11,Very Negative,0.12,不满抱怨,不满抱怨,,
e0015,xiling_wujia,xiaohongshu,2025-07-18T21:19:04+08:00,2025-07-18T21:19:04+08:00,文化节组织有序，体验棒,"文化节,有序,体验,组织",11,urban_operation,event,满足,1.0,positive,1.0,high,0.924,True,宜昌,relevant,休闲娱乐,7,1,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.2824,30.6932,527056.9,3.3969918e+06,Nine.籁Whisky&cocktail bar,休闲娱乐,1.0,Very Positive,0.11,喜悦满意,喜悦满意,,
e0016,xiling_wujia,meituan,2025-07-14T07:14:18+08:00,2025-07-14T07:14:18+08:00,营业十二小时,"十二,营业,小时",15,urban_operation,service,中性,0.242,neutral,0.242,high,0.956,True,宜昌,relevant,餐饮服务,6,3,中餐厅,,T2,瑜儿腊货馆@埋点,ermalu,ermalu_oldstreet,111.2835,30.6955,527165.7,3.3972508e+06,瑜儿腊货馆,餐饮服务,0.47,Neutral,0.06,其他,其他,,
e0017,xiling_wujia,weibo,2025-07-14T03:13:05+08:00,2025-07-14T03:13:05+08:00,就这样吧,这样,4,urban_operation,event,好奇,0.242,neutral,0.242,medium,0.886,True,宜昌,relevant,休闲娱乐,7,9,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2751,30.6996,526356.25,3.3977018e+06,神话酒吧(大南门店),休闲娱乐,0.53,Neutral,0.04,其他,其他,,
e0018,xiling_wujia,meituan,2025-07-18T17:03:12+08:00,2025-07-18T17:03:12+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,愤怒,0.83,negative,0.83,high,0.966,True,宜昌,relevant,科教文化服务,9,5,文化宫,,T2,宜昌市工人文化宫,ermalu,general,111.2868,30.6969,527473.25,3.3974068e+06,宜昌市工人文化宫,科教文化服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e0019,xiling_wujia,xiaohongshu,2025-07-12T17:58:14+08:00,2025-07-12T17:58:14+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",16,urban_operation,event,满足,1.0,positive,1.0,low,0.875,True,宜昌,relevant,休闲娱乐,9,3,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2758,30.6988,526418.2,3.3976098e+06,神话酒吧(大南门店),休闲娱乐,1.0,Very Positive,0.16,喜悦满意,喜悦满意,,
e0020,xiling_wujia,dianping,2025-07-16T12:29:18+08:00,2025-07-16T12:29:18+08:00,二马路春节人多挤死了，寸步难行,"二马路,挤死,寸步难行,人多,春节",15,urban_governance,facility,失望,0.78,negative,0.78,medium,0.955,True,宜昌,relevant,交通设施服务,1,0,公共停车场,,T2,宜昌解放路步行街地下停车场,ermalu,ermalu_oldstreet,111.2804,30.6988,526863.9,3.3976105e+06,宜昌解放路步行街地下停车场,交通设施服务,0.21,Negative,0.15,不满抱怨,不满抱怨,,
e0021,xiling_wujia,xiaohongshu,2025-07-18T17:50:07+08:00,2025-07-18T17:50:07+08:00,运河公园整治后水清了，舒服,"后水清,整治,舒服,运河,公园",13,urban_operation,service,满足,0.72,positive,0.72,medium,0.847,True,宜昌,relevant,交通设施服务,8,2,公共停车场,,T2,滨江公园地面停车场,ermalu,riverside,111.2822,30.692,527037.1,3.3968658e+06,滨江公园地面停车场,交通设施服务,0.76,Positive,0.13,喜悦满意,喜悦满意,,
e0022,xiling_wujia,meituan,2025-07-13T13:51:49+08:00,2025-07-13T13:51:49+08:00,二马路那边人挺多的,"二马路,那边",9,urban_operation,service,中性,0.26,neutral,0.26,low,0.983,True,宜昌,relevant,住宿服务,1,2,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.2811,30.6975,526931.7,3.3974705e+06,宜昌丽锦快捷假日酒店,住宿服务,0.53,Neutral,0.09,其他,其他,,
e0023,xiling_wujia,dianping,2025-07-14T20:29:33+08:00,2025-07-14T20:29:33+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_operation,event,期待,1.0,positive,1.0,high,0.898,True,宜昌,relevant,体育休闲服务,10,0,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,general,111.2879,30.6935,527580.1,3.3970335e+06,宜昌牙管家口腔(隆康路总院),体育休闲服务,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
e0024,xiling_wujia,meituan,2025-07-15T07:01:41+08:00,2025-07-15T07:01:41+08:00,二马路那边人挺多的,"二马路,那边",9,urban_renewal,service,中性,0.26,neutral,0.26,medium,0.897,True,宜昌,relevant,商务住宅,5,2,住宅小区,,T2,紫晶城天御,ermalu,ermalu_oldstreet,111.2769,30.6976,526530.06,3.397479e+06,紫晶城天御,商务住宅,0.53,Neutral,0.09,其他,其他,,
e0025,xiling_wujia,meituan,2025-07-19T23:34:59+08:00,2025-07-19T23:34:59+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_renewal,culture,满足,1.0,positive,1.0,low,0.945,True,宜昌,relevant,科教文化服务,2,1,文化宫,,T2,宜昌市工人文化宫,ermalu,general,111.2866,30.6958,527455.4,3.3972855e+06,宜昌市工人文化宫,科教文化服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0026,xiling_wujia,12345,2025-07-14T15:23:47+08:00,2025-07-14T15:23:47+08:00,解放路一带焕新后很有活力,"焕新后,解放路,活力,一带",12,urban_operation,event,喜爱,1.0,positive,1.0,low,0.889,True,宜昌,relevant,休闲娱乐,2,0,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2753,30.699,526373.9,3.39764e+06,神话酒吧(大南门店),休闲娱乐,0.96,Very Positive,0.12,喜悦满意,喜悦满意,,
e0027,xiling_wujia,meituan,2025-07-12T07:32:54+08:00,2025-07-12T07:32:54+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_operation,event,失望,0.8,negative,0.8,high,0.936,True,宜昌,relevant,体育休闲服务,0,0,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,general,111.2837,30.6978,527181.5,3.397505e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.2,Very Negative,0.1,不满抱怨,不满抱怨,,
e0028,xiling_wujia,meituan,2025-07-15T02:37:06+08:00,2025-07-15T02:37:06+08:00,二马路那边人挺多的,"二马路,那边",14,urban_operation,service,好奇,0.26,neutral,0.26,medium,0.99,True,宜昌,relevant,餐饮服务,4,3,特色/地方风味餐厅,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.2811,30.6961,526929.06,3.3973148e+06,花果牛魔王高品质烤牛肉,餐饮服务,0.53,Neutral,0.09,其他,其他,,
e0029,xiling_wujia,dianping,2025-07-19T17:49:17+08:00,2025-07-19T17:49:17+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_operation,service,愤怒,0.98,negative,0.98,high,0.978,True,宜昌,relevant,住宿服务,1,5,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.2808,30.6986,526903.6,3.397595e+06,宜昌丽锦快捷假日酒店,住宿服务,0.11,Very Negative,0.12,不满抱怨,不满抱怨,,
e0030,xiling_wujia,dianping,2025-07-19T13:23:46+08:00,2025-07-19T13:23:46+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.957,True,宜昌,relevant,金融保险服务,10,1,中国工商银行,,T2,中国工商银行(三峡云集支行),ermalu,ermalu_oldstreet,111.2814,30.6974,526961.94,3.3974555e+06,中国工商银行(三峡云集支行),金融保险服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e0031,xiling_wujia,dianping,2025-07-18T20:58:49+08:00,2025-07-18T20:58:49+08:00,大南门改造完很有老宜昌味道，喜欢,"大南门,宜昌,味道,改造,喜欢",16,urban_operation,culture,满足,0.76,positive,0.76,high,0.862,True,宜昌,relevant,科教文化服务,7,0,培训机构,,T2,宜昌市青少年宫,ermalu,ermalu_oldstreet,111.2852,30.6939,527328.75,3.397076e+06,宜昌市青少年宫,科教文化服务,0.78,Positive,0.16,期待建议,期待建议,,
e0032,xiling_wujia,12345,2025-07-13T21:19:51+08:00,2025-07-13T21:19:51+08:00,二马路那边人挺多的,"二马路,那边",4,urban_operation,service,好奇,0.26,neutral,0.26,high,0.94,True,宜昌,relevant,餐饮服务,0,2,中餐厅,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2792,30.699,526744.2,3.3976322e+06,把把烧(恒大步行街店),餐饮服务,0.53,Neutral,0.09,其他,其他,,
e0033,xiling_wujia,dianping,2025-07-13T00:28:00+08:00,2025-07-13T00:28:00+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_governance,facility,失望,0.98,negative,0.98,high,0.838,True,宜昌,relevant,交通设施服务,0,0,停车场相关,,T2,陶珠路停车场,ermalu,ermalu_oldstreet,111.2766,30.6963,526500.8,3.3973378e+06,陶珠路停车场,交通设施服务,0.11,Very Negative,0.12,不满抱怨,不满抱怨,,
e0034,xiling_wujia,weibo,2025-07-18T08:13:31+08:00,2025-07-18T08:13:31+08:00,没什么特别,"没什么,特别",12,urban_operation,event,中性,0.256,neutral,0.256,medium,0.98,True,宜昌,relevant,休闲娱乐,6,2,迪厅,,T2,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.2803,30.697,526849.6,3.3974145e+06,夜上海舞厅,休闲娱乐,0.46,Neutral,0.05,其他,其他,,
e0035,xiling_wujia,meituan,2025-07-18T13:01:38+08:00,2025-07-18T13:01:38+08:00,二马路那边人挺多的,"二马路,那边",12,urban_renewal,facility,好奇,0.26,neutral,0.26,medium,0.96,True,宜昌,relevant,金融保险服务,13,0,中国农业银行,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2796,30.6985,526790.8,3.397586e+06,中国农业银行(三峡西陵支行营业部),金融保险服务,0.53,Neutral,0.09,其他,其他,,
e0036,xiling_wujia,dianping,2025-07-13T18:47:25+08:00,2025-07-13T18:47:25+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_operation,facility,失望,1.0,negative,1.0,high,0.817,True,宜昌,relevant,休闲娱乐,1,1,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2744,30.6984,526285.6,3.3975665e+06,神话酒吧(大南门店),休闲娱乐,0.01,Very Negative,0.14,失望厌恶,失望厌恶,,
e0037,xiling_wujia,12345,2025-07-16T02:21:01+08:00,2025-07-16T02:21:01+08:00,二马路那边人挺多的,"二马路,那边",9,urban_operation,event,中性,0.26,neutral,0.26,medium,0.846,True,宜昌,relevant,休闲娱乐,8,5,酒吧,,T2,神话酒吧(大南门店),ermalu,ermalu_oldstreet,111.2758,30.7009,526420.5,3.3978465e+06,神话酒吧(大南门店),休闲娱乐,0.53,Neutral,0.09,其他,其他,,
e0038,xiling_wujia,weibo,2025-07-19T18:35:58+08:00,2025-07-19T18:35:58+08:00,也就那样吧,那样,5,urban_operation,environment,中性,0.242,neutral,0.242,high,0.98,True,宜昌,relevant,风景名胜,4,2,公园,,T2,滨江公园,ermalu,riverside,111.2804,30.6935,526861.9,3.3970252e+06,滨江公园,风景名胜,0.53,Neutral,0.05,其他,其他,,
e0039,xiling_wujia,xiaohongshu,2025-07-19T08:31:26+08:00,2025-07-19T08:31:26+08:00,没什么亮点,"亮点,没什么",9,urban_governance,facility,中性,0.284,neutral,0.284,low,0.936,True,宜昌,relevant,交通设施服务,3,0,公共停车场,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2798,30.699,526806.75,3.3976335e+06,宜昌解放路步行街地下停车场,交通设施服务,0.44,Neutral,0.05,其他,其他,,
e0040,xiling_wujia,meituan,2025-07-19T20:18:40+08:00,2025-07-19T20:18:40+08:00,伍家堵车堵到怀疑人生，太差,"伍家,堵车,人生,怀疑",13,urban_operation,event,失望,1.0,negative,1.0,high,0.858,True,宜昌,relevant,体育休闲服务,21,5,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,general,111.2879,30.6935,527585.3,3.3970328e+06,宜昌牙管家口腔(隆康路总院),体育休闲服务,0.1,Very Negative,0.13,焦虑担忧,焦虑担忧,,
e0041,xiling_wujia,meituan,2025-07-13T05:40:11+08:00,2025-07-13T05:40:11+08:00,二马路施工围挡还在，走路不方便,"二马路,围挡,走路,施工,方便",15,urban_operation,service,失望,0.86,negative,0.86,high,0.905,True,宜昌,relevant,住宿服务,2,10,宾馆酒店,,T2,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,ermalu_oldstreet,111.2767,30.6986,526512.7,3.3975918e+06,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务,0.17,Very Negative,0.15,不满抱怨,不满抱怨,,
e0042,xiling_wujia,weibo,2025-07-12T14:10:57+08:00,2025-07-12T14:10:57+08:00,一般般,一般般,9,urban_operation,event,好奇,0.2,neutral,0.2,low,0.99,True,宜昌,relevant,休闲娱乐,2,2,迪厅,,T2,花果牛魔王高品质烤牛肉@埋点,ermalu,ermalu_oldstreet,111.2801,30.6968,526831.8,3.39739e+06,夜上海舞厅,休闲娱乐,0.5,Neutral,0.03,其他,其他,,
e0043,xiling_wujia,xiaohongshu,2025-07-16T03:44:57+08:00,2025-07-16T03:44:57+08:00,大南门滨江配老街看江景，绝了,"大南门,江景,老街,滨江",14,urban_operation,event,期待,0.7,positive,0.7,high,0.906,True,宜昌,relevant,休闲娱乐,25,2,酒吧,,T2,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2839,30.6943,527202.7,3.3971135e+06,Sober.醒Club酒吧,休闲娱乐,0.75,Positive,0.14,怀旧认同,怀旧认同,,
e0044,xiling_wujia,xiaohongshu,2025-07-16T00:16:21+08:00,2025-07-16T00:16:21+08:00,二马路那边人挺多的,"二马路,那边",9,urban_operation,service,中性,0.26,neutral,0.26,high,0.99,True,宜昌,relevant,住宿服务,4,4,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,ermalu_oldstreet,111.2812,30.6976,526942.7,3.3974812e+06,宜昌丽锦快捷假日酒店,住宿服务,0.53,Neutral,0.09,其他,其他,,
e0045,xiling_wujia,weibo,2025-07-12T12:40:28+08:00,2025-07-12T12:40:28+08:00,没什么特别,"没什么,特别",5,urban_governance,facility,中性,0.256,neutral,0.256,low,0.99,True,宜昌,relevant,住宿服务,18,3,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,general,111.2818,30.6988,526995.2,3.3976148e+06,宜昌丽锦快捷假日酒店,住宿服务,0.46,Neutral,0.05,其他,其他,,
e0046,xiling_wujia,meituan,2025-07-19T16:05:57+08:00,2025-07-19T16:05:57+08:00,二马路那边人挺多的,"二马路,那边",9,urban_governance,facility,好奇,0.26,neutral,0.26,high,0.99,True,宜昌,relevant,交通设施服务,0,1,公交车站相关,,T2,解放路(公交站),ermalu,ermalu_oldstreet,111.2801,30.6984,526836.3,3.3975665e+06,解放路(公交站),交通设施服务,0.53,Neutral,0.09,其他,其他,,
e0047,xiling_wujia,weibo,2025-07-16T10:44:20+08:00,2025-07-16T10:44:20+08:00,二马路那边人挺多的,"二马路,那边",14,urban_governance,facility,中性,0.26,neutral,0.26,low,0.944,True,宜昌,relevant,交通设施服务,14,1,公共停车场,,T2,宜昌解放路步行街@埋点,ermalu,ermalu_oldstreet,111.2795,30.6988,526776.9,3.3976175e+06,宜昌解放路步行街地下停车场,交通设施服务,0.53,Neutral,0.09,其他,其他,,
e0048,xiling_wujia,weibo,2025-07-19T23:09:17+08:00,2025-07-19T23:09:17+08:00,红星路夜市噪音扰民，半夜还吵,"红星路,还吵,扰民,夜市,噪音",14,urban_operation,service,愤怒,1.0,negative,1.0,low,0.91,True,宜昌,relevant,生活服务,9,0,电力营业厅,,T2,宜昌市国家电网供电局,ermalu,ermalu_oldstreet,111.2845,30.693,527256.44,3.396975e+06,宜昌市国家电网供电局,生活服务,0.01,Very Negative,0.14,失望厌恶,失望厌恶,,
e0049,xiling_wujia,dianping,2025-07-17T22:36:33+08:00,2025-07-17T22:36:33+08:00,解放路天桥修好了，过街安全,"解放路,天桥,修好,安全",13,urban_governance,facility,喜爱,1.0,positive,1.0,medium,0.96,True,宜昌,relevant,交通设施服务,9,0,公交车站相关,,T2,解放路(公交站),ermalu,ermalu_oldstreet,111.2809,30.6972,526912.6,3.3974385e+06,解放路(公交站),交通设施服务,0.9,Very Positive,0.13,焦虑担忧,焦虑担忧,,
e0050,xiling_wujia,weibo,2025-07-13T06:16:24+08:00,2025-07-13T06:16:24+08:00,伍家堵车堵到怀疑人生，太差,"伍家,堵车,人生,怀疑",13,urban_governance,facility,愤怒,1.0,negative,1.0,medium,0.868,True,宜昌,relevant,交通设施服务,10,8,公交车站相关,,T2,一马路(公交站),ermalu,general,111.2854,30.6918,527344.0,3.396842e+06,一马路(公交站),交通设施服务,0.1,Very Negative,0.13,焦虑担忧,焦虑担忧,,
e0051,xiling_wujia,dianping,2025-07-13T10:53:32+08:00,2025-07-13T10:53:32+08:00,一般般,一般般,3,urban_renewal,environment,中性,0.2,neutral,0.2,low,0.957,True,宜昌,relevant,休闲娱乐,4,4,酒吧,,T2,Nine.籁Whisky&cocktail bar,ermalu,ermalu_oldstreet,111.282,30.6936,527020.9,3.3970412e+06,Nine.籁Whisky&cocktail bar,休闲娱乐,0.5,Neutral,0.03,其他,其他,,
e0052,xiling_wujia,dianping,2025-07-18T10:44:51+08:00,2025-07-18T10:44:51+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,culture,愤怒,0.98,negative,0.98,low,0.944,True,宜昌,relevant,科教文化服务,9,0,文化宫,,T2,宜昌市工人文化宫,ermalu,general,111.2867,30.6961,527468.0,3.3973215e+06,宜昌市工人文化宫,科教文化服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e0053,xiling_wujia,meituan,2025-07-17T20:47:43+08:00,2025-07-17T20:47:43+08:00,普普通通,普普通通,12,urban_operation,event,中性,0.2,neutral,0.2,low,0.931,True,宜昌,relevant,休闲娱乐,3,1,酒吧,,T2,二马路历史文化街区@埋点,ermalu,ermalu_oldstreet,111.28,30.6954,526825.8,3.3972375e+06,山丘酒吧,休闲娱乐,0.5,Neutral,0.04,其他,其他,,
e0054,xiling_wujia,meituan,2025-07-13T09:57:30+08:00,2025-07-13T09:57:30+08:00,二马路开街后人气回来了，热闹得像过年,"开街,二马路,过年,人气,热闹",18,urban_operation,facility,满足,0.5,positive,0.5,low,0.969,True,宜昌,relevant,政府机构及社会团体,1,12,地市级政府及事业单位,,T2,宜昌市人民政府,ermalu,ermalu_oldstreet,111.2813,30.694,526953.0,3.3970842e+06,宜昌市人民政府,政府机构及社会团体,0.65,Positive,0.18,其他,其他,,
e0055,xiling_wujia,xiaohongshu,2025-07-12T00:07:34+08:00,2025-07-12T00:07:34+08:00,二马路开街垃圾满地没人扫,"开街,二马路,满地,垃圾,没人",12,urban_operation,event,愤怒,0.98,negative,0.98,high,0.9,True,宜昌,relevant,休闲娱乐,1,2,酒吧,,T2,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2827,30.6949,527083.1,3.397186e+06,Sober.醒Club酒吧,休闲娱乐,0.11,Very Negative,0.12,不满抱怨,不满抱怨,,
e0056,xiling_wujia,dianping,2025-07-18T08:37:55+08:00,2025-07-18T08:37:55+08:00,二马路文创市集热闹又有创意，点赞,"文创,点赞,二马路,市集,创意",16,urban_renewal,service,期待,1.0,positive,1.0,high,0.907,True,宜昌,relevant,休闲娱乐,7,3,酒吧,,T2,Sober.醒Club酒吧,ermalu,ermalu_oldstreet,111.2837,30.6939,527178.25,3.3970732e+06,Sober.醒Club酒吧,休闲娱乐,1.0,Very Positive,0.16,喜悦满意,喜悦满意,,
e0057,xiling_wujia,xiaohongshu,2025-07-17T03:17:54+08:00,2025-07-17T03:17:54+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_renewal,service,喜爱,1.0,positive,1.0,high,0.932,True,宜昌,relevant,体育休闲服务,0,5,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,general,111.2847,30.6971,527271.8,3.3974242e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
